recency,frequency,monetary,variety
690,7,22.36,7
692,5,10.24,5
679,2,2.98,2
323,3,60.87,2
691,2,23.88,2
680,3,33.31,3
472,11,64.41,10
691,1,30.13,1
691,6,18.85,6
691,1,27.61,1
691,1,24.87,1
691,1,22.47,1
691,1,32.76,1
691,1,9.27,1
691,1,10.75,1
553,5,71.72,5
691,1,6.33,1
691,1,14.87,1
690,2,18.56,2
691,3,22.12,3
691,1,25.28,1
691,1,6.05,1
691,1,14.87,1
691,1,8.41,1
691,3,4.74,2
691,1,7.09,1
691,4,18.38,4
691,1,4.07,1
243,9,35.16,9
561,3,50.22,3
691,1,6.68,1
691,1,4.91,1
691,3,19.47,1
691,1,18.57,1
691,2,19.88,2
610,2,26.63,2
691,1,39.07,1
335,19,244.82,16
615,6,68.94,6
411,2,14.29,2
691,1,33.23,1
691,1,21.99,1
480,4,173.80,3
691,3,10.88,3
508,4,24.98,4
691,1,16.44,1
691,4,19.06,4
691,1,10.40,1
691,1,7.72,1
691,3,15.38,3
691,5,20.87,5
561,4,31.96,4
691,3,23.56,3
691,4,39.83,4
691,1,12.32,1
691,1,38.50,1
691,6,31.12,6
691,1,23.12,1
691,1,2.05,1
691,3,32.79,3
691,3,9.29,3
691,4,18.30,4
276,5,68.73,4
691,1,2.69,1
691,1,17.94,1
691,2,10.32,2
691,3,23.32,2
690,3,21.61,2
690,10,55.74,10
690,1,25.28,1
676,3,45.63,3
674,4,40.77,3
690,1,5.99,1
671,1,28.35,1
690,1,3.56,1
690,2,13.85,2
545,6,131.50,5
690,12,18.71,12
282,7,32.51,6
690,5,51.99,5
690,2,35.49,2
690,2,7.37,2
393,5,146.89,4
613,4,100.66,4
690,2,10.00,2
325,6,35.66,6
690,1,8.52,1
690,1,21.08,1
688,2,27.77,2
632,14,157.40,10
690,2,17.83,2
690,1,11.96,1
258,4,24.89,4
690,3,15.37,3
690,2,6.92,1
655,7,41.22,7
690,1,2.52,1
171,2,31.71,2
690,1,1.63,1
690,2,21.57,2
690,1,18.52,1
690,1,9.16,1
490,3,52.36,3
690,2,31.23,2
341,10,53.54,5
554,5,87.13,4
690,1,3.74,1
600,2,42.46,1
690,1,10.24,1
690,2,32.67,2
690,1,17.32,1
690,5,21.82,5
690,6,23.73,6
690,2,23.55,2
686,6,36.87,6
690,4,16.14,3
690,5,45.42,5
690,1,3.56,1
690,1,16.67,1
204,13,312.42,7
690,3,34.90,2
690,1,13.63,1
690,4,12.24,4
690,45,150.52,32
690,1,9.98,1
690,1,4.49,1
690,1,10.11,1
386,14,73.98,8
690,1,9.98,1
256,17,117.75,13
690,2,21.23,2
690,1,2.52,1
690,3,11.46,3
681,2,11.08,2
690,2,17.46,2
690,1,8.74,1
690,1,11.19,1
690,1,14.30,1
616,9,91.33,8
690,8,38.47,8
690,6,25.39,6
690,3,7.76,3
307,7,252.54,7
690,1,5.20,1
656,2,64.68,1
690,1,5.74,1
690,2,24.31,2
690,3,24.29,3
258,17,178.66,13
645,2,30.57,2
690,1,4.99,1
656,2,32.14,1
676,13,71.91,13
689,1,6.35,1
689,1,10.69,1
689,1,82.60,1
689,1,11.73,1
306,6,68.68,6
689,3,48.51,3
689,2,24.94,1
689,1,3.47,1
689,4,51.61,3
689,3,8.52,3
689,1,34.48,1
689,1,4.10,1
619,10,108.22,10
687,2,42.10,2
689,2,16.51,2
689,2,21.43,2
689,2,18.14,2
689,1,21.66,1
682,1,34.99,1
689,2,4.98,1
689,1,36.80,1
689,1,10.39,1
689,1,1.56,1
689,2,12.49,2
689,3,38.84,3
660,2,39.98,1
689,1,16.67,1
689,1,8.94,1
219,12,191.44,11
643,4,19.64,2
389,2,26.77,2
689,3,27.41,3
689,1,9.33,1
689,1,10.40,1
689,3,22.39,2
689,2,12.07,2
689,1,22.52,1
687,2,-1.62,2
350,5,65.74,4
689,1,13.88,1
689,1,63.75,1
659,5,24.00,5
689,1,3.68,1
689,1,27.88,1
688,4,18.15,4
689,1,4.07,1
689,1,3.74,1
681,2,23.46,2
689,3,33.46,3
454,6,75.49,6
689,1,8.23,1
689,1,24.98,1
624,2,84.92,2
689,1,39.07,1
689,1,6.39,1
689,1,21.63,1
689,2,30.47,2
619,5,34.43,5
689,8,54.53,8
689,1,10.39,1
689,3,3.97,3
689,1,82.60,1
689,2,9.37,2
687,11,36.61,11
689,1,9.98,1
689,1,2.49,1
689,1,3.92,1
689,1,24.98,1
689,1,3.69,1
624,8,51.75,7
689,2,11.22,2
689,2,18.93,2
689,4,9.80,3
689,1,9.84,1
689,1,5.24,1
689,3,12.28,2
689,1,8.20,1
689,1,1.29,1
689,3,22.27,3
293,12,121.99,12
542,4,43.76,4
689,3,19.85,3
688,1,25.66,1
688,1,1.25,1
688,1,7.30,1
688,2,19.69,2
686,2,47.87,1
688,1,4.12,1
688,1,4.82,1
688,3,13.50,3
589,17,92.83,13
688,1,14.26,1
688,1,9.78,1
688,2,7.00,2
688,1,12.05,1
688,2,14.09,2
551,13,129.68,13
688,1,7.09,1
688,1,4.10,1
688,1,3.65,1
541,2,35.15,2
484,2,37.61,2
670,6,75.25,5
688,1,2.15,1
688,1,10.69,1
688,2,17.80,2
688,1,6.22,1
645,6,73.93,6
688,1,17.11,1
684,2,33.70,2
688,2,4.17,2
688,1,4.07,1
688,1,2.16,1
688,1,7.49,1
223,11,98.69,11
688,1,12.39,1
230,8,129.06,8
687,1,14.16,1
688,1,12.49,1
688,1,3.49,1
687,1,8.81,1
647,11,110.67,10
688,1,13.19,1
534,2,30.78,2
656,2,35.62,1
250,3,26.49,3
687,1,17.54,1
688,4,17.93,4
685,2,43.38,2
432,1,10.08,1
688,1,3.11,1
688,2,15.87,2
644,2,11.26,2
688,4,32.51,4
688,1,13.63,1
688,1,5.01,1
688,1,10.13,1
199,5,48.56,4
688,1,9.99,1
688,1,2.75,1
688,1,3.15,1
547,2,24.60,2
688,1,40.32,1
688,1,20.53,1
688,2,23.65,2
265,5,57.78,5
679,3,24.61,1
688,1,13.72,1
169,31,212.17,29
688,4,51.91,4
688,2,23.67,2
688,1,5.20,1
329,2,71.04,2
688,2,13.69,2
668,1,21.59,1
688,1,5.67,1
688,5,19.65,5
307,4,18.90,2
688,11,20.03,11
687,5,30.11,5
688,1,5.99,1
339,24,211.91,23
688,1,8.22,1
508,8,82.74,8
688,1,2.44,1
688,1,4.12,1
688,1,17.11,1
548,5,15.23,5
417,3,42.95,3
686,1,6.61,1
204,3,27.20,3
687,1,88.60,1
687,2,6.06,2
686,1,11.17,1
447,41,171.30,37
687,1,21.08,1
687,2,2.73,2
687,1,12.30,1
612,8,63.58,6
687,1,14.87,1
687,4,21.17,4
687,2,26.60,2
687,1,39.97,1
687,8,40.19,8
687,1,1.73,1
687,1,16.67,1
687,5,43.18,4
687,1,19.23,1
687,1,16.44,1
687,1,3.71,1
361,11,181.21,11
196,3,31.43,3
687,4,18.47,4
687,5,25.54,5
687,3,24.00,3
687,1,12.98,1
687,3,13.58,3
204,9,74.24,9
593,4,33.56,4
687,1,32.78,1
444,3,15.60,3
670,2,115.94,1
687,2,12.74,2
687,5,18.36,5
169,22,168.91,20
687,2,21.06,2
687,2,2.00,2
687,1,8.20,1
687,2,12.70,2
687,2,7.56,2
358,7,62.01,2
381,5,33.75,5
687,1,8.98,1
687,3,9.04,3
687,2,20.24,2
687,1,21.90,1
552,6,44.44,2
687,1,19.95,1
687,4,20.31,4
266,3,25.86,2
354,7,43.50,7
687,2,25.63,2
687,1,3.24,1
687,1,4.42,1
687,1,11.85,1
676,4,126.71,4
687,2,21.63,2
687,3,38.39,3
687,4,27.54,4
687,1,39.07,1
387,6,77.94,6
172,24,83.28,20
687,9,23.44,9
687,1,5.57,1
687,1,10.32,1
687,2,17.53,2
687,6,34.69,6
687,1,20.53,1
277,62,756.19,37
687,1,10.87,1
643,2,12.40,2
687,1,3.69,1
687,1,39.07,1
644,2,22.54,1
686,5,24.44,5
687,3,21.19,2
687,1,1.10,1
687,2,14.96,2
687,1,7.47,1
687,1,3.24,1
687,3,14.04,3
670,1,55.98,1
687,2,7.39,2
687,3,9.92,3
687,2,18.09,2
687,3,16.53,3
686,2,38.44,2
687,1,14.99,1
687,2,4.77,1
687,3,9.70,3
687,1,6.98,1
687,2,7.48,1
681,2,80.64,1
687,1,4.19,1
687,1,3.44,1
243,4,39.52,3
685,11,37.56,10
687,1,6.09,1
687,4,18.71,4
674,3,47.55,3
687,1,7.48,1
687,2,9.57,2
687,3,27.68,3
682,1,68.90,1
686,3,11.41,2
686,2,7.76,2
686,1,14.93,1
570,7,40.39,5
492,3,46.48,3
686,1,2.84,1
686,5,13.50,4
686,1,7.72,1
205,42,463.54,30
501,3,45.32,3
638,4,29.24,4
686,1,22.47,1
686,2,5.57,2
686,1,19.17,1
289,6,17.11,6
686,1,116.63,1
686,2,13.02,2
686,1,25.85,1
686,1,5.72,1
400,3,16.91,3
686,1,16.50,1
292,4,50.58,4
686,4,75.92,3
686,2,6.05,2
633,1,27.48,1
686,2,6.81,2
686,4,56.09,4
686,1,2.86,1
686,1,40.32,1
686,5,14.42,5
686,1,8.18,1
686,1,13.74,1
686,1,7.69,1
684,4,37.56,4
686,8,27.62,8
686,2,16.48,2
686,3,18.07,3
272,44,270.26,36
685,1,27.61,1
686,1,24.87,1
553,2,4.91,2
686,3,30.37,3
527,5,36.48,5
298,10,80.26,10
685,5,68.86,5
210,28,543.58,23
685,1,14.51,1
685,1,9.58,1
685,3,8.82,3
685,1,9.90,1
395,4,56.08,3
685,1,13.88,1
685,1,1.35,1
685,1,23.12,1
685,6,19.05,4
685,2,9.67,2
685,1,6.25,1
685,1,3.66,1
685,1,25.28,1
685,1,29.26,1
685,3,17.20,3
268,2,34.72,2
329,3,131.87,3
685,1,41.32,1
684,1,12.84,1
685,2,30.53,2
685,1,83.10,1
685,1,8.66,1
685,2,29.20,2
685,2,80.64,1
684,4,17.65,4
684,1,21.08,1
684,1,25.60,1
684,1,4.63,1
684,1,5.19,1
684,1,4.47,1
404,2,119.46,2
365,5,43.56,5
476,2,32.31,2
684,1,29.60,1
396,5,42.86,5
684,1,4.90,1
684,2,12.95,2
415,2,21.84,2
658,6,51.64,5
684,1,4.52,1
349,5,63.25,5
684,1,49.50,1
684,1,16.71,1
684,1,3.60,1
684,1,3.47,1
684,1,21.65,1
684,4,25.70,4
684,1,24.23,1
684,2,22.83,2
278,4,91.50,4
684,2,23.08,2
381,5,24.95,5
684,8,59.66,8
684,1,13.32,1
684,1,51.99,1
684,2,9.93,2
673,3,43.87,3
559,15,117.09,15
684,1,6.16,1
684,4,37.46,4
681,1,25.28,1
684,2,27.77,2
684,2,9.77,2
684,1,21.99,1
684,2,19.96,2
684,1,9.98,1
684,1,7.79,1
683,1,42.28,1
684,2,17.61,2
683,2,8.20,2
683,1,18.32,1
683,2,22.13,2
683,1,13.95,1
502,11,70.80,10
683,3,82.60,3
668,2,48.31,2
683,7,38.47,5
683,1,1.14,1
683,1,7.80,1
683,1,9.12,1
683,5,35.50,4
195,2,10.45,2
353,13,53.90,13
445,7,90.39,6
683,1,3.91,1
683,1,16.80,1
683,1,40.32,1
616,4,191.41,3
270,21,309.99,21
683,1,10.38,1
683,1,40.32,1
567,2,28.70,2
667,1,146.88,1
683,1,20.70,1
683,1,10.97,1
679,2,20.19,2
683,1,11.75,1
683,7,51.09,6
683,1,5.78,1
683,1,7.67,1
683,1,6.07,1
682,1,67.77,1
683,4,24.90,3
683,1,57.50,1
569,2,21.88,2
361,8,134.81,8
683,1,33.09,1
649,3,21.48,2
683,2,13.34,2
621,2,9.63,2
682,1,13.75,1
682,1,173.50,1
682,1,23.07,1
682,1,17.11,1
682,2,12.09,2
222,13,149.22,8
681,1,27.67,1
682,1,8.96,1
682,2,19.81,2
674,2,38.45,2
585,31,188.66,27
470,2,34.04,2
682,1,7.72,1
682,1,4.99,1
682,2,25.90,2
682,3,21.45,3
682,1,9.55,1
682,2,3.00,1
680,1,116.63,1
682,1,5.99,1
188,5,44.98,5
215,2,52.89,2
351,5,89.44,3
681,1,59.35,1
681,1,18.74,1
530,27,202.84,25
681,3,150.10,3
451,27,283.00,22
592,4,43.10,4
681,1,11.22,1
681,1,2.84,1
681,2,2.66,1
681,1,12.15,1
681,1,26.47,1
681,2,30.52,2
681,3,24.57,3
681,2,37.43,2
681,1,17.10,1
681,1,9.97,1
681,1,2.28,1
681,1,20.70,1
562,2,47.26,2
681,2,20.78,1
681,2,35.21,2
223,7,92.06,7
681,6,98.33,4
681,2,27.12,2
681,1,16.65,1
681,1,23.97,1
681,1,21.99,1
681,1,11.97,1
681,1,41.32,1
681,1,11.99,1
646,4,19.34,3
681,2,70.04,2
681,3,20.17,3
681,1,14.84,1
681,5,17.17,5
681,5,19.11,5
680,1,9.90,1
680,1,29.40,1
680,1,61.87,1
680,1,9.15,1
680,1,25.28,1
680,2,12.78,1
680,2,23.90,2
680,1,13.20,1
680,1,17.04,1
680,1,6.94,1
680,2,11.80,2
680,1,4.74,1
680,2,7.91,2
432,8,75.61,8
680,1,6.66,1
680,5,43.85,5
680,1,6.16,1
226,8,99.86,5
680,3,10.40,3
680,1,42.28,1
680,1,21.99,1
680,2,87.59,2
530,2,40.29,2
680,1,8.53,1
680,4,14.91,4
680,1,1.10,1
680,1,59.17,1
676,14,133.97,14
680,10,115.86,8
680,1,17.32,1
680,1,7.47,1
680,3,20.43,3
680,1,176.88,1
680,1,7.56,1
679,7,129.91,7
679,1,10.80,1
634,3,26.47,3
679,1,5.68,1
261,6,57.83,6
679,1,5.91,1
679,1,2.51,1
335,2,33.43,2
679,1,33.47,1
679,1,17.40,1
679,2,63.00,1
679,1,29.81,1
679,6,24.61,6
513,23,201.78,15
679,1,9.43,1
679,2,15.04,2
679,2,23.54,2
679,1,14.99,1
679,1,5.42,1
679,1,11.17,1
679,2,15.81,2
679,1,13.51,1
679,12,30.90,6
679,1,26.65,1
679,2,20.97,2
679,2,13.09,2
679,1,35.33,1
503,3,34.82,3
679,2,5.10,2
678,2,36.68,2
679,2,37.60,2
679,2,31.54,2
383,1,7.29,1
679,4,23.05,4
679,1,3.97,1
679,1,10.97,1
678,2,28.84,2
678,2,19.60,2
662,10,218.53,10
678,5,9.39,4
596,2,36.57,2
541,10,105.93,10
678,2,34.03,2
666,5,41.16,5
678,1,8.29,1
678,1,17.11,1
678,2,63.43,2
678,1,10.83,1
678,1,20.70,1
644,2,199.34,1
678,4,16.54,4
678,1,59.35,1
662,2,26.19,2
659,4,15.64,4
674,4,17.46,4
678,3,19.13,3
678,1,2.85,1
187,40,542.35,31
678,1,20.70,1
678,3,56.29,3
678,1,43.57,1
678,1,4.41,1
678,2,20.16,2
678,2,16.69,2
678,1,17.31,1
678,1,9.55,1
678,1,23.12,1
677,1,182.66,1
678,4,10.30,4
465,4,90.07,4
678,1,21.99,1
669,3,43.84,3
266,1,14.34,1
678,1,30.78,1
428,10,112.14,10
678,1,26.65,1
575,16,89.60,16
617,3,19.85,3
678,1,29.81,1
677,1,27.42,1
677,5,35.93,5
677,1,5.49,1
677,1,17.79,1
677,3,49.52,3
499,8,95.41,8
677,1,12.68,1
386,11,120.44,7
518,3,20.20,3
677,1,27.35,1
677,2,20.28,2
322,5,40.37,5
677,1,28.31,1
677,1,20.25,1
677,1,23.12,1
448,3,28.35,3
677,1,10.97,1
676,2,9.80,2
676,2,37.52,2
205,79,944.40,41
677,1,5.49,1
676,5,28.09,5
677,1,3.21,1
677,1,28.80,1
677,1,33.99,1
677,1,10.39,1
503,1,24.99,1
360,6,22.13,6
677,3,14.68,3
677,1,21.99,1
532,4,62.62,4
677,1,18.20,1
551,1,1.09,1
677,1,80.25,1
677,3,103.19,3
374,4,47.14,4
677,1,12.84,1
677,2,21.61,2
333,5,41.68,5
528,3,53.26,3
448,20,217.81,17
677,2,9.28,2
676,2,63.01,2
677,1,33.32,1
676,1,8.29,1
651,7,71.56,7
676,2,7.86,2
676,1,22.43,1
676,1,1.78,1
676,2,17.86,2
676,2,11.12,2
676,4,9.05,3
676,1,26.65,1
676,1,10.40,1
669,4,88.55,3
676,1,16.65,1
669,6,106.98,4
676,1,19.97,1
676,10,29.68,9
676,2,34.02,2
350,6,54.61,6
676,3,23.92,3
676,2,25.77,2
676,1,2.85,1
676,1,14.99,1
676,1,9.33,1
653,3,34.91,2
676,1,55.99,1
676,1,3.72,1
676,3,37.95,3
676,1,54.92,1
676,3,24.92,1
676,1,7.91,1
676,1,9.05,1
676,2,26.98,2
676,2,17.06,1
676,1,23.86,1
676,2,54.84,1
676,1,6.74,1
676,1,6.27,1
248,3,43.96,3
458,15,113.52,13
675,1,11.80,1
675,1,8.02,1
306,3,10.40,3
675,1,21.08,1
675,2,20.17,2
191,6,46.73,6
675,2,11.11,2
675,6,26.58,6
675,1,47.95,1
675,1,9.58,1
675,1,9.88,1
675,1,11.97,1
507,5,21.86,5
675,1,5.18,1
323,2,18.99,1
675,1,10.14,1
338,5,41.85,5
675,1,13.61,1
675,1,47.95,1
607,2,75.59,2
675,1,15.51,1
675,1,101.83,1
675,1,12.53,1
675,1,18.38,1
675,3,11.52,3
637,3,62.63,3
675,1,31.79,1
675,1,5.50,1
675,1,10.39,1
675,7,31.07,5
675,1,3.21,1
675,2,11.15,2
675,1,24.85,1
675,2,18.71,2
675,2,15.39,2
673,1,5.29,1
675,1,15.24,1
674,2,6.09,2
643,6,66.83,6
674,2,44.80,1
674,2,15.52,2
674,1,16.65,1
630,3,13.51,3
674,1,3.19,1
674,1,18.31,1
674,1,27.61,1
674,2,29.64,2
674,2,9.18,2
674,2,5.83,2
454,6,115.99,6
674,2,37.59,2
674,1,13.32,1
674,1,5.80,1
674,1,4.96,1
673,2,19.01,2
227,1,8.69,1
674,1,24.43,1
674,4,26.83,4
674,2,72.76,2
674,1,13.51,1
674,1,4.31,1
674,1,8.29,1
674,1,6.07,1
635,19,50.79,15
674,2,92.57,2
674,1,4.28,1
674,5,42.96,5
394,2,16.14,2
674,1,6.75,1
674,1,2.53,1
626,2,22.51,2
674,1,3.61,1
661,9,56.34,9
457,6,56.71,6
674,4,17.08,4
674,1,47.95,1
674,1,16.65,1
674,1,5.49,1
637,2,18.32,2
674,2,27.29,2
674,1,29.81,1
674,4,45.41,4
540,3,48.86,3
482,8,81.69,7
673,2,21.87,2
673,1,36.45,1
673,1,34.99,1
673,2,24.31,2
629,4,23.05,4
451,4,53.18,4
673,2,29.70,2
673,1,1.79,1
673,1,6.87,1
673,1,6.07,1
673,1,55.99,1
673,1,10.39,1
673,2,13.60,2
659,1,13.61,1
670,2,20.08,2
673,10,56.00,10
673,1,61.87,1
673,2,16.27,2
673,1,6.74,1
440,5,48.53,5
673,5,34.07,5
673,3,23.66,3
672,1,10.75,1
673,1,11.03,1
673,2,21.94,2
673,1,13.51,1
673,1,23.31,1
673,2,14.37,2
673,1,2.82,1
673,2,59.78,2
673,2,27.88,2
673,1,31.79,1
673,1,23.32,1
673,1,17.22,1
673,1,10.81,1
673,2,12.99,2
651,17,77.13,17
673,1,22.34,1
671,5,22.14,5
672,4,8.53,4
672,1,12.15,1
672,5,48.12,4
293,2,13.12,2
672,1,12.59,1
672,1,31.69,1
672,1,7.39,1
672,3,30.78,3
491,7,59.33,7
672,1,6.25,1
670,1,20.66,1
672,1,2.59,1
672,1,46.08,1
672,5,38.17,5
670,1,82.60,1
669,2,27.22,1
672,1,16.65,1
672,1,7.33,1
672,1,7.10,1
521,7,150.51,7
672,1,21.27,1
672,1,7.88,1
672,3,20.67,3
672,1,19.58,1
672,1,12.55,1
672,1,12.28,1
672,1,5.99,1
672,2,108.78,1
293,12,62.93,11
672,2,36.86,2
672,4,37.19,4
672,1,11.98,1
672,2,10.00,2
672,1,99.67,1
672,1,11.30,1
672,4,5.91,3
255,2,41.35,2
671,1,16.96,1
672,1,23.69,1
672,3,27.22,3
672,1,5.84,1
672,2,5.91,2
672,1,10.40,1
555,18,128.48,14
446,4,20.13,4
672,1,6.07,1
672,2,7.09,1
672,1,5.48,1
546,15,94.08,15
671,4,32.36,4
671,3,93.44,3
671,2,6.94,1
671,1,11.30,1
671,1,25.28,1
671,1,20.70,1
671,1,9.85,1
671,1,12.87,1
671,2,9.80,1
671,3,36.68,2
671,2,26.13,2
528,10,101.61,9
671,1,2.63,1
671,1,6.65,1
359,8,79.08,8
671,3,18.70,2
671,1,42.16,1
433,6,28.47,6
671,1,11.28,1
671,1,6.34,1
666,1,29.25,1
671,3,18.95,1
662,2,8.85,2
671,1,6.87,1
671,1,12.95,1
671,1,6.87,1
671,1,7.43,1
671,6,46.73,5
671,1,23.07,1
671,1,5.84,1
671,1,12.13,1
671,1,8.53,1
670,1,54.39,1
671,1,20.22,1
174,3,20.80,2
671,3,24.39,3
670,2,5.59,2
670,1,9.80,1
381,9,55.06,9
670,1,67.77,1
670,8,44.91,7
604,14,81.25,13
670,5,40.22,5
670,2,5.51,2
509,5,34.56,4
669,6,25.50,6
173,28,296.36,23
670,1,14.98,1
670,2,48.26,2
670,3,18.31,3
670,1,30.80,1
670,1,7.24,1
353,3,53.66,3
454,3,96.77,3
188,3,49.21,2
670,2,20.78,1
670,7,51.06,7
670,1,17.89,1
670,1,4.02,1
670,1,20.66,1
660,7,56.13,7
251,5,121.92,4
670,2,10.98,2
670,1,4.74,1
363,9,38.77,9
670,1,4.28,1
670,1,31.92,1
670,1,0.81,1
556,8,77.55,7
670,1,11.17,1
670,1,28.16,1
669,1,7.49,1
669,2,148.66,2
669,3,15.76,3
669,2,23.18,2
669,1,5.90,1
669,1,8.63,1
669,2,16.44,1
669,1,7.00,1
669,1,17.54,1
669,1,3.21,1
669,1,46.08,1
669,1,7.47,1
669,1,20.70,1
669,1,18.60,1
669,8,53.11,8
669,2,24.59,2
669,5,62.85,4
636,16,130.65,15
669,1,16.65,1
300,10,64.33,10
669,1,10.81,1
669,1,17.04,1
199,2,27.78,2
669,1,14.56,1
596,1,9.99,1
669,2,12.96,2
653,3,37.46,3
669,2,19.58,2
170,2,18.79,1
669,2,12.23,2
621,3,28.32,3
197,12,192.11,11
669,1,4.42,1
669,1,9.30,1
669,1,10.38,1
668,4,26.96,4
668,1,59.35,1
668,1,4.70,1
604,6,65.89,6
668,1,10.41,1
668,1,23.28,1
454,6,60.53,5
668,5,33.80,4
610,1,8.53,1
668,1,10.18,1
613,2,27.54,2
668,1,2.63,1
668,2,9.50,2
668,1,5.84,1
668,9,68.58,9
410,18,247.85,14
668,2,15.70,2
668,1,15.83,1
668,3,24.86,2
668,1,17.98,1
407,1,8.49,1
668,5,41.93,5
668,5,29.76,4
668,1,4.19,1
260,5,66.79,2
667,10,125.44,6
651,2,35.25,2
668,4,7.37,4
668,1,24.30,1
659,1,7.24,1
643,2,28.07,2
668,1,1.88,1
493,20,184.01,19
668,4,71.75,2
668,1,19.99,1
668,1,6.88,1
667,2,43.58,2
649,2,63.03,2
170,12,75.79,12
667,1,6.62,1
659,4,62.12,4
667,1,3.31,1
667,1,15.16,1
450,6,73.04,6
667,5,15.75,5
667,1,19.55,1
667,1,4.90,1
667,1,3.81,1
285,6,72.57,6
667,1,7.72,1
569,1,34.48,1
667,2,7.10,1
667,1,19.16,1
667,1,1.32,1
667,1,9.67,1
667,2,27.02,2
644,4,11.42,4
277,2,26.19,2
658,4,13.59,4
667,1,21.59,1
667,4,15.03,4
168,3,77.01,3
667,1,19.61,1
667,1,19.60,1
442,12,45.63,12
667,1,6.84,1
666,2,11.34,2
667,3,22.01,3
667,1,19.55,1
667,1,13.61,1
300,3,56.05,2
287,8,50.01,7
667,1,8.63,1
667,1,7.47,1
666,1,36.34,1
663,1,3.83,1
353,14,152.48,13
616,4,7.45,4
666,5,54.65,5
550,2,262.24,2
666,1,30.19,1
666,1,8.53,1
666,1,52.51,1
622,3,35.81,3
666,2,34.99,2
666,3,30.45,3
666,1,10.10,1
584,4,107.54,3
236,4,48.23,4
666,5,19.86,5
666,1,5.30,1
666,2,14.92,1
666,3,23.52,3
351,8,45.22,8
666,1,20.60,1
666,2,20.80,2
666,3,37.18,2
666,2,13.01,2
666,2,14.14,2
666,1,12.84,1
666,3,25.64,3
666,1,28.80,1
287,3,14.04,3
666,1,21.59,1
666,1,5.09,1
666,2,17.04,2
666,1,10.63,1
666,1,6.07,1
666,1,11.06,1
594,2,52.56,2
240,5,31.50,5
666,1,13.27,1
666,1,20.77,1
666,2,16.88,2
584,8,53.76,6
666,1,12.95,1
548,3,36.05,2
666,1,8.31,1
666,1,4.42,1
665,1,7.47,1
666,1,23.33,1
666,1,108.33,1
666,1,26.60,1
575,2,28.43,2
666,1,7.56,1
666,1,5.09,1
665,2,10.69,2
229,15,55.75,5
665,1,9.63,1
665,1,9.99,1
665,1,2.02,1
665,1,176.88,1
648,3,39.61,2
665,1,13.06,1
665,1,10.22,1
665,1,29.28,1
665,4,12.12,4
665,1,13.27,1
665,1,5.83,1
665,1,-4.13,1
664,13,600.71,4
663,4,36.13,3
435,9,29.45,9
665,1,2.69,1
665,2,23.84,2
665,3,17.54,3
665,1,10.75,1
665,8,33.96,8
662,1,29.80,1
665,1,31.92,1
650,2,13.37,2
665,1,12.78,1
665,1,5.01,1
665,1,18.82,1
665,1,12.95,1
665,14,122.99,12
408,4,15.48,4
665,2,19.17,2
665,1,29.27,1
665,5,83.97,4
665,1,4.55,1
665,2,17.20,2
665,1,9.75,1
665,1,16.69,1
665,1,11.38,1
664,1,68.90,1
665,2,6.64,1
177,8,112.68,8
665,1,20.16,1
665,2,4.32,2
665,1,12.94,1
665,1,14.21,1
321,2,17.70,2
665,1,6.09,1
664,2,15.77,2
596,7,46.83,7
560,9,111.16,8
284,16,123.91,15
632,6,79.68,6
352,6,32.26,6
664,3,31.62,3
664,1,6.36,1
651,4,27.89,4
664,1,14.99,1
664,1,10.63,1
287,9,92.44,8
664,2,8.73,2
664,1,20.66,1
664,1,9.58,1
664,1,20.30,1
272,10,80.94,10
664,1,9.99,1
664,2,12.94,1
260,2,8.96,2
664,1,20.66,1
664,1,32.50,1
664,1,19.15,1
664,4,87.06,4
664,1,4.14,1
253,23,136.60,20
664,1,5.31,1
664,6,32.12,2
664,5,52.93,4
664,1,17.22,1
664,1,12.84,1
664,1,5.09,1
319,8,235.05,5
664,1,4.32,1
663,4,21.25,4
664,1,31.84,1
664,1,14.37,1
664,1,2.67,1
664,5,23.15,5
615,4,28.47,4
664,1,8.31,1
664,2,7.36,2
664,1,10.63,1
634,10,38.99,10
664,1,14.99,1
664,1,22.43,1
660,1,6.39,1
664,1,12.19,1
451,10,152.54,8
664,2,36.93,2
664,3,14.55,3
651,3,44.02,3
663,1,11.17,1
354,4,72.61,3
503,3,6.30,3
663,1,4.80,1
663,1,23.25,1
663,1,4.51,1
663,4,52.20,3
663,2,15.47,2
663,3,14.14,2
663,1,25.28,1
253,2,23.60,2
663,1,54.83,1
446,5,66.26,5
663,2,16.95,2
663,7,24.13,6
663,3,13.63,3
663,1,9.73,1
663,2,61.72,2
663,1,101.83,1
663,2,23.65,2
283,9,68.83,9
663,1,29.40,1
663,2,7.32,2
398,6,104.03,6
272,2,148.98,2
663,1,21.17,1
401,5,53.40,5
661,1,11.34,1
663,1,5.32,1
663,1,16.65,1
662,2,20.39,1
662,2,7.54,2
662,1,8.62,1
662,1,16.67,1
662,1,27.61,1
662,1,11.24,1
662,2,58.27,2
662,2,22.59,2
449,12,89.69,11
662,1,10.24,1
662,2,9.92,2
662,1,27.61,1
662,1,7.30,1
662,2,8.18,1
662,1,9.99,1
662,1,10.39,1
662,1,4.91,1
662,1,13.87,1
662,1,9.98,1
662,3,2.80,3
658,15,53.29,8
643,3,6.64,3
507,4,48.05,4
662,1,21.31,1
662,1,2.95,1
662,1,5.99,1
662,5,26.71,5
