recency,frequency,monetary,clusters
534,1,100.21,1
534,1,16.47,1
534,2,58.0,0
534,1,4.07,1
533,2,23.74,0
534,2,10.84,0
534,1,100.21,1
534,3,38.82,0
534,3,21.47,0
534,3,13.26,0
52,7,178.14,0
534,3,18.04,0
534,2,31.07,0
534,2,33.06,0
534,2,15.21,0
77,7,55.08,0
534,2,36.39,0
444,2,11.66,0
527,2,5.99,0
534,2,17.71,0
534,3,20.43,0
534,2,7.61,0
534,2,16.54,0
534,3,34.48,0
534,1,22.43,1
513,5,81.2,0
534,1,68.9,1
381,1,3.58,1
264,5,59.57,0
515,1,9.98,1
534,2,27.08,0
534,1,15.06,1
181,28,288.51,0
532,2,31.31,0
533,2,27.17,0
533,2,4.52,0
533,2,23.09,0
533,1,2.9,1
533,1,3.95,1
533,2,19.41,0
533,1,7.24,1
6,8,19.06,0
533,1,7.37,1
471,9,32.23,0
533,3,24.13,0
533,1,20.62,1
532,2,111.59,0
533,2,17.34,0
533,1,32.96,1
533,1,5.92,1
533,2,2.37,0
533,6,56.21,0
116,3,50.24,0
533,1,10.15,1
532,2,73.05,0
364,7,83.33,0
533,1,4.58,1
532,2,18.64,0
533,1,34.96,1
491,2,124.96,0
533,1,11.78,1
527,6,37.43,0
533,1,13.32,1
527,4,44.45,0
532,1,6.63,1
532,2,19.79,0
532,1,3.49,1
532,1,17.11,1
532,2,19.3,0
532,1,47.5,1
532,5,34.18,0
532,1,15.57,1
532,1,17.11,1
532,3,23.5,0
184,3,71.35,0
532,3,3.81,0
532,1,15.51,1
532,2,9.11,0
532,4,12.51,0
532,3,42.49,0
532,2,18.55,0
532,8,78.0,0
532,1,23.69,1
532,1,27.61,1
532,1,10.31,1
532,3,44.31,0
532,1,10.68,1
532,1,9.98,1
532,1,3.2,1
233,23,146.6,0
471,3,20.48,0
347,13,109.79,0
532,3,22.62,0
532,3,27.34,0
410,8,106.71,0
532,1,10.97,1
532,1,5.86,1
532,3,80.5,0
532,1,7.53,1
498,6,99.29,0
355,3,43.73,0
334,7,66.17,0
119,14,131.25,0
531,1,18.22,1
467,3,43.27,0
277,21,275.84,0
531,1,13.31,1
531,1,10.34,1
531,1,23.33,1
531,1,8.74,1
531,3,28.1,0
528,1,13.6,1
104,6,33.8,0
529,7,83.27,0
531,4,36.77,0
531,1,9.97,1
531,1,12.93,1
531,1,8.06,1
531,10,49.54,0
531,10,23.56,0
531,1,18.82,1
460,3,19.98,0
531,1,8.17,1
531,1,20.7,1
531,9,71.77,0
520,2,40.09,0
531,4,45.24,0
367,13,48.67,0
21,4,32.89,0
531,1,12.53,1
531,2,8.37,0
531,1,2.66,1
531,3,22.01,0
531,1,6.65,1
119,15,161.26,0
531,1,19.88,1
531,5,23.57,0
526,6,30.92,0
153,4,18.28,0
531,1,10.4,1
530,4,16.16,0
531,2,7.07,0
531,1,5.97,1
531,1,21.63,1
531,2,12.02,0
530,2,108.47,0
530,2,8.84,0
529,2,30.09,0
530,6,20.86,0
530,1,27.61,1
530,1,20.83,1
530,2,75.0,0
530,1,27.42,1
530,1,29.99,1
530,1,11.17,1
118,6,99.19,0
530,1,67.77,1
530,1,25.28,1
530,4,13.42,0
530,4,27.25,0
530,1,17.81,1
530,5,45.12,0
530,3,21.56,0
530,21,87.96,0
397,15,106.48,0
530,2,32.74,0
530,2,37.0,0
527,8,31.17,0
530,1,1.77,1
530,1,14.32,1
420,4,49.85,0
96,4,28.0,0
530,3,40.95,0
530,1,33.32,1
528,1,20.66,1
530,1,33.31,1
529,1,34.99,1
38,10,80.36,0
465,2,20.82,0
530,1,8.31,1
530,1,27.25,1
373,6,80.54,0
530,1,5.5,1
333,2,31.82,0
530,1,17.04,1
530,1,20.7,1
495,8,82.05,0
530,1,8.19,1
529,1,1.79,1
529,7,28.52,0
529,1,10.38,1
458,8,78.49,0
527,7,108.44,0
529,10,46.88,0
150,4,30.56,0
529,1,5.5,1
529,4,54.95,0
529,3,9.02,0
529,1,22.56,1
529,1,14.71,1
529,3,48.31,0
529,5,36.36,0
522,10,75.37,0
529,1,19.99,1
132,5,13.18,0
529,1,13.95,1
529,1,22.46,1
226,10,20.69,0
529,3,12.95,0
529,1,42.62,1
319,6,53.31,0
23,7,17.92,0
529,2,17.27,0
32,3,46.06,0
529,2,23.2,0
136,2,11.0,0
529,2,22.45,0
529,1,19.98,1
529,1,13.17,1
529,9,12.95,0
529,5,23.4,0
529,3,10.78,0
527,1,11.67,1
529,1,1.91,1
517,4,76.12,0
526,4,31.56,0
528,3,25.62,0
528,7,127.38,0
519,3,38.97,0
502,3,27.45,0
528,1,9.16,1
528,1,13.31,1
528,2,5.7,0
338,5,30.73,0
528,1,11.02,1
528,2,3.62,0
433,10,90.12,0
528,1,10.43,1
528,1,68.9,1
528,6,58.5,0
528,1,18.2,1
381,2,30.71,0
528,1,9.81,1
131,16,156.9,0
108,2,37.5,0
528,1,42.62,1
527,1,33.47,1
527,2,48.27,0
528,1,18.2,1
528,2,12.61,0
528,1,29.75,1
346,4,58.84,0
528,1,6.49,1
527,1,10.83,1
528,5,105.77,0
507,4,15.16,0
194,9,68.41,0
528,1,13.31,1
528,4,17.0,0
286,3,35.23,0
527,2,6.26,0
242,9,102.36,0
528,2,12.34,0
528,3,22.68,0
395,5,49.63,0
527,1,1.56,1
358,3,11.04,0
527,2,9.83,0
427,6,42.75,0
527,1,14.93,1
527,1,7.66,1
527,8,23.88,0
527,1,10.02,1
527,1,13.31,1
527,3,53.04,0
527,1,49.69,1
527,6,20.43,0
527,2,19.99,0
527,2,44.94,0
392,10,69.12,0
527,1,6.07,1
527,1,6.0,1
527,1,3.5,1
527,1,21.99,1
421,10,100.95,0
527,1,5.49,1
236,45,307.12,0
527,2,19.67,0
520,3,15.06,0
518,3,16.82,0
248,2,16.19,0
527,1,21.47,1
527,1,10.4,1
527,1,1.98,1
527,1,3.21,1
527,1,6.97,1
272,16,151.7,0
409,1,15.03,1
526,3,20.24,0
526,1,40.32,1
519,4,13.18,0
526,1,21.08,1
526,2,21.45,0
462,13,45.8,0
526,1,13.31,1
273,2,9.28,0
526,3,17.03,0
526,6,48.27,0
526,1,13.88,1
355,3,92.77,0
493,4,72.59,0
526,2,9.15,0
526,4,23.95,0
526,1,4.78,1
526,4,93.66,0
526,4,32.06,0
526,2,32.48,0
374,4,47.95,0
526,1,5.7,1
481,7,33.62,0
526,1,4.65,1
276,2,17.82,0
526,1,1.0,1
475,2,43.98,0
526,1,9.98,1
526,3,12.88,0
517,4,48.74,0
526,18,54.44,0
526,1,2.28,1
181,5,116.38,0
526,1,4.32,1
448,22,130.77,0
526,1,7.47,1
526,5,186.18,0
526,2,12.78,0
522,2,14.59,0
525,2,26.51,0
525,6,5.95,0
525,2,31.75,0
525,3,26.8,0
99,6,185.73,0
525,3,79.84,0
525,1,2.79,1
516,3,271.26,0
525,2,23.88,0
186,19,69.63,0
525,1,4.32,1
525,1,3.0,1
525,1,4.07,1
489,3,21.44,0
509,1,7.54,1
525,1,12.3,1
525,4,21.12,0
512,4,26.38,0
525,1,9.35,1
525,1,16.94,1
525,6,58.97,0
525,1,12.71,1
525,1,9.35,1
525,1,4.12,1
525,3,49.67,0
133,29,196.38,0
525,1,10.24,1
525,1,16.75,1
525,1,5.24,1
525,1,25.54,1
525,1,12.19,1
525,1,3.68,1
456,23,132.75,0
524,2,21.25,0
525,2,12.57,0
525,1,3.06,1
525,1,4.19,1
499,8,31.96,0
525,9,32.73,0
471,7,62.5,0
341,7,63.57,0
525,1,16.67,1
525,1,10.39,1
522,8,50.5,0
171,5,44.86,0
523,3,28.45,0
525,7,69.38,0
344,3,41.66,0
525,1,17.54,1
525,1,10.28,1
102,19,157.02,0
525,1,16.66,1
525,9,38.99,0
525,3,30.94,0
151,2,15.16,0
525,1,40.32,1
525,1,16.67,1
256,6,51.79,0
520,2,11.51,0
525,2,6.73,0
519,7,108.55,0
525,2,24.21,0
450,2,13.96,0
525,9,56.1,0
525,1,9.16,1
525,1,14.25,1
525,1,9.98,1
525,1,9.98,1
525,1,39.07,1
525,2,18.86,0
524,1,8.63,1
525,1,6.36,1
525,3,33.13,0
525,2,22.06,0
523,7,22.36,0
525,5,10.24,0
512,2,2.98,0
156,3,60.87,0
524,2,23.88,0
513,3,33.31,0
305,11,64.41,0
524,1,30.13,1
524,6,18.85,0
524,1,27.61,1
524,1,24.87,1
524,1,22.47,1
524,1,32.76,1
524,1,9.27,1
524,1,10.75,1
386,5,71.72,0
524,1,6.33,1
524,1,14.87,1
523,2,18.56,0
524,3,22.12,0
524,1,25.28,1
524,1,6.05,1
524,1,14.87,1
524,1,8.41,1
524,3,4.74,0
524,1,7.09,1
524,4,18.38,0
524,1,4.07,1
76,9,35.16,0
394,3,50.22,0
524,1,6.68,1
524,1,4.91,1
524,3,19.47,0
524,1,18.57,1
524,2,19.88,0
443,2,26.63,0
524,1,39.07,1
168,19,244.82,0
448,6,68.94,0
244,2,14.29,0
524,1,33.23,1
524,1,21.99,1
313,4,173.8,0
524,3,10.88,0
341,4,24.98,0
524,1,16.44,1
524,4,19.06,0
524,1,10.4,1
524,1,7.72,1
524,3,15.38,0
524,5,20.87,0
394,4,31.96,0
524,3,23.56,0
524,4,39.83,0
524,1,12.32,1
524,1,38.5,1
524,6,31.12,0
524,1,23.12,1
524,1,2.05,1
524,3,32.79,0
524,3,9.29,0
524,4,18.3,0
109,5,68.73,0
524,1,2.69,1
524,1,17.94,1
524,2,10.32,0
524,3,23.32,0
523,3,21.61,0
523,10,55.74,0
523,1,25.28,1
509,3,45.63,0
507,4,40.77,0
523,1,5.99,1
504,1,28.35,1
523,1,3.56,1
523,2,13.85,0
378,6,131.5,0
523,12,18.71,0
115,7,32.51,0
523,5,51.99,0
523,2,35.49,0
523,2,7.37,0
226,5,146.89,0
446,4,100.66,0
523,2,10.0,0
158,6,35.66,0
523,1,8.52,1
523,1,21.08,1
521,2,27.77,0
465,14,157.4,0
523,2,17.83,0
523,1,11.96,1
91,4,24.89,0
523,3,15.37,0
523,2,6.92,0
488,7,41.22,0
523,1,2.52,1
4,2,31.71,0
523,1,1.63,1
523,2,21.57,0
523,1,18.52,1
523,1,9.16,1
323,3,52.36,0
523,2,31.23,0
174,10,53.54,0
387,5,87.13,0
523,1,3.74,1
433,2,42.46,0
523,1,10.24,1
523,2,32.67,0
523,1,17.32,1
523,5,21.82,0
523,6,23.73,0
523,2,23.55,0
519,6,36.87,0
523,4,16.14,0
523,5,45.42,0
523,1,3.56,1
523,1,16.67,1
37,13,312.42,0
523,3,34.9,0
523,1,13.63,1
523,4,12.24,0
523,45,150.52,0
523,1,9.98,1
523,1,4.49,1
523,1,10.11,1
219,14,73.98,0
523,1,9.98,1
89,17,117.75,0
523,2,21.23,0
523,1,2.52,1
523,3,11.46,0
514,2,11.08,0
523,2,17.46,0
523,1,8.74,1
523,1,11.19,1
523,1,14.3,1
449,9,91.33,0
523,8,38.47,0
523,6,25.39,0
523,3,7.76,0
140,7,252.54,0
523,1,5.2,1
489,2,64.68,0
523,1,5.74,1
523,2,24.31,0
523,3,24.29,0
91,17,178.66,0
478,2,30.57,0
523,1,4.99,1
489,2,32.14,0
509,13,71.91,0
522,1,6.35,1
522,1,10.69,1
522,1,82.6,1
522,1,11.73,1
139,6,68.68,0
522,3,48.51,0
522,2,24.94,0
522,1,3.47,1
522,4,51.61,0
522,3,8.52,0
522,1,34.48,1
522,1,4.1,1
452,10,108.22,0
520,2,42.1,0
522,2,16.51,0
522,2,21.43,0
522,2,18.14,0
522,1,21.66,1
515,1,34.99,1
522,2,4.98,0
522,1,36.8,1
522,1,10.39,1
522,1,1.56,1
522,2,12.49,0
522,3,38.84,0
493,2,39.98,0
522,1,16.67,1
522,1,8.94,1
52,12,191.44,0
476,4,19.64,0
222,2,26.77,0
522,3,27.41,0
522,1,9.33,1
522,1,10.4,1
522,3,22.39,0
522,2,12.07,0
522,1,22.52,1
183,5,65.74,0
522,1,13.88,1
522,1,63.75,1
492,5,24.0,0
522,1,3.68,1
522,1,27.88,1
521,4,18.15,0
522,1,4.07,1
522,1,3.74,1
514,2,23.46,0
522,3,33.46,0
287,6,75.49,0
522,1,8.23,1
522,1,24.98,1
457,2,84.92,0
522,1,39.07,1
522,1,6.39,1
522,1,21.63,1
522,2,30.47,0
452,5,34.43,0
522,8,54.53,0
522,1,10.39,1
522,3,3.97,0
522,1,82.6,1
522,2,9.37,0
520,11,36.61,0
522,1,9.98,1
522,1,2.49,1
522,1,3.92,1
522,1,24.98,1
522,1,3.69,1
457,8,51.75,0
522,2,11.22,0
522,2,18.93,0
522,4,9.8,0
522,1,9.84,1
522,1,5.24,1
522,3,12.28,0
522,1,8.2,1
522,1,1.29,1
522,3,22.27,0
126,12,121.99,0
375,4,43.76,0
522,3,19.85,0
521,1,25.66,1
521,1,1.25,1
521,1,7.3,1
521,2,19.69,0
519,2,47.87,0
521,1,4.12,1
521,1,4.82,1
521,3,13.5,0
422,17,92.83,0
521,1,14.26,1
521,1,9.78,1
521,2,7.0,0
521,1,12.05,1
521,2,14.09,0
384,13,129.68,0
521,1,7.09,1
521,1,4.1,1
521,1,3.65,1
374,2,35.15,0
317,2,37.61,0
503,6,75.25,0
521,1,2.15,1
521,1,10.69,1
521,2,17.8,0
521,1,6.22,1
478,6,73.93,0
521,1,17.11,1
517,2,33.7,0
521,2,4.17,0
521,1,4.07,1
521,1,2.16,1
521,1,7.49,1
56,11,98.69,0
521,1,12.39,1
63,8,129.06,0
520,1,14.16,1
521,1,12.49,1
521,1,3.49,1
520,1,8.81,1
480,11,110.67,0
521,1,13.19,1
367,2,30.78,0
489,2,35.62,0
83,3,26.49,0
520,1,17.54,1
521,4,17.93,0
518,2,43.38,0
265,1,10.08,1
521,1,3.11,1
521,2,15.87,0
477,2,11.26,0
521,4,32.51,0
521,1,13.63,1
521,1,5.01,1
521,1,10.13,1
32,5,48.56,0
521,1,9.99,1
521,1,2.75,1
521,1,3.15,1
380,2,24.6,0
521,1,40.32,1
521,1,20.53,1
521,2,23.65,0
98,5,57.78,0
512,3,24.61,0
521,1,13.72,1
2,31,212.17,0
521,4,51.91,0
521,2,23.67,0
521,1,5.2,1
162,2,71.04,0
521,2,13.69,0
501,1,21.59,1
521,1,5.67,1
521,5,19.65,0
140,4,18.9,0
521,11,20.03,0
520,5,30.11,0
521,1,5.99,1
172,24,211.91,0
521,1,8.22,1
341,8,82.74,0
521,1,2.44,1
521,1,4.12,1
521,1,17.11,1
381,5,15.23,0
250,3,42.95,0
519,1,6.61,1
37,3,27.2,0
520,1,88.6,1
520,2,6.06,0
519,1,11.17,1
280,41,171.3,0
520,1,21.08,1
520,2,2.73,0
520,1,12.3,1
445,8,63.58,0
520,1,14.87,1
520,4,21.17,0
520,2,26.6,0
520,1,39.97,1
520,8,40.19,0
520,1,1.73,1
520,1,16.67,1
520,5,43.18,0
520,1,19.23,1
520,1,16.44,1
520,1,3.71,1
194,11,181.21,0
29,3,31.43,0
520,4,18.47,0
520,5,25.54,0
520,3,24.0,0
520,1,12.98,1
520,3,13.58,0
37,9,74.24,0
426,4,33.56,0
520,1,32.78,1
277,3,15.6,0
503,2,115.94,0
520,2,12.74,0
520,5,18.36,0
2,22,168.91,0
520,2,21.06,0
520,2,2.0,0
520,1,8.2,1
520,2,12.7,0
520,2,7.56,0
191,7,62.01,0
214,5,33.75,0
520,1,8.98,1
520,3,9.04,0
520,2,20.24,0
520,1,21.9,1
385,6,44.44,0
520,1,19.95,1
520,4,20.31,0
99,3,25.86,0
187,7,43.5,0
520,2,25.63,0
520,1,3.24,1
520,1,4.42,1
520,1,11.85,1
509,4,126.71,0
520,2,21.63,0
520,3,38.39,0
520,4,27.54,0
520,1,39.07,1
220,6,77.94,0
5,24,83.28,0
520,9,23.44,0
520,1,5.57,1
520,1,10.32,1
520,2,17.53,0
520,6,34.69,0
520,1,20.53,1
110,62,756.19,0
520,1,10.87,1
476,2,12.4,0
520,1,3.69,1
520,1,39.07,1
477,2,22.54,0
519,5,24.44,0
520,3,21.19,0
520,1,1.1,1
520,2,14.96,0
520,1,7.47,1
520,1,3.24,1
520,3,14.04,0
503,1,55.98,1
520,2,7.39,0
520,3,9.92,0
520,2,18.09,0
520,3,16.53,0
519,2,38.44,0
520,1,14.99,1
520,2,4.77,0
520,3,9.7,0
520,1,6.98,1
520,2,7.48,0
514,2,80.64,0
520,1,4.19,1
520,1,3.44,1
76,4,39.52,0
518,11,37.56,0
520,1,6.09,1
520,4,18.71,0
507,3,47.55,0
520,1,7.48,1
520,2,9.57,0
520,3,27.68,0
515,1,68.9,1
519,3,11.41,0
519,2,7.76,0
519,1,14.93,1
403,7,40.39,0
325,3,46.48,0
519,1,2.84,1
519,5,13.5,0
519,1,7.72,1
38,42,463.54,0
334,3,45.32,0
471,4,29.24,0
519,1,22.47,1
519,2,5.57,0
519,1,19.17,1
122,6,17.11,0
519,1,116.63,1
519,2,13.02,0
519,1,25.85,1
519,1,5.72,1
233,3,16.91,0
519,1,16.5,1
125,4,50.58,0
519,4,75.92,0
519,2,6.05,0
466,1,27.48,1
519,2,6.81,0
519,4,56.09,0
519,1,2.86,1
519,1,40.32,1
519,5,14.42,0
519,1,8.18,1
519,1,13.74,1
519,1,7.69,1
517,4,37.56,0
519,8,27.62,0
519,2,16.48,0
519,3,18.07,0
105,44,270.26,0
518,1,27.61,1
519,1,24.87,1
386,2,4.91,0
519,3,30.37,0
360,5,36.48,0
131,10,80.26,0
518,5,68.86,0
43,28,543.58,0
518,1,14.51,1
518,1,9.58,1
518,3,8.82,0
518,1,9.9,1
228,4,56.08,0
518,1,13.88,1
518,1,1.35,1
518,1,23.12,1
518,6,19.05,0
518,2,9.67,0
518,1,6.25,1
518,1,3.66,1
518,1,25.28,1
518,1,29.26,1
518,3,17.2,0
101,2,34.72,0
162,3,131.87,0
518,1,41.32,1
517,1,12.84,1
518,2,30.53,0
518,1,83.1,1
518,1,8.66,1
518,2,29.2,0
518,2,80.64,0
517,4,17.65,0
517,1,21.08,1
517,1,25.6,1
517,1,4.63,1
517,1,5.19,1
517,1,4.47,1
237,2,119.46,0
198,5,43.56,0
309,2,32.31,0
517,1,29.6,1
229,5,42.86,0
517,1,4.9,1
517,2,12.95,0
248,2,21.84,0
491,6,51.64,0
517,1,4.52,1
182,5,63.25,0
517,1,49.5,1
517,1,16.71,1
517,1,3.6,1
517,1,3.47,1
517,1,21.65,1
517,4,25.7,0
517,1,24.23,1
517,2,22.83,0
111,4,91.5,0
517,2,23.08,0
214,5,24.95,0
517,8,59.66,0
517,1,13.32,1
517,1,51.99,1
517,2,9.93,0
506,3,43.87,0
392,15,117.09,0
517,1,6.16,1
517,4,37.46,0
514,1,25.28,1
517,2,27.77,0
517,2,9.77,0
517,1,21.99,1
517,2,19.96,0
517,1,9.98,1
517,1,7.79,1
516,1,42.28,1
517,2,17.61,0
516,2,8.2,0
516,1,18.32,1
516,2,22.13,0
516,1,13.95,1
335,11,70.8,0
516,3,82.6,0
501,2,48.31,0
516,7,38.47,0
516,1,1.14,1
516,1,7.8,1
516,1,9.12,1
516,5,35.5,0
28,2,10.45,0
186,13,53.9,0
278,7,90.39,0
516,1,3.91,1
516,1,16.8,1
516,1,40.32,1
449,4,191.41,0
103,21,309.99,0
516,1,10.38,1
516,1,40.32,1
400,2,28.7,0
500,1,146.88,1
516,1,20.7,1
516,1,10.97,1
512,2,20.19,0
516,1,11.75,1
516,7,51.09,0
516,1,5.78,1
516,1,7.67,1
516,1,6.07,1
515,1,67.77,1
516,4,24.9,0
516,1,57.5,1
402,2,21.88,0
194,8,134.81,0
516,1,33.09,1
482,3,21.48,0
516,2,13.34,0
454,2,9.63,0
515,1,13.75,1
515,1,173.5,1
515,1,23.07,1
515,1,17.11,1
515,2,12.09,0
55,13,149.22,0
514,1,27.67,1
515,1,8.96,1
515,2,19.81,0
507,2,38.45,0
418,31,188.66,0
303,2,34.04,0
515,1,7.72,1
515,1,4.99,1
515,2,25.9,0
515,3,21.45,0
515,1,9.55,1
515,2,3.0,0
513,1,116.63,1
515,1,5.99,1
21,5,44.98,0
48,2,52.89,0
184,5,89.44,0
514,1,59.35,1
514,1,18.74,1
363,27,202.84,0
514,3,150.1,0
284,27,283.0,0
425,4,43.1,0
514,1,11.22,1
514,1,2.84,1
514,2,2.66,0
514,1,12.15,1
514,1,26.47,1
514,2,30.52,0
514,3,24.57,0
514,2,37.43,0
514,1,17.1,1
514,1,9.97,1
514,1,2.28,1
514,1,20.7,1
395,2,47.26,0
514,2,20.78,0
514,2,35.21,0
56,7,92.06,0
514,6,98.33,0
514,2,27.12,0
514,1,16.65,1
514,1,23.97,1
514,1,21.99,1
514,1,11.97,1
514,1,41.32,1
514,1,11.99,1
479,4,19.34,0
514,2,70.04,0
514,3,20.17,0
514,1,14.84,1
514,5,17.17,0
514,5,19.11,0
513,1,9.9,1
513,1,29.4,1
513,1,61.87,1
513,1,9.15,1
513,1,25.28,1
513,2,12.78,0
513,2,23.9,0
513,1,13.2,1
513,1,17.04,1
513,1,6.94,1
513,2,11.8,0
513,1,4.74,1
513,2,7.91,0
265,8,75.61,0
513,1,6.66,1
513,5,43.85,0
513,1,6.16,1
59,8,99.86,0
513,3,10.4,0
513,1,42.28,1
513,1,21.99,1
513,2,87.59,0
363,2,40.29,0
513,1,8.53,1
513,4,14.91,0
513,1,1.1,1
513,1,59.17,1
509,14,133.97,0
513,10,115.86,0
513,1,17.32,1
513,1,7.47,1
513,3,20.43,0
513,1,176.88,1
513,1,7.56,1
512,7,129.91,0
512,1,10.8,1
467,3,26.47,0
512,1,5.68,1
94,6,57.83,0
512,1,5.91,1
512,1,2.51,1
168,2,33.43,0
512,1,33.47,1
512,1,17.4,1
512,2,63.0,0
512,1,29.81,1
512,6,24.61,0
346,23,201.78,0
512,1,9.43,1
512,2,15.04,0
512,2,23.54,0
512,1,14.99,1
512,1,5.42,1
512,1,11.17,1
512,2,15.81,0
512,1,13.51,1
512,12,30.9,0
512,1,26.65,1
512,2,20.97,0
512,2,13.09,0
512,1,35.33,1
336,3,34.82,0
512,2,5.1,0
511,2,36.68,0
512,2,37.6,0
512,2,31.54,0
216,1,7.29,1
512,4,23.05,0
512,1,3.97,1
512,1,10.97,1
511,2,28.84,0
511,2,19.6,0
495,10,218.53,0
511,5,9.39,0
429,2,36.57,0
374,10,105.93,0
511,2,34.03,0
499,5,41.16,0
511,1,8.29,1
511,1,17.11,1
511,2,63.43,0
511,1,10.83,1
511,1,20.7,1
477,2,199.34,0
511,4,16.54,0
511,1,59.35,1
495,2,26.19,0
492,4,15.64,0
507,4,17.46,0
511,3,19.13,0
511,1,2.85,1
20,40,542.35,0
511,1,20.7,1
511,3,56.29,0
511,1,43.57,1
511,1,4.41,1
511,2,20.16,0
511,2,16.69,0
511,1,17.31,1
511,1,9.55,1
511,1,23.12,1
510,1,182.66,1
511,4,10.3,0
298,4,90.07,0
511,1,21.99,1
502,3,43.84,0
99,1,14.34,1
511,1,30.78,1
261,10,112.14,0
511,1,26.65,1
408,16,89.6,0
450,3,19.85,0
511,1,29.81,1
510,1,27.42,1
510,5,35.93,0
510,1,5.49,1
510,1,17.79,1
510,3,49.52,0
332,8,95.41,0
510,1,12.68,1
219,11,120.44,0
351,3,20.2,0
510,1,27.35,1
510,2,20.28,0
155,5,40.37,0
510,1,28.31,1
510,1,20.25,1
510,1,23.12,1
281,3,28.35,0
510,1,10.97,1
509,2,9.8,0
509,2,37.52,0
38,79,944.4,0
510,1,5.49,1
509,5,28.09,0
510,1,3.21,1
510,1,28.8,1
510,1,33.99,1
510,1,10.39,1
336,1,24.99,1
193,6,22.13,0
510,3,14.68,0
510,1,21.99,1
365,4,62.62,0
510,1,18.2,1
384,1,1.09,1
510,1,80.25,1
510,3,103.19,0
207,4,47.14,0
510,1,12.84,1
510,2,21.61,0
166,5,41.68,0
361,3,53.26,0
281,20,217.81,0
510,2,9.28,0
509,2,63.01,0
510,1,33.32,1
509,1,8.29,1
484,7,71.56,0
509,2,7.86,0
509,1,22.43,1
509,1,1.78,1
509,2,17.86,0
509,2,11.12,0
509,4,9.05,0
509,1,26.65,1
509,1,10.4,1
502,4,88.55,0
509,1,16.65,1
502,6,106.98,0
509,1,19.97,1
509,10,29.68,0
509,2,34.02,0
183,6,54.61,0
509,3,23.92,0
509,2,25.77,0
509,1,2.85,1
509,1,14.99,1
509,1,9.33,1
486,3,34.91,0
509,1,55.99,1
509,1,3.72,1
509,3,37.95,0
509,1,54.92,1
509,3,24.92,0
509,1,7.91,1
509,1,9.05,1
509,2,26.98,0
509,2,17.06,0
509,1,23.86,1
509,2,54.84,0
509,1,6.74,1
509,1,6.27,1
81,3,43.96,0
291,15,113.52,0
508,1,11.8,1
508,1,8.02,1
139,3,10.4,0
508,1,21.08,1
508,2,20.17,0
24,6,46.73,0
508,2,11.11,0
508,6,26.58,0
508,1,47.95,1
508,1,9.58,1
508,1,9.88,1
508,1,11.97,1
340,5,21.86,0
508,1,5.18,1
156,2,18.99,0
508,1,10.14,1
171,5,41.85,0
508,1,13.61,1
508,1,47.95,1
440,2,75.59,0
508,1,15.51,1
508,1,101.83,1
508,1,12.53,1
508,1,18.38,1
508,3,11.52,0
470,3,62.63,0
508,1,31.79,1
508,1,5.5,1
508,1,10.39,1
508,7,31.07,0
508,1,3.21,1
508,2,11.15,0
508,1,24.85,1
508,2,18.71,0
508,2,15.39,0
506,1,5.29,1
508,1,15.24,1
507,2,6.09,0
476,6,66.83,0
507,2,44.8,0
507,2,15.52,0
507,1,16.65,1
463,3,13.51,0
507,1,3.19,1
507,1,18.31,1
507,1,27.61,1
507,2,29.64,0
507,2,9.18,0
507,2,5.83,0
287,6,115.99,0
507,2,37.59,0
507,1,13.32,1
507,1,5.8,1
507,1,4.96,1
506,2,19.01,0
60,1,8.69,1
507,1,24.43,1
507,4,26.83,0
507,2,72.76,0
507,1,4.31,1
507,1,8.29,1
507,1,6.07,1
468,19,50.79,0
507,2,92.57,0
507,1,4.28,1
507,5,42.96,0
227,2,16.14,0
507,1,6.75,1
507,1,2.53,1
459,2,22.51,0
507,1,3.61,1
494,9,56.34,0
290,6,56.71,0
507,4,17.08,0
507,1,47.95,1
507,1,16.65,1
507,1,5.49,1
470,2,18.32,0
507,2,27.29,0
507,1,29.81,1
507,4,45.41,0
373,3,48.86,0
315,8,81.69,0
506,2,21.87,0
506,1,36.45,1
506,1,34.99,1
506,2,24.31,0
462,4,23.05,0
284,4,53.18,0
506,2,29.7,0
506,1,1.79,1
506,1,6.87,1
506,1,6.07,1
506,1,55.99,1
506,1,10.39,1
506,2,13.6,0
492,1,13.61,1
503,2,20.08,0
506,10,56.0,0
506,1,61.87,1
506,2,16.27,0
506,1,6.74,1
273,5,48.53,0
506,5,34.07,0
506,3,23.66,0
505,1,10.75,1
506,1,11.03,1
506,2,21.94,0
506,1,13.51,1
506,1,23.31,1
506,2,14.37,0
506,1,2.82,1
506,2,59.78,0
506,2,27.88,0
506,1,31.79,1
506,1,23.32,1
506,1,17.22,1
506,1,10.81,1
506,2,12.99,0
484,17,77.13,0
506,1,22.34,1
504,5,22.14,0
505,4,8.53,0
505,1,12.15,1
505,5,48.12,0
126,2,13.12,0
505,1,12.59,1
505,1,31.69,1
505,1,7.39,1
505,3,30.78,0
324,7,59.33,0
505,1,6.25,1
503,1,20.66,1
505,1,2.59,1
505,1,46.08,1
505,5,38.17,0
503,1,82.6,1
502,2,27.22,0
505,1,16.65,1
505,1,7.33,1
505,1,7.1,1
354,7,150.51,0
505,1,21.27,1
505,1,7.88,1
505,3,20.67,0
505,1,19.58,1
505,1,12.55,1
505,1,12.28,1
505,1,5.99,1
505,2,108.78,0
126,12,62.93,0
505,2,36.86,0
