recency,frequency,monetary,clusters
1426,2,12.02,0
1468,1,7.82,1
1221,1,37.37,1
1184,4,148.55,0
1078,1,19.72,1
1468,1,29.14,1
1452,10,20.98,0
1246,2,3.96,0
1468,1,14.53,1
1168,2,24.89,0
1440,5,54.01,0
1468,9,18.84,0
537,3,57.55,0
1468,2,13.5,0
1445,1,19.06,1
1468,3,21.6,0
1468,1,24.62,1
1387,4,96.01,0
1468,1,67.92,1
915,1,22.3,1
1468,1,8.74,1
1319,5,53.57,0
522,2,16.72,0
1460,1,13.91,1
1466,1,14.53,1
1391,2,12.48,0
1150,1,11.72,1
1101,1,38.53,1
380,2,27.46,0
1466,2,17.95,0
705,2,24.65,0
1467,2,7.03,0
353,2,12.66,0
1468,1,13.17,1
1260,34,91.77,0
1434,6,42.35,0
1468,1,23.75,1
1168,4,35.84,0
1074,4,17.77,0
1440,1,7.73,1
1190,1,16.77,1
1467,1,4.83,1
940,3,38.33,0
336,2,33.12,0
1105,2,10.85,0
261,2,36.83,0
652,4,76.8,0
1468,1,15.37,1
1468,1,14.53,1
1464,2,8.77,0
1131,3,75.63,0
963,1,10.25,1
704,3,10.26,0
1296,2,70.41,0
1458,2,36.65,0
1389,4,36.48,0
1463,14,106.08,0
1468,1,31.49,1
1468,1,22.49,1
1420,4,19.77,0
1468,1,5.18,1
1468,1,14.53,1
294,2,15.84,0
1468,2,7.33,0
1468,3,38.17,0
1058,12,38.23,0
500,1,13.51,1
1369,7,133.12,0
265,18,70.48,0
1467,1,14.53,1
517,3,23.81,0
1445,1,19.06,1
1468,1,3.7,1
566,11,86.3,0
125,1,9.46,1
536,22,131.8,0
1207,11,61.85,0
1013,10,115.39,0
1456,4,61.22,0
1468,6,43.97,0
1466,5,34.05,0
1116,8,116.19,0
1468,1,14.68,1
1075,15,86.82,0
1372,13,61.27,0
587,5,89.48,0
1466,4,53.19,0
1467,1,24.66,1
100,4,47.03,0
281,1,15.33,1
1468,1,19.15,1
1467,1,17.6,1
1467,1,9.62,1
925,9,162.61,0
1131,1,9.73,1
944,2,35.87,0
1467,1,8.62,1
1449,1,13.33,1
1467,1,13.91,1
1313,4,53.18,0
1451,2,19.5,0
382,2,37.07,0
1065,6,84.11,0
1467,1,13.91,1
692,24,152.55,0
1467,2,10.7,0
617,3,18.33,0
1464,9,100.6,0
1409,2,39.61,0
1465,1,11.03,1
1467,4,29.91,0
1190,5,85.7,0
1466,1,27.27,1
1383,6,40.27,0
1467,1,31.01,1
1467,1,28.62,1
733,7,56.86,0
871,10,48.81,0
1467,1,19.21,1
1467,1,20.83,1
1467,3,11.73,0
726,1,4.92,1
1377,5,44.58,0
1467,6,27.36,0
1430,2,20.08,0
1439,3,43.56,0
1467,1,35.19,1
1467,1,2.74,1
1467,1,16.77,1
1467,1,9.18,1
1082,11,60.12,0
1467,1,14.83,1
1467,1,8.78,1
1039,3,30.29,0
1464,5,15.76,0
1467,4,33.01,0
1467,2,15.38,0
1467,1,12.1,1
1391,3,22.02,0
1467,4,17.23,0
1467,2,30.78,0
1453,2,16.06,0
1467,1,8.31,1
1330,8,136.26,0
1452,5,11.53,0
1466,1,4.4,1
1467,2,7.7,0
1099,6,76.06,0
1142,4,39.94,0
1426,1,22.39,1
751,20,200.45,0
552,8,71.95,0
969,2,34.17,0
1350,1,13.11,1
175,9,97.39,0
1466,2,14.93,0
1466,1,24.51,1
87,136,697.43,0
1199,15,118.02,0
1466,1,16.24,1
1466,3,30.8,0
649,7,144.86,0
1466,6,48.57,0
1466,1,7.88,1
37,8,81.7,0
1466,6,38.86,0
807,20,109.41,0
881,3,22.73,0
1466,1,24.66,1
1402,239,611.69,0
1060,11,78.66,0
1466,7,106.55,0
267,6,47.12,0
1466,2,10.18,0
542,7,76.08,0
1466,1,7.0,1
1466,1,37.33,1
1164,3,17.14,0
1420,3,26.57,0
1381,4,99.4,0
1466,1,3.7,1
1466,1,12.38,1
1337,6,58.39,0
1466,1,12.04,1
938,7,37.03,0
1466,3,32.8,0
1466,1,9.27,1
251,5,22.88,0
1466,1,20.75,1
1466,2,17.07,0
1466,1,19.99,1
1291,11,58.4,0
757,4,77.7,0
1466,5,21.17,0
1466,1,33.33,1
1466,1,22.17,1
1433,2,7.92,0
1466,1,33.67,1
2,7,24.43,0
1255,2,33.66,0
1466,1,7.13,1
342,1,12.37,1
494,6,29.04,0
906,10,148.77,0
133,5,115.1,0
1466,1,17.75,1
715,2,61.73,0
406,7,12.6,0
1454,3,13.82,0
1464,7,38.48,0
860,5,8.53,0
1466,2,11.3,0
1466,2,12.47,0
1466,4,36.78,0
851,3,17.16,0
1466,1,11.74,1
230,12,153.92,0
1466,1,17.79,1
1466,3,19.26,0
1466,1,8.98,1
1466,1,7.56,1
1466,1,4.84,1
800,17,100.92,0
1125,2,28.27,0
1465,4,22.24,0
38,7,22.87,0
1465,1,88.33,1
807,17,82.72,0
1465,2,8.45,0
1456,1,24.74,1
1261,20,137.32,0
1465,1,14.81,1
1465,1,9.22,1
1462,2,10.87,0
1465,1,14.99,1
1464,3,10.09,0
760,8,102.64,0
1465,2,7.79,0
1465,2,16.87,0
1465,2,13.24,0
1465,3,14.67,0
1465,4,50.46,0
1465,1,23.74,1
1465,5,25.31,0
1326,4,22.24,0
1393,13,77.78,0
1377,14,88.87,0
1465,3,27.42,0
142,2,41.36,0
143,26,168.58,0
1372,4,27.61,0
1388,2,50.08,0
1276,1,8.98,1
1465,1,20.51,1
1465,2,4.99,0
1465,4,35.65,0
1465,1,6.68,1
1465,1,20.83,1
1259,20,379.7,0
321,2,32.3,0
1465,2,33.04,0
1465,1,37.33,1
1465,2,14.06,0
1465,1,25.61,1
839,6,36.49,0
1465,1,7.68,1
1465,2,23.37,0
1114,12,48.94,0
1465,4,16.81,0
768,2,25.78,0
1172,1,17.1,1
1465,1,17.6,1
1465,1,10.1,1
1465,2,22.97,0
991,11,119.86,0
1465,1,11.98,1
836,5,146.76,0
1464,2,30.72,0
1464,1,4.62,1
1464,1,14.1,1
1464,4,39.37,0
1327,3,15.51,0
1464,1,14.27,1
1464,1,9.74,1
1464,1,17.6,1
1464,1,15.46,1
1464,1,14.33,1
652,1,26.11,1
1430,10,143.6,0
1459,4,33.79,0
1281,9,51.21,0
1395,2,9.13,0
1452,1,6.38,1
1464,4,21.54,0
1369,5,42.13,0
1464,2,7.5,0
1464,1,0.78,1
1017,4,34.74,0
1464,1,8.03,1
1464,1,26.71,1
1451,1,31.2,1
1243,9,43.49,0
365,6,63.24,0
258,59,608.12,0
10,14,230.71,0
1464,16,83.36,0
994,2,13.12,0
955,3,123.34,0
366,3,31.34,0
1443,17,80.46,0
1464,1,13.87,1
99,3,31.07,0
1464,3,35.76,0
1464,2,30.4,0
1464,1,31.49,1
1464,1,2.74,1
1464,1,19.39,1
1464,3,60.73,0
1464,2,28.67,0
1398,9,94.42,0
10,38,623.54,0
1197,15,113.99,0
570,22,128.52,0
332,4,33.65,0
104,2,81.51,0
703,15,116.69,0
1463,4,41.06,0
1450,2,53.02,0
1463,1,8.99,1
1463,2,41.26,0
1463,2,17.2,0
1393,4,9.9,0
1463,1,22.49,1
1463,4,24.95,0
1463,2,17.8,0
118,7,64.51,0
1463,1,24.67,1
1463,1,16.33,1
1463,5,15.07,0
1463,2,8.99,0
1463,2,5.0,0
1463,2,15.86,0
651,1,13.38,1
24,58,622.84,0
1408,5,39.83,0
1463,1,9.74,1
1387,4,27.38,0
523,5,18.84,0
1463,1,36.3,1
1002,14,95.31,0
1393,4,46.87,0
1463,1,4.83,1
1463,1,32.96,1
1203,1,5.15,1
1391,3,24.88,0
1463,1,37.33,1
1454,3,91.16,0
102,11,142.34,0
518,8,26.57,0
1463,1,6.41,1
1463,1,16.33,1
1436,3,52.73,0
1463,2,10.39,0
1381,2,21.39,0
1463,1,7.49,1
1463,1,15.33,1
1463,1,20.83,1
1463,1,16.33,1
1463,1,25.51,1
1463,1,19.99,1
1217,22,106.56,0
1463,1,10.87,1
1000,9,212.2,0
1035,3,42.92,0
1462,3,24.18,0
1462,1,18.7,1
1462,1,32.96,1
1462,1,3.04,1
1462,2,9.3,0
1462,2,24.14,0
1462,1,38.67,1
1318,5,33.63,0
1462,1,7.71,1
1462,14,100.34,0
1291,3,33.01,0
61,9,129.52,0
1462,2,5.57,0
711,1,13.97,1
909,4,35.04,0
1462,1,35.22,1
164,11,183.11,0
1462,1,19.99,1
1462,1,25.61,1
1462,1,16.63,1
1002,34,372.73,0
1318,11,95.7,0
1388,8,46.01,0
1300,9,61.87,0
1374,4,14.51,0
1462,1,19.95,1
1462,1,8.31,1
542,22,148.82,0
1462,1,96.71,1
903,3,47.49,0
1389,42,92.82,0
1462,1,7.12,1
1462,1,39.53,1
131,19,213.18,0
860,6,32.1,0
1462,2,51.19,0
968,6,47.99,0
1462,2,32.13,0
517,3,31.87,0
1462,1,22.49,1
1462,2,48.7,0
1454,2,35.32,0
1462,3,13.72,0
1462,1,17.37,1
278,11,122.7,0
124,2,39.12,0
1462,1,27.27,1
656,10,69.1,0
1462,3,8.93,0
1040,7,129.94,0
1368,3,11.92,0
1325,12,71.82,0
1462,1,13.35,1
577,4,56.87,0
1354,5,56.8,0
1461,2,13.72,0
1461,10,29.37,0
1461,2,11.26,0
1461,3,43.57,0
1461,4,29.89,0
1461,1,12.45,1
746,17,158.93,0
1461,3,23.76,0
1461,1,14.1,1
1461,1,10.27,1
1452,4,124.12,0
1461,1,20.83,1
1221,15,72.32,0
1461,1,46.82,1
717,16,149.71,0
266,5,26.38,0
1461,4,28.97,0
1461,1,25.03,1
1461,1,16.33,1
1440,3,26.88,0
1461,1,19.21,1
1461,3,24.52,0
1461,3,24.37,0
809,5,54.14,0
664,9,65.63,0
1461,1,3.52,1
1457,1,14.1,1
1440,8,33.96,0
14,12,98.15,0
1461,3,16.39,0
1461,1,7.23,1
1360,2,12.78,0
1317,2,14.28,0
1461,2,22.66,0
1461,1,16.92,1
1461,1,8.41,1
1019,13,47.65,0
1379,6,55.35,0
1461,1,8.66,1
1461,1,12.1,1
8,18,100.61,0
1461,1,6.54,1
1224,2,12.54,0
1170,36,313.88,0
777,14,101.12,0
1461,1,13.25,1
1461,1,8.47,1
1461,1,16.77,1
1460,2,21.56,0
1164,10,78.59,0
812,7,29.59,0
1328,3,24.18,0
1460,1,6.74,1
1460,1,50.0,1
1460,2,26.66,0
1460,1,14.7,1
1460,1,24.44,1
1460,1,12.1,1
1460,1,6.0,1
1460,3,10.96,0
1123,9,71.94,0
1460,1,11.99,1
1460,1,36.66,1
99,27,207.28,0
1460,1,14.99,1
1237,14,141.22,0
1460,1,14.6,1
447,23,187.4,0
1453,3,50.09,0
411,8,58.13,0
1460,3,17.15,0
1460,1,18.29,1
1095,7,34.47,0
550,25,153.8,0
1460,2,18.44,0
1075,4,40.81,0
1455,15,102.66,0
1460,1,14.13,1
152,4,44.4,0
454,4,44.44,0
1460,3,5.33,0
750,2,82.28,0
1460,1,15.37,1
1390,4,26.92,0
1460,1,20.83,1
492,4,14.8,0
1458,4,59.95,0
1460,2,20.31,0
1460,1,14.1,1
1460,1,8.74,1
1460,1,2.16,1
1460,1,8.96,1
1460,1,7.83,1
1459,1,15.33,1
1460,9,57.9,0
1454,4,33.9,0
1459,6,29.01,0
859,2,46.12,0
634,4,38.28,0
1459,1,4.35,1
1459,1,17.9,1
1459,3,56.63,0
754,7,98.12,0
1102,3,31.78,0
120,4,38.13,0
1459,4,38.62,0
1459,4,16.48,0
1411,1,8.41,1
1459,1,12.84,1
616,4,98.35,0
1459,6,65.91,0
1459,1,15.5,1
1459,7,93.87,0
1393,3,24.69,0
1420,4,69.08,0
1459,1,17.48,1
1433,2,62.35,0
1459,3,56.07,0
1459,2,23.66,0
1459,10,68.73,0
1459,1,9.48,1
1441,7,48.61,0
1459,1,16.0,1
1459,5,40.25,0
1459,2,29.97,0
273,8,88.47,0
1459,2,7.69,0
1456,20,93.89,0
1431,1,19.17,1
1459,2,35.49,0
1459,1,20.83,1
1459,2,13.9,0
1393,7,58.95,0
1431,4,28.25,0
1459,1,16.33,1
1369,2,33.13,0
287,4,75.51,0
1459,2,23.62,0
1459,4,46.75,0
899,4,54.03,0
1459,1,18.99,1
1459,2,75.96,0
532,3,24.12,0
1459,5,39.86,0
1151,6,55.64,0
1459,2,23.02,0
1453,4,61.48,0
1459,1,35.27,1
1459,3,23.53,0
707,11,58.68,0
1459,1,19.21,1
821,2,19.12,0
1230,10,82.53,0
1455,3,42.37,0
1459,1,16.33,1
1459,1,33.32,1
1459,1,39.53,1
1435,11,64.5,0
1459,2,19.58,0
350,19,187.68,0
828,14,65.69,0
1056,2,61.23,0
208,27,194.27,0
1458,1,13.06,1
1300,21,289.79,0
1458,5,36.54,0
707,2,17.42,0
1458,2,41.57,0
1458,1,12.84,1
1458,1,16.33,1
1458,1,21.87,1
1458,2,6.2,0
1458,4,24.25,0
97,5,134.38,0
1456,1,25.75,1
978,1,4.22,1
1458,1,26.14,1
1458,2,7.3,0
841,6,47.38,0
1458,1,12.04,1
1458,1,30.65,1
1458,1,12.83,1
1458,1,15.39,1
700,19,223.09,0
1458,1,49.99,1
1458,1,22.7,1
1458,2,30.66,0
1416,4,43.23,0
546,12,93.88,0
1458,1,11.28,1
1458,1,18.48,1
1072,2,47.98,0
1429,7,54.92,0
165,17,173.6,0
1458,1,8.66,1
1458,4,35.78,0
458,1,5.68,1
1458,1,15.33,1
1014,6,76.49,0
1373,6,32.0,0
1458,1,16.33,1
1458,3,34.32,0
1458,1,13.72,1
1458,2,8.39,0
1458,1,14.1,1
124,17,167.7,0
1458,1,15.33,1
1458,1,7.68,1
1220,2,13.18,0
1454,6,41.73,0
1458,3,28.52,0
1458,4,12.01,0
729,2,36.9,0
773,9,68.69,0
1458,1,19.21,1
6,92,1147.47,0
342,6,57.01,0
660,3,31.44,0
1457,11,75.57,0
132,49,235.53,0
1450,8,153.61,0
1457,1,8.66,1
1457,1,7.49,1
1437,5,49.28,0
1457,3,49.97,0
971,16,117.92,0
1214,14,63.19,0
519,3,48.03,0
1457,1,17.09,1
758,2,39.05,0
1017,7,68.0,0
1457,4,28.36,0
1457,4,26.01,0
1457,6,34.65,0
1457,1,5.83,1
1254,4,115.52,0
1447,3,40.25,0
1456,1,6.74,1
724,6,36.38,0
1457,1,23.74,1
1457,3,4.45,0
1457,2,32.33,0
1455,1,39.53,1
254,5,149.09,0
1063,28,135.72,0
950,6,59.07,0
1457,1,6.11,1
1169,3,26.86,0
292,10,80.25,0
1457,1,5.83,1
1457,2,6.66,0
1457,2,15.06,0
1453,10,42.91,0
1242,13,55.21,0
1457,1,19.06,1
1457,2,11.66,0
260,7,50.36,0
70,3,47.72,0
1457,2,24.24,0
1457,2,17.07,0
1457,2,5.4,0
1457,4,33.81,0
1457,1,28.62,1
1123,12,76.86,0
1457,2,35.07,0
1456,1,19.99,1
1393,4,71.47,0
1456,1,17.6,1
1456,2,11.14,0
1456,1,22.47,1
1444,4,78.28,0
622,3,23.53,0
1456,1,7.65,1
1456,2,15.31,0
523,20,69.78,0
908,10,48.58,0
1261,4,40.43,0
1456,1,4.1,1
1252,3,33.28,0
526,1,32.0,1
1081,2,17.81,0
1456,5,34.87,0
1456,2,16.57,0
1456,2,18.17,0
1223,4,85.76,0
1456,1,11.49,1
1456,1,3.5,1
1359,2,21.67,0
695,12,85.39,0
1456,2,14.74,0
370,6,77.72,0
1418,3,37.12,0
1456,1,10.43,1
1456,1,16.66,1
298,37,306.11,0
676,11,213.98,0
1456,1,50.18,1
1456,1,18.89,1
1456,1,0.98,1
1451,1,3.52,1
115,9,68.62,0
34,29,240.83,0
1078,13,57.61,0
1456,1,9.74,1
1456,1,19.06,1
1456,1,15.33,1
1456,2,22.27,0
1456,1,6.93,1
1456,2,61.21,0
535,9,80.22,0
673,4,67.28,0
1456,1,19.5,1
1456,1,13.5,1
1456,2,22.02,0
1456,1,37.54,1
1456,1,16.66,1
1217,11,75.63,0
662,3,60.58,0
1151,5,38.3,0
935,4,66.07,0
1451,1,47.13,1
1455,2,43.61,0
1371,1,30.01,1
674,13,153.61,0
1455,1,19.06,1
1448,3,50.63,0
1455,1,26.44,1
1442,7,73.34,0
1455,1,10.43,1
184,29,246.78,0
1455,1,16.66,1
658,13,47.81,0
1455,5,24.44,0
1455,1,10.87,1
1455,1,18.96,1
1440,3,19.73,0
1455,2,36.06,0
987,2,129.85,0
380,4,58.34,0
1143,1,20.87,1
1455,1,10.55,1
461,9,84.68,0
1455,1,2.73,1
1454,1,14.7,1
1455,1,35.27,1
1455,1,19.93,1
1407,3,42.09,0
1455,1,7.56,1
1455,1,19.15,1
826,3,32.54,0
669,2,30.48,0
1455,2,18.72,0
1427,3,72.39,0
1455,1,31.44,1
1455,1,19.06,1
1455,2,29.81,0
1205,11,34.96,0
1123,7,161.15,0
658,3,57.48,0
1455,1,19.06,1
1455,2,15.15,0
1455,1,4.99,1
1455,1,17.89,1
241,22,131.79,0
877,5,48.91,0
1455,3,27.51,0
1077,11,81.11,0
1331,5,57.99,0
1455,1,6.66,1
1454,1,16.66,1
1346,2,24.52,0
1454,1,11.08,1
1454,1,13.6,1
1023,3,17.33,0
1451,2,29.23,0
1454,4,17.01,0
1454,1,55.38,1
1454,1,18.48,1
1449,1,9.6,1
1440,4,86.34,0
1454,1,43.29,1
489,13,110.91,0
1454,1,16.66,1
1380,3,26.67,0
1454,3,36.22,0
1454,1,5.25,1
472,10,97.2,0
1454,1,3.67,1
1454,9,45.64,0
1454,1,6.23,1
1454,1,18.74,1
83,8,119.78,0
829,3,86.99,0
1454,1,8.58,1
99,18,173.39,0
1454,5,34.51,0
1360,3,42.36,0
597,11,149.87,0
1454,7,65.07,0
1422,19,79.05,0
1454,3,35.73,0
1454,4,22.0,0
700,1,67.29,1
1454,1,19.06,1
1454,8,35.66,0
1454,3,34.92,0
696,9,76.86,0
1440,2,21.99,0
1431,2,36.66,0
1454,1,27.23,1
1453,1,6.79,1
1454,1,19.99,1
1338,2,26.37,0
446,5,50.46,0
1454,1,11.7,1
1451,2,28.8,0
1454,1,8.66,1
1454,1,19.06,1
1433,1,9.74,1
1454,1,28.62,1
345,8,45.85,0
1453,2,7.04,0
639,18,93.2,0
87,39,367.47,0
195,7,98.94,0
1027,3,53.8,0
1453,2,19.5,0
1453,1,14.65,1
1453,1,6.65,1
1453,1,35.27,1
1348,4,43.94,0
1123,14,111.13,0
1442,2,36.6,0
1453,4,34.3,0
881,4,37.21,0
1453,1,46.64,1
1367,3,39.46,0
1087,4,46.19,0
1453,1,14.65,1
1453,1,94.33,1
1453,1,28.62,1
522,3,42.68,0
1418,1,44.0,1
1453,2,12.49,0
1453,1,19.06,1
1453,1,17.17,1
113,21,131.92,0
1453,1,344.07,1
1453,1,23.75,1
1453,1,16.92,1
1453,1,24.96,1
566,5,34.77,0
1405,2,41.45,0
1453,3,22.09,0
1453,1,8.63,1
1372,12,56.6,0
1453,1,4.67,1
1453,1,19.57,1
1453,3,25.01,0
1396,1,2.92,1
368,20,381.05,0
1453,1,8.96,1
1453,2,49.74,0
768,14,91.71,0
1453,3,17.31,0
1453,2,58.59,0
485,10,100.01,0
1453,1,19.06,1
1453,1,8.74,1
1453,3,27.49,0
1453,2,21.55,0
1126,2,27.7,0
1393,11,54.7,0
1453,6,27.89,0
1453,5,44.56,0
1453,1,8.66,1
1453,1,12.98,1
431,13,98.08,0
1453,2,5.94,0
200,5,45.2,0
1427,11,128.11,0
1435,14,98.83,0
1026,2,15.08,0
1452,1,31.49,1
1029,10,72.7,0
1452,1,25.61,1
1452,1,55.38,1
1452,1,9.88,1
1321,2,22.37,0
1452,1,13.17,1
1452,1,2.33,1
1399,6,19.42,0
1049,7,115.16,0
1452,1,3.33,1
917,2,70.19,0
759,14,156.34,0
1452,1,47.32,1
1452,2,32.48,0
1452,1,23.74,1
108,21,210.72,0
1452,6,36.13,0
1452,1,9.99,1
1452,1,19.06,1
1090,6,90.12,0
1274,1,5.69,1
287,7,33.71,0
1452,3,30.66,0
102,13,79.47,0
1452,1,11.49,1
1089,19,83.52,0
1328,11,106.04,0
1385,7,35.9,0
1452,1,19.06,1
920,5,84.76,0
1452,2,27.62,0
1425,6,53.51,0
1308,5,44.17,0
1452,1,19.06,1
1353,2,61.0,0
1406,2,55.83,0
289,7,75.93,0
1452,1,9.74,1
1452,3,117.67,0
1062,10,129.06,0
1433,2,11.23,0
1452,4,33.68,0
1375,5,75.92,0
922,3,73.77,0
1452,1,37.33,1
1452,2,22.83,0
1452,3,21.03,0
1452,2,19.64,0
1437,2,38.12,0
731,7,214.49,0
1452,1,16.92,1
1435,4,25.6,0
1421,2,41.45,0
1452,8,37.38,0
1452,1,6.35,1
752,6,70.79,0
254,5,51.92,0
1452,2,21.07,0
1432,6,75.13,0
483,4,59.62,0
1452,1,20.83,1
1205,3,36.98,0
1120,1,41.92,1
1452,2,10.42,0
1451,6,37.47,0
792,8,96.19,0
1091,7,78.41,0
559,1,30.55,1
1451,1,22.59,1
163,30,238.46,0
1451,1,10.25,1
719,3,31.55,0
1451,1,19.06,1
1449,15,789.96,0
1421,4,51.89,0
1451,1,37.33,1
1451,1,9.98,1
1451,1,9.77,1
1451,1,19.21,1
1451,2,31.32,0
1448,2,23.38,0
1375,2,44.63,0
1451,5,66.37,0
1451,5,71.77,0
1444,7,78.89,0
1451,2,38.98,0
1451,1,18.48,1
1451,1,18.55,1
1451,2,10.52,0
1451,4,19.56,0
1451,1,5.73,1
707,3,19.77,0
1024,3,51.09,0
246,15,82.92,0
1451,2,43.61,0
1451,1,14.7,1
1451,3,13.22,0
1450,1,31.2,1
1451,4,30.12,0
1451,1,161.67,1
617,6,60.44,0
769,5,116.05,0
1451,1,15.43,1
364,15,253.02,0
1451,1,6.35,1
1451,1,65.33,1
1428,4,144.3,0
1451,1,19.06,1
1451,1,15.67,1
1451,2,16.59,0
1309,5,57.39,0
1451,1,16.24,1
1073,7,70.72,0
1451,1,19.21,1
1214,17,87.38,0
1451,8,14.68,0
332,44,279.28,0
1451,5,43.34,0
1391,7,44.85,0
1451,6,38.99,0
1451,2,18.38,0
1451,1,18.74,1
1451,1,16.33,1
1450,5,17.5,0
1451,1,8.66,1
1451,2,21.98,0
704,2,21.96,0
1433,5,62.67,0
1451,1,4.83,1
1451,4,13.35,0
1053,2,61.06,0
1247,3,52.7,0
1451,1,7.73,1
673,13,66.16,0
1450,1,4.83,1
28,22,146.73,0
1450,1,13.7,1
1450,1,8.66,1
1450,1,31.49,1
1449,3,5.45,0
1415,2,33.63,0
1450,4,15.64,0
1450,2,28.33,0
199,34,117.38,0
1362,5,70.6,0
704,7,52.23,0
1450,1,7.91,1
1450,2,25.04,0
397,3,54.15,0
1021,6,47.09,0
1093,4,49.64,0
1450,1,15.67,1
1450,1,19.03,1
489,23,212.81,0
29,17,202.91,0
1421,2,35.29,0
1450,1,13.33,1
1450,1,20.83,1
586,19,147.28,0
1450,4,33.9,0
1449,5,28.19,0
1450,1,5.85,1
1444,2,68.49,0
378,12,142.34,0
917,7,43.45,0
1450,1,19.06,1
1352,4,29.26,0
1450,3,46.84,0
975,11,87.4,0
174,22,155.1,0
1437,18,71.34,0
1137,2,37.33,0
1449,4,26.57,0
1449,1,16.33,1
1449,1,10.27,1
1449,1,58.64,1
639,3,59.12,0
1026,14,140.59,0
1449,1,49.99,1
1449,1,80.12,1
1449,1,4.67,1
849,2,32.4,0
1449,2,31.11,0
1449,4,12.29,0
1449,1,49.99,1
754,1,4.7,1
1449,1,8.03,1
722,16,342.82,0
1417,4,46.19,0
664,16,249.78,0
1449,1,5.53,1
840,3,107.09,0
1449,2,40.07,0
1449,1,19.06,1
696,5,18.01,0
1449,1,11.65,1
1449,4,27.13,0
1431,9,119.74,0
1449,3,36.58,0
198,2,15.93,0
1449,1,30.02,1
1449,2,21.8,0
1235,17,190.12,0
1303,7,55.79,0
1449,1,15.99,1
1449,2,27.8,0
1449,1,12.98,1
1449,1,14.75,1
1449,4,4.02,0
1440,8,76.91,0
1449,2,19.25,0
1368,4,56.64,0
1449,2,20.79,0
1430,3,15.4,0
1449,5,7.97,0
1449,1,4.12,1
1449,2,40.07,0
1449,1,7.88,1
1449,1,25.79,1
1449,7,38.07,0
1449,4,24.92,0
217,18,143.79,0
336,1,5.81,1
1344,1,18.56,1
1448,2,24.21,0
1448,1,9.85,1
1448,1,9.74,1
1448,1,19.93,1
259,3,23.05,0
1447,1,23.67,1
1448,3,12.09,0
1448,5,14.39,0
1448,2,23.82,0
1448,1,9.82,1
1448,1,18.3,1
1448,1,16.33,1
1448,2,29.06,0
1448,1,14.13,1
1434,5,75.84,0
341,2,37.16,0
1448,3,34.55,0
1359,15,121.76,0
1448,1,10.27,1
1444,5,17.69,0
1448,1,15.43,1
1044,13,49.93,0
1349,3,23.4,0
1393,2,59.76,0
728,7,37.49,0
1448,1,18.3,1
1441,2,38.23,0
275,27,1019.28,0
1448,7,71.58,0
1448,2,30.3,0
1448,1,10.14,1
1448,2,16.65,0
1448,4,30.27,0
1448,1,35.58,1
1428,2,24.64,0
1448,2,13.07,0
1191,2,40.15,0
1231,6,33.96,0
773,32,266.93,0
1448,4,28.47,0
1448,2,14.87,0
1448,1,18.3,1
1351,5,67.68,0
379,1,16.66,1
1236,2,25.6,0
1447,1,24.54,1
1345,5,59.26,0
1447,1,66.46,1
1447,1,20.03,1
1305,3,56.48,0
1447,1,15.68,1
1447,2,37.16,0
1219,2,20.64,0
732,18,144.71,0
1240,8,76.46,0
1447,1,29.14,1
1065,10,73.63,0
1069,7,53.27,0
1447,2,53.31,0
1447,1,15.43,1
1447,1,47.27,1
243,9,57.08,0
1367,3,28.62,0
1439,6,43.24,0
1446,36,157.05,0
28,10,76.12,0
1447,2,12.21,0
1440,2,38.12,0
1389,1,4.13,1
1447,1,19.15,1
429,12,116.93,0
1447,2,19.25,0
1447,1,8.6,1
1447,1,36.72,1
745,16,101.4,0
1447,1,14.65,1
996,2,43.24,0
1434,1,31.2,1
347,5,75.42,0
1397,2,40.44,0
1236,3,43.35,0
820,31,249.85,0
1170,4,55.88,0
402,7,39.63,0
582,27,226.31,0
1446,3,13.08,0
1437,2,21.11,0
1427,5,46.1,0
1446,1,20.75,1
1446,1,9.88,1
1446,5,21.12,0
1446,4,47.46,0
1446,1,31.2,1
1446,1,24.94,1
486,3,55.81,0
813,4,37.36,0
1446,4,20.28,0
1446,3,5.96,0
1446,1,8.66,1
1446,1,26.33,1
383,2,36.17,0
1446,1,19.06,1
472,14,85.26,0
1446,1,58.33,1
1446,1,6.0,1
284,3,45.62,0
1446,2,47.96,0
1446,1,19.06,1
268,8,52.22,0
387,7,103.59,0
1446,1,70.79,1
1446,5,28.76,0
1446,1,7.68,1
1443,1,3.74,1
935,4,49.91,0
97,42,382.12,0
1225,7,63.78,0
1442,1,23.75,1
1446,1,25.03,1
1446,2,29.15,0
473,5,54.03,0
218,3,32.14,0
1446,1,19.15,1
1445,7,42.41,0
1399,14,136.03,0
1446,1,19.06,1
1446,1,19.5,1
1445,2,32.79,0
1207,6,24.2,0
1446,5,40.74,0
1446,4,18.38,0
1446,3,22.28,0
1446,1,10.79,1
1419,2,8.49,0
1437,1,7.19,1
1445,2,56.06,0
1445,1,38.31,1
1445,1,18.28,1
1445,1,11.74,1
1445,5,42.4,0
277,9,70.18,0
1445,2,42.77,0
1445,1,9.74,1
1445,3,11.97,0
1166,2,5.97,0
1445,1,12.38,1
652,5,69.85,0
942,4,89.72,0
821,4,26.99,0
547,3,29.19,0
1263,6,84.5,0
1445,1,8.05,1
1445,1,35.27,1
1445,2,29.91,0
1445,3,54.65,0
1445,1,6.23,1
1445,8,30.38,0
143,9,71.6,0
1445,1,12.84,1
