recency,frequency,monetary,variety,clusters,kmeans_cluster
1785,0.033557046,171.31,5,0,0
271,0.187919463,449.41,16,0,1
856,0.154362416,221.78,19,0,1
2151,0.033557046,72.16,5,0,0
582,0.013422818,41.77,2,0,1
1113,0.006711409,14.88,1,1,1
1286,0.416107382,595.97,53,0,3
1283,0.020134228,107.91,3,0,0
164,0.919463087,1446.99,71,0,3
2362,0.033557046,87.75,4,0,0
46,0.248322147,573.34,27,0,3
126,2.2147651,5419.41,169,0,2
1848,0.026845637,46.45,3,0,0
37,0.046979865,133.76,4,0,1
2182,0.013422818,49.51,2,0,0
1302,0.483221476,1132.47,49,0,3
2602,0.013422818,35.34,2,0,0
1284,0.060402684,34.13,8,0,0
62,0.047297297,71.47,7,0,1
2220,0.027027027,34.49,4,0,0
67,0.168918918,333.04,23,0,3
1851,0.027027027,14.95,3,0,0
1043,0.006756756,7.88,1,1,1
2010,0.135135135,552.91,17,0,0
616,0.047297297,151.3,7,0,1
1597,0.108108108,113.29,5,0,0
11,0.364864864,826.26,51,0,3
148,0.317567567,866.45,41,0,3
278,0.121621621,151.92,14,0,1
2768,0.027027027,50.53,4,0,0
102,1.236486486,1735.37,99,0,2
887,0.047297297,145.12,6,0,1
1924,0.006756756,21.63,1,1,0
287,0.202702702,179.82,27,0,1
151,0.702702702,2080.82,92,0,2
2080,0.04054054,71.32,6,0,0
825,0.101351351,145.88,14,0,1
1796,0.108108108,248.17,16,0,0
771,0.027027027,58.08,4,0,1
171,0.006756756,16.66,1,1,1
386,0.02027027,101.42,3,0,1
249,0.114864864,427.3,15,0,1
30,0.087837837,120.0,12,0,1
9,0.168918918,262.96,23,0,1
1312,0.006756756,33.52,1,1,0
988,0.135135135,250.39,17,0,1
1398,0.148648648,162.52,19,0,0
333,0.283783783,959.17,36,0,3
2370,0.074324324,166.54,11,0,0
1459,0.195945945,316.13,22,0,0
2115,0.027027027,83.69,4,0,0
1372,0.081081081,312.49,8,0,0
1247,0.972972972,1824.1,90,0,2
462,0.013513513,7.95,2,0,1
1694,0.027027027,157.49,4,0,0
465,0.074324324,211.81,11,0,1
682,0.027027027,50.46,4,0,1
2617,0.033783783,317.61,4,0,0
2033,0.006756756,141.63,1,1,0
2156,0.006756756,41.66,1,1,0
1383,0.033783783,159.31,3,0,0
2031,0.006756756,29.96,1,1,0
356,0.006756756,32.96,1,1,1
831,0.006756756,57.83,1,1,1
1817,0.013513513,54.93,2,0,0
2567,0.013513513,46.43,2,0,0
273,0.168918918,300.84,25,0,3
75,0.027027027,49.38,3,0,1
2550,0.006756756,74.96,1,1,0
217,2.283783783,3677.23,183,0,2
1165,0.027027027,22.91,1,1,1
1001,0.013513513,39.61,2,0,1
1605,0.006756756,31.47,1,1,0
263,0.074324324,135.25,10,0,1
1137,0.047297297,84.99,6,0,1
1834,0.033783783,34.74,5,0,0
2168,0.027027027,62.42,4,0,0
919,0.067567567,219.57,8,0,1
2167,0.02027027,56.22,3,0,0
117,0.027027027,118.27,4,0,1
2308,0.182432432,209.01,22,0,0
1033,0.04054054,50.75,6,0,1
2505,0.006756756,27.41,1,1,0
269,0.304054054,415.79,43,0,3
739,0.027027027,24.04,4,0,1
1076,0.027027027,20.04,4,0,1
1842,0.04054054,47.36,6,0,0
843,0.121621621,240.6,17,0,1
286,0.101351351,245.7,13,0,1
2640,0.04054054,33.62,6,0,0
2148,0.013513513,90.94,2,0,0
749,0.033783783,80.44,4,0,1
2428,0.02027027,101.22,3,0,0
115,0.277027027,525.99,37,0,3
1568,0.135135135,109.36,8,0,0
2154,0.013513513,66.65,2,0,0
1026,0.304054054,446.21,41,0,3
468,0.04054054,28.86,4,0,1
1537,0.074324324,249.88,9,0,0
900,0.033783783,107.19,5,0,1
1566,0.047297297,31.54,5,0,0
1056,0.02027027,118.08,3,0,1
2397,0.06081081,106.0,9,0,0
1236,0.033783783,24.13,1,1,0
1766,0.033783783,43.59,5,0,0
1587,0.128378378,381.64,16,0,0
205,0.689189189,624.4,81,0,3
2023,0.06081081,89.67,9,0,0
193,0.135135135,282.65,20,0,1
823,0.006756756,9.5,1,1,1
284,0.006756756,24.13,1,1,1
2500,0.074324324,140.2,5,0,0
83,0.074324324,119.6,11,0,1
992,0.25,731.4,35,0,3
816,0.006756756,6.16,1,1,1
520,0.06081081,74.53,9,0,1
649,0.02027027,30.99,2,0,1
517,1.297297297,6318.06,127,0,2
1855,0.439189189,864.79,53,0,3
5,0.054054054,79.64,8,0,1
1150,0.168918918,236.8,18,0,1
881,0.081081081,81.15,12,0,1
2194,0.033783783,54.3,5,0,0
106,0.06081081,270.39,8,0,1
756,0.162162162,611.3,16,0,3
1822,0.027027027,159.04,4,0,0
2696,0.013513513,23.77,2,0,0
378,0.074324324,263.38,9,0,1
928,0.006756756,18.81,1,1,1
1564,0.033783783,19.03,4,0,0
2683,0.04054054,72.4,6,0,0
1431,0.013513513,100.16,2,0,0
1046,0.013513513,15.21,2,0,1
1716,0.033783783,95.56,5,0,0
1531,0.087837837,116.26,13,0,0
1752,0.054054054,35.39,8,0,0
1462,0.013513513,28.26,2,0,0
254,0.02027027,48.28,3,0,1
1134,0.074324324,125.6,10,0,1
1188,0.013513513,26.37,1,1,1
1751,0.094594594,143.11,13,0,0
1465,0.027027027,8.92,4,0,0
26,1.081081081,1165.72,113,0,2
2360,0.067567567,127.78,7,0,0
2420,0.033783783,164.84,5,0,0
150,0.405405405,631.29,50,0,3
138,0.554054054,710.54,69,0,3
2217,0.013513513,158.31,2,0,0
2396,0.013513513,67.13,2,0,0
1366,0.141891891,348.49,19,0,0
1989,0.02027027,90.02,3,0,0
1794,0.04054054,100.54,6,0,0
456,0.054054054,64.65,6,0,1
2452,0.006756756,57.5,1,1,0
1782,0.054054054,61.75,6,0,0
706,0.033783783,87.66,5,0,1
1388,0.013513513,4.68,1,1,0
257,0.02027027,44.66,3,0,1
463,0.517006802,718.57,59,0,3
52,0.034013605,28.82,5,0,1
1310,0.034013605,56.5,5,0,0
2558,0.061224489,143.16,8,0,0
1593,0.006802721,6.66,1,1,0
899,0.102040816,289.01,14,0,1
1741,0.013605442,19.63,2,0,0
2376,0.06802721,166.4,10,0,0
70,0.306122448,891.72,36,0,3
470,0.401360544,466.57,52,0,3
705,0.013605442,38.78,2,0,1
719,0.1292517,264.39,16,0,1
1284,0.149659863,140.15,21,0,1
1605,0.006802721,15.46,1,1,0
1335,0.006802721,69.29,1,1,0
939,0.013605442,28.75,2,0,1
24,0.197278911,237.34,24,0,1
982,0.027210884,68.32,4,0,1
2285,0.027210884,27.03,3,0,0
120,0.19047619,254.77,26,0,3
2149,0.197278911,285.72,28,0,0
641,0.013605442,11.9,2,0,1
2098,0.013605442,44.76,2,0,0
1467,0.183673469,261.7,18,0,0
52,0.020408163,27.59,3,0,1
746,0.306122448,544.41,29,0,3
338,0.020408163,21.91,3,0,1
1056,0.217687074,645.13,30,0,3
82,0.040816326,88.98,6,0,1
2007,0.346938775,850.01,40,0,3
1122,0.074829931,134.65,11,0,1
36,0.204081632,491.24,30,0,3
1902,0.013605442,61.18,2,0,0
922,0.210884353,613.61,27,0,3
2265,0.054421768,46.05,7,0,0
926,0.482993197,1316.42,62,0,3
1367,0.142857142,373.07,18,0,0
745,0.027210884,23.68,3,0,1
553,0.319727891,1236.31,36,0,3
2278,0.027210884,33.95,4,0,0
18,0.258503401,618.7,33,0,3
363,0.020408163,12.93,2,0,1
664,0.061224489,92.77,9,0,1
112,0.034013605,50.56,3,0,1
830,0.020408163,30.1,3,0,1
55,0.204081632,292.43,22,0,1
282,0.034013605,87.34,2,0,1
267,0.401360544,310.53,44,0,3
298,0.095238095,113.73,13,0,1
380,0.469387755,811.38,56,0,3
2124,0.020408163,57.74,3,0,0
1074,0.020408163,141.49,3,0,1
588,0.047619047,80.17,7,0,1
2010,0.013605442,42.74,2,0,0
2,1.557823129,4551.13,100,0,2
1721,0.074829931,67.98,11,0,0
1831,0.034013605,163.48,5,0,0
997,0.040816326,114.52,6,0,1
2156,0.054421768,106.72,6,0,0
1105,0.020408163,31.51,3,0,1
228,0.340136054,613.29,41,0,3
1450,0.006802721,14.27,1,1,0
1028,0.136054421,105.54,20,0,1
916,0.421768707,531.07,43,0,3
762,0.027210884,144.04,4,0,1
2555,0.020408163,33.44,2,0,0
1336,0.19047619,426.98,23,0,3
322,0.959183673,3090.29,95,0,2
315,0.006802721,28.47,1,1,1
40,0.006802721,6.65,1,1,1
469,0.006802721,27.76,1,1,1
1070,0.027210884,117.71,4,0,1
1375,0.326530612,466.57,44,0,3
1815,0.006802721,54.0,1,1,0
2461,0.006802721,23.3,1,1,0
1419,0.027210884,59.35,4,0,0
107,0.414965986,743.14,56,0,3
561,0.108843537,206.57,12,0,1
1486,0.047619047,102.68,7,0,0
2128,0.013605442,15.55,2,0,0
477,0.027210884,31.46,4,0,1
763,0.047619047,104.54,5,0,1
902,0.006802721,8.1,1,1,1
1373,0.013605442,22.63,2,0,0
736,0.19047619,380.17,24,0,3
1439,0.027210884,26.44,4,0,0
2322,0.006802721,69.67,1,1,0
9,0.353741496,475.25,47,0,3
344,0.163265306,338.89,19,0,1
676,0.102040816,191.42,14,0,1
2480,0.006802721,14.92,1,1,0
1130,0.306122448,157.88,22,0,1
286,0.258503401,492.54,29,0,3
2733,0.013605442,46.07,2,0,0
32,0.142857142,735.79,18,0,3
246,0.353741496,867.86,43,0,3
2347,0.020408163,171.32,3,0,0
403,0.238095238,461.46,18,0,3
2551,0.020408163,214.95,3,0,0
335,0.102040816,104.85,13,0,1
784,0.027210884,73.43,4,0,1
2212,0.006802721,72.83,1,1,0
2035,0.142857142,676.99,19,0,3
710,0.040816326,79.98,5,0,1
1076,0.149659863,355.92,21,0,1
1194,0.013605442,36.38,2,0,1
1434,0.115646258,155.55,15,0,0
92,0.034013605,52.28,5,0,1
709,0.176870748,333.48,22,0,1
263,0.095238095,76.02,12,0,1
463,0.027210884,18.32,4,0,1
1953,0.006802721,41.63,1,1,0
1066,0.020408163,37.02,3,0,1
2033,0.081632653,87.43,12,0,0
1241,0.401360544,488.62,43,0,3
828,0.054421768,113.45,8,0,1
3,0.217687074,236.34,28,0,3
2240,0.013605442,66.65,2,0,0
1671,0.176870748,263.33,19,0,0
75,0.040816326,45.91,5,0,1
166,0.047619047,115.31,7,0,1
339,0.020408163,16.77,3,0,1
642,0.102040816,97.55,15,0,1
1935,0.040816326,85.76,6,0,0
7,0.047619047,67.24,5,0,1
2764,0.006802721,53.12,1,1,0
324,0.034013605,54.21,4,0,1
1046,0.081632653,174.81,7,0,1
709,0.047619047,66.49,6,0,1
640,0.006802721,16.66,1,1,1
340,0.095238095,302.43,13,0,1
2185,0.027210884,118.29,4,0,0
299,1.088435374,1666.65,116,0,2
560,0.006802721,17.11,1,1,1
778,0.006802721,20.76,1,1,1
1823,0.040816326,168.5,5,0,0
183,0.115646258,321.86,16,0,1
995,0.047619047,55.68,7,0,1
2166,0.027210884,104.81,4,0,0
94,0.721088435,515.46,74,0,3
2004,0.034013605,131.93,3,0,0
1284,0.088435374,60.83,12,0,0
387,0.054421768,74.4,7,0,1
519,0.1292517,168.49,18,0,1
2772,0.006802721,34.35,1,1,0
1337,0.081632653,152.37,9,0,0
549,0.108843537,192.61,12,0,1
873,0.081632653,154.02,11,0,1
1437,0.136054421,277.92,14,0,0
659,0.04109589,43.94,6,0,1
1601,0.006849315,65.25,1,1,0
460,0.253424657,357.39,29,0,3
1737,0.04109589,114.19,6,0,0
8,0.184931506,424.46,24,0,3
2016,0.006849315,44.76,1,1,0
1790,0.01369863,83.39,2,0,0
2484,0.020547945,32.35,3,0,0
275,0.102739726,227.86,14,0,1
1810,0.01369863,70.38,2,0,0
2413,0.01369863,67.13,2,0,0
19,0.089041095,130.48,9,0,1
853,0.075342465,45.1,10,0,1
2052,0.006849315,24.96,1,1,0
302,0.280821917,972.98,39,0,3
977,0.376712328,703.01,43,0,3
2203,0.006849315,54.16,1,1,0
806,0.01369863,62.35,2,0,1
2221,0.006849315,45.75,1,1,0
2153,0.02739726,179.89,3,0,0
1411,0.150684931,476.71,13,0,0
2243,0.006849315,54.68,1,1,0
399,0.089041095,47.82,12,0,1
443,0.047945205,161.36,6,0,1
702,0.020547945,44.83,3,0,1
1527,0.01369863,4.52,2,0,0
2243,0.08219178,243.52,9,0,0
1432,0.116438356,154.58,7,0,0
2378,0.01369863,44.78,2,0,0
1711,0.047945205,98.96,7,0,0
361,0.191780821,595.51,23,0,3
2284,0.006849315,20.83,1,1,0
1841,0.020547945,194.08,3,0,0
1074,0.5,1214.6,59,0,3
1575,0.01369863,19.72,2,0,0
690,0.020547945,43.11,3,0,1
300,0.54109589,868.36,68,0,3
2379,0.01369863,44.34,2,0,0
200,0.267123287,238.77,31,0,3
102,0.061643835,578.73,9,0,1
1619,0.02739726,68.94,4,0,0
2316,0.02739726,37.45,1,1,0
778,0.05479452,105.48,7,0,1
1027,0.383561643,2136.54,47,0,3
338,0.01369863,45.59,2,0,1
1028,0.123287671,387.96,14,0,1
1111,0.02739726,25.97,4,0,1
2091,0.006849315,18.68,1,1,0
2076,0.006849315,103.29,1,1,0
1084,0.006849315,62.5,1,1,1
1076,0.01369863,20.16,2,0,1
1656,0.01369863,47.02,1,1,0
2321,0.171232876,171.65,20,0,0
2549,0.006849315,13.87,1,1,0
1861,0.01369863,31.55,2,0,0
385,0.630136986,1157.34,75,0,3
624,0.05479452,119.62,8,0,1
2364,0.02739726,188.58,4,0,0
1748,0.075342465,114.69,8,0,0
427,0.02739726,73.68,3,0,1
2066,0.01369863,42.36,1,1,0
899,0.020547945,35.06,3,0,1
1708,0.04109589,76.05,5,0,0
2571,0.01369863,64.51,2,0,0
2,0.109589041,306.19,14,0,1
2678,0.01369863,46.65,2,0,0
2683,0.02739726,80.28,4,0,0
1190,0.01369863,27.24,2,0,1
2043,0.01369863,125.71,2,0,0
2414,0.06849315,191.37,10,0,0
705,0.089041095,181.59,9,0,1
1736,0.020547945,36.68,3,0,0
2541,0.006849315,89.25,1,1,0
1285,0.04109589,101.06,6,0,0
2117,0.075342465,246.68,10,0,0
58,0.534246575,465.29,65,0,3
1393,0.089041095,240.72,12,0,0
279,0.089041095,204.02,12,0,1
2760,0.01369863,61.05,2,0,0
2173,0.06849315,294.3,8,0,0
1021,0.315068493,517.2,43,0,3
62,0.04109589,98.63,5,0,1
3,0.075342465,244.79,10,0,1
1129,0.01369863,22.1,2,0,1
548,0.01369863,111.53,1,1,1
1439,0.034246575,49.69,4,0,0
919,0.09589041,173.43,10,0,1
340,0.047945205,86.29,5,0,1
1796,0.01369863,41.69,2,0,0
1222,0.08219178,127.25,10,0,1
337,0.150684931,473.71,15,0,1
271,0.417808219,569.41,51,0,3
227,0.020547945,30.33,3,0,1
1034,0.05479452,189.35,8,0,1
462,0.08219178,219.57,11,0,1
100,0.417808219,644.83,57,0,3
1202,0.034246575,12.75,4,0,1
115,0.061643835,132.78,9,0,1
354,0.075342465,125.58,11,0,1
659,0.006849315,8.74,1,1,1
2374,0.034246575,51.5,4,0,0
1866,0.075342465,197.42,11,0,0
542,0.034246575,24.73,3,0,1
1497,0.116438356,178.21,13,0,0
1617,0.02739726,38.63,4,0,0
406,0.075342465,159.82,10,0,1
2670,0.020547945,43.91,3,0,0
339,0.698630136,2439.48,78,0,2
2627,0.020547945,164.7,3,0,0
2096,0.150684931,172.78,19,0,0
2740,0.020547945,70.0,3,0,0
439,0.232876712,282.67,30,0,3
1311,0.006849315,30.33,1,1,0
387,0.034246575,54.1,5,0,1
1000,0.006849315,15.62,1,1,1
696,0.356164383,444.21,46,0,3
254,0.150684931,228.04,19,0,1
1507,0.01369863,42.55,2,0,0
359,0.061643835,124.56,8,0,1
1707,0.006849315,60.86,1,1,0
2087,0.136986301,145.27,9,0,0
66,0.089041095,212.56,11,0,1
646,0.006849315,23.18,1,1,1
1812,0.013793103,44.9,2,0,0
207,0.020689655,20.69,3,0,1
2371,0.006896551,11.63,1,1,0
649,0.062068965,102.53,9,0,1
2,0.331034482,647.5,42,0,3
2593,0.013793103,26.13,2,0,0
745,0.137931034,191.94,15,0,1
323,0.020689655,65.28,3,0,1
1699,0.027586206,27.55,4,0,0
2540,0.027586206,89.97,4,0,0
1221,0.04137931,47.81,6,0,1
2575,0.027586206,47.85,4,0,0
1876,0.020689655,50.81,3,0,0
1999,0.013793103,44.92,1,1,0
1963,0.020689655,103.33,3,0,0
823,0.006896551,14.25,1,1,1
925,0.006896551,17.22,1,1,1
2328,0.179310344,378.04,26,0,0
1220,0.020689655,18.35,2,0,0
640,0.068965517,223.09,8,0,1
385,0.096551724,66.05,7,0,1
351,0.006896551,7.89,1,1,1
9,0.124137931,660.9,15,0,3
107,0.275862068,725.07,33,0,3
578,0.006896551,7.79,1,1,1
441,0.08275862,116.06,12,0,1
702,0.04137931,87.41,4,0,1
1162,0.006896551,10.62,1,1,1
2208,0.034482758,42.92,5,0,0
1854,0.013793103,33.24,1,1,0
1438,0.04137931,95.11,6,0,0
2512,0.006896551,49.92,1,1,0
162,0.303448275,278.5,37,0,3
2180,0.027586206,45.22,4,0,0
769,0.068965517,140.26,10,0,1
181,0.068965517,163.28,9,0,1
1574,0.089655172,496.1,11,0,0
541,0.089655172,90.83,11,0,1
1895,0.048275862,100.45,7,0,0
2354,0.013793103,127.71,2,0,0
2435,0.006896551,37.46,1,1,0
254,0.124137931,246.55,17,0,1
2087,0.020689655,85.34,3,0,0
1261,0.110344827,80.38,12,0,1
89,0.034482758,30.05,4,0,1
1801,0.068965517,214.77,8,0,0
80,0.4,537.28,31,0,3
1423,0.462068965,765.8,59,0,3
1356,0.013793103,16.09,2,0,0
1313,0.020689655,74.79,3,0,0
2490,0.027586206,114.65,3,0,0
2195,0.013793103,55.71,2,0,0
1057,0.034482758,16.99,5,0,1
160,0.089655172,263.48,13,0,1
2159,0.075862068,157.51,10,0,0
1537,0.04137931,49.83,6,0,0
281,0.020689655,80.48,3,0,1
1586,0.04137931,130.8,6,0,0
279,0.013793103,75.61,2,0,1
188,0.013793103,32.93,2,0,1
999,0.096551724,166.62,14,0,1
879,0.006896551,6.94,1,1,1
793,0.289655172,548.5,38,0,3
920,0.110344827,123.82,13,0,1
1504,0.027586206,102.52,4,0,0
371,0.489655172,1194.46,60,0,3
252,0.04137931,25.65,6,0,1
1898,0.062068965,165.78,8,0,0
272,0.64137931,1119.33,78,0,3
131,0.04137931,60.93,6,0,1
53,0.075862068,72.28,11,0,1
2276,0.048275862,131.26,6,0,0
66,0.613793103,719.66,71,0,3
1087,0.006896551,27.95,1,1,1
189,0.020689655,27.17,3,0,1
2132,0.006896551,48.71,1,1,0
863,0.027586206,52.12,4,0,1
2503,0.089655172,147.13,10,0,0
1365,0.006896551,24.03,1,1,0
2059,0.068965517,271.25,8,0,0
2121,0.055172413,93.82,7,0,0
1123,0.062068965,121.71,8,0,1
121,0.2,372.31,25,0,3
2351,0.048275862,258.67,7,0,0
1438,0.020689655,83.81,3,0,0
2557,0.048275862,422.55,5,0,0
702,0.275862068,228.24,33,0,3
1252,0.048275862,25.86,6,0,0
2681,0.034482758,83.53,4,0,0
1875,0.08275862,129.45,11,0,0
1142,0.013793103,61.77,2,0,1
1077,0.006896551,25.86,1,1,1
1377,0.006896551,13.53,1,1,0
2153,0.034482758,99.21,5,0,0
874,0.262068965,191.43,30,0,3
356,0.048275862,307.28,5,0,1
813,0.04137931,23.17,4,0,1
1804,0.248275862,738.83,27,0,3
9,0.034482758,25.71,3,0,1
22,0.2,197.51,27,0,3
1498,0.096551724,20.03,6,0,0
404,0.034482758,64.86,4,0,1
15,0.455172413,877.09,58,0,3
542,0.510344827,505.95,52,0,3
1742,0.013793103,44.18,2,0,0
1468,0.04137931,60.27,5,0,0
378,0.034482758,2.4,5,0,1
726,0.393103448,381.09,42,0,3
55,1.531034482,3347.04,102,0,2
1956,0.103448275,247.79,14,0,0
2011,0.027586206,90.29,3,0,0
431,0.027586206,26.27,4,0,1
1175,0.027586206,3.22,3,0,1
1395,0.903448275,1927.34,101,0,2
851,0.075862068,79.21,11,0,1
1286,0.006896551,12.09,1,1,0
19,1.027586206,1883.57,110,0,2
1033,0.020689655,13.74,3,0,1
121,0.103448275,405.23,6,0,1
705,0.137931034,526.17,16,0,1
1227,0.089655172,458.17,12,0,0
364,0.089655172,297.8,13,0,1
499,0.013793103,78.91,2,0,1
850,0.04137931,20.32,6,0,1
1119,0.4,1075.72,49,0,3
34,0.034482758,81.03,5,0,1
1432,0.006896551,36.96,1,1,0
341,0.020689655,45.28,3,0,1
1808,0.027586206,93.54,3,0,0
176,0.165517241,161.41,17,0,1
268,0.013793103,16.3,2,0,1
921,0.144827586,242.63,17,0,1
2354,0.013793103,17.34,2,0,0
268,0.206896551,402.04,24,0,3
749,0.048275862,87.74,7,0,1
1439,0.075862068,171.56,9,0,0
2171,0.08275862,518.26,10,0,0
1075,0.013793103,14.78,1,1,1
514,0.110344827,264.53,16,0,1
864,0.875862068,1743.86,98,0,2
1425,0.268965517,369.03,17,0,0
34,1.027586206,2525.61,90,0,2
1050,0.062068965,107.71,8,0,1
1643,0.220689655,325.0,30,0,3
1308,1.0,1344.14,94,0,3
2443,0.027777777,106.3,4,0,0
1960,0.145833333,145.79,19,0,0
1933,0.131944444,273.06,17,0,0
2753,0.048611111,62.2,6,0,0
117,0.006944444,19.07,1,1,1
332,0.034722222,25.87,5,0,1
2315,0.027777777,42.49,4,0,0
1885,0.020833333,72.05,3,0,0
357,0.006944444,11.13,1,1,1
2153,0.041666666,133.46,5,0,0
1192,0.284722222,441.1,37,0,3
728,0.034722222,16.47,3,0,1
2419,0.020833333,117.02,3,0,0
1371,0.083333333,113.23,11,0,0
1217,0.020833333,8.71,3,0,1
159,0.034722222,26.82,5,0,1
2607,0.027777777,43.84,4,0,0
2194,0.006944444,29.16,1,1,0
13,0.076388888,131.99,11,0,1
1586,0.25,557.67,27,0,3
1581,0.111111111,40.34,13,0,0
938,0.013888888,30.95,2,0,1
2036,0.027777777,83.83,4,0,0
231,0.048611111,114.61,7,0,1
154,0.180555555,198.35,21,0,1
254,0.298611111,713.73,35,0,3
2060,1.069444444,8138.62,68,0,2
993,0.243055555,386.9,25,0,3
2274,0.152777777,249.92,17,0,0
55,0.013888888,40.48,2,0,1
170,0.465277777,765.26,53,0,3
152,0.083333333,60.87,10,0,1
1647,0.006944444,18.88,1,1,0
253,0.006944444,16.54,1,1,1
125,0.027777777,11.54,4,0,1
1075,0.083333333,81.43,11,0,1
2157,0.083333333,110.7,10,0,0
2338,0.048611111,87.11,6,0,0
2077,0.006944444,7.42,1,1,0
1242,0.034722222,97.26,5,0,0
1952,0.125,375.98,16,0,0
1623,1.236111111,3116.88,109,0,2
623,0.118055555,169.31,15,0,1
1429,0.104166666,248.94,15,0,0
2329,0.013888888,14.82,2,0,0
705,0.048611111,80.58,4,0,1
1132,0.076388888,91.34,10,0,1
99,0.006944444,16.01,1,1,1
1805,0.020833333,60.75,3,0,0
644,0.034722222,34.34,5,0,1
164,0.354166666,1188.83,39,0,3
126,0.027777777,31.58,4,0,1
733,0.013888888,100.17,2,0,1
2351,0.041666666,238.99,6,0,0
722,0.006944444,11.97,1,1,1
2318,0.055555555,46.09,7,0,0
490,0.041666666,83.58,5,0,1
360,0.229166666,543.73,30,0,3
1471,0.006944444,35.99,1,1,0
665,0.076388888,109.78,10,0,1
339,0.097222222,299.04,14,0,1
827,0.027777777,31.26,3,0,1
2245,0.097222222,147.1,14,0,0
334,0.111111111,149.97,15,0,1
2152,0.006944444,22.45,1,1,0
1765,0.083333333,79.52,11,0,0
726,0.465277777,836.67,47,0,3
1688,0.381944444,1058.77,49,0,3
288,0.048611111,290.11,7,0,1
2374,0.013888888,106.66,1,1,0
44,0.194444444,188.18,24,0,1
2345,0.013888888,162.71,2,0,0
1206,0.229166666,303.0,30,0,3
332,0.194444444,335.68,21,0,1
2567,0.034722222,31.69,5,0,0
728,0.048611111,47.48,7,0,1
1855,0.048611111,126.86,5,0,0
2328,0.013888888,28.31,2,0,0
2358,0.034722222,87.4,4,0,0
1438,0.020833333,50.01,3,0,0
887,0.013888888,7.71,2,0,1
622,0.111111111,260.62,14,0,1
1804,0.027777777,121.5,4,0,0
1131,0.048611111,67.42,7,0,1
63,0.236111111,581.71,25,0,3
336,0.166666666,367.79,22,0,3
1144,0.055555555,37.18,8,0,1
246,0.006944444,13.98,1,1,1
385,0.368055555,407.12,46,0,3
281,0.291666666,456.14,39,0,3
2474,0.034722222,77.74,4,0,0
2488,0.006944444,99.33,1,1,0
849,0.069444444,50.99,9,0,1
8,0.027777777,42.44,3,0,1
838,0.104166666,187.23,13,0,1
2440,0.013888888,45.08,2,0,0
1449,0.006944444,8.05,1,1,0
2728,0.013888888,36.62,2,0,0
180,0.006993006,9.2,1,1,1
376,0.069930069,214.0,10,0,1
2168,0.062937062,194.96,8,0,0
1079,0.097902097,347.33,14,0,1
2372,0.027972027,73.58,3,0,0
1646,0.062937062,291.26,9,0,0
1513,0.076923076,157.02,11,0,0
768,0.069930069,74.46,10,0,1
1646,0.02097902,36.47,3,0,0
1050,0.02097902,17.12,3,0,1
2063,0.279720279,990.81,36,0,3
2551,0.013986013,53.92,2,0,0
462,0.699300699,1036.96,82,0,3
1598,0.013986013,12.87,2,0,0
2049,0.006993006,33.32,1,1,0
2116,0.034965034,46.13,5,0,0
1332,0.027972027,78.93,4,0,0
401,0.041958041,73.11,4,0,1
85,0.041958041,60.16,5,0,1
1052,0.034965034,58.42,4,0,1
2009,0.027972027,30.96,3,0,0
418,0.419580419,1058.06,47,0,3
2565,0.02097902,30.52,3,0,0
2527,0.006993006,48.75,1,1,0
340,0.356643356,961.13,35,0,3
1075,0.006993006,3.32,1,1,1
2062,0.013986013,26.65,2,0,0
1007,0.006993006,6.49,1,1,1
2176,0.104895104,197.34,11,0,0
4,0.069930069,96.15,10,0,1
2472,0.111888111,792.84,12,0,0
1692,0.034965034,38.01,5,0,0
2576,0.433566433,621.25,45,0,3
2529,0.041958041,58.11,6,0,0
2159,0.174825174,385.13,23,0,0
2333,0.02097902,125.13,2,0,0
2072,0.027972027,175.54,4,0,0
1825,0.006993006,39.97,1,1,0
288,0.027972027,50.6,4,0,1
1456,0.048951048,100.88,7,0,0
2246,0.013986013,66.65,2,0,0
1462,0.006993006,18.63,1,1,0
1076,0.118881118,245.91,17,0,1
43,0.006993006,4.17,1,1,1
857,0.104895104,311.59,8,0,1
30,0.293706293,298.29,36,0,3
2158,0.083916083,383.28,11,0,0
1570,0.055944055,168.58,8,0,0
525,0.013986013,13.22,2,0,1
52,1.013986013,1609.69,89,0,2
1911,0.02097902,95.78,3,0,0
72,0.006993006,9.33,1,1,1
469,0.027972027,27.64,4,0,1
2232,0.006993006,53.3,1,1,0
1558,0.006993006,3.33,1,1,0
2131,0.027972027,52.48,4,0,0
4,0.272727272,228.44,32,0,3
537,0.111888111,170.86,13,0,1
495,0.055944055,90.44,7,0,1
1584,0.02097902,48.51,3,0,0
1993,0.097902097,242.56,12,0,0
272,0.097902097,186.02,13,0,1
550,0.258741258,669.54,31,0,3
2368,0.076923076,145.03,11,0,0
861,0.048951048,199.84,7,0,1
1209,0.027972027,55.26,4,0,1
128,0.006993006,8.23,1,1,1
2251,0.076923076,142.69,8,0,0
2162,0.013986013,69.37,2,0,0
20,0.23076923,269.92,30,0,3
429,0.286713286,495.02,37,0,3
244,0.16083916,355.34,23,0,3
2372,0.006993006,11.63,1,1,0
271,0.146853146,440.2,20,0,3
107,1.097902097,2159.35,136,0,2
2563,0.034965034,46.54,4,0,0
1133,0.062937062,153.21,9,0,1
2044,0.083916083,105.4,6,0,0
372,0.237762237,602.01,25,0,3
