recency,frequency,monetary,variety,clusters,kmeans_cluster
876,0.029411764,10.43,1,1,1
876,0.029411764,11.38,1,1,1
876,0.029411764,14.95,1,1,1
473,0.147058823,45.12,5,0,1
876,0.029411764,20.66,1,1,1
513,0.029411764,17.21,1,1,1
876,0.147058823,23.93,4,0,1
689,0.058823529,34.42,2,0,1
42,1.176470588,124.02,36,0,3
876,0.117647058,8.63,4,0,1
876,0.029411764,10.73,1,1,1
851,0.205882352,41.66,7,0,1
876,0.029411764,26.55,1,1,1
876,0.176470588,71.68,6,0,1
861,0.264705882,36.14,9,0,1
859,0.176470588,49.94,6,0,1
339,0.294117647,89.32,9,0,1
668,0.029411764,15.03,1,1,1
693,0.264705882,83.04,9,0,1
634,0.411764705,120.47,10,0,1
876,0.029411764,7.55,1,1,1
876,0.029411764,5.05,1,1,1
876,0.088235294,35.8,3,0,1
852,0.117647058,29.54,3,0,1
875,0.323529411,49.51,11,0,1
875,0.029411764,22.13,1,1,1
875,0.029411764,29.75,1,1,1
185,0.029411764,7.57,1,1,1
875,0.029411764,21.54,1,1,1
870,0.058823529,33.27,2,0,1
574,0.058823529,49.19,2,0,1
875,0.029411764,14.1,1,1,1
875,0.058823529,5.79,2,0,1
875,0.058823529,45.23,2,0,1
875,0.147058823,6.88,5,0,1
861,0.029411764,2.86,1,1,1
875,0.029411764,10.05,1,1,1
875,0.058823529,16.49,2,0,1
577,0.352941176,62.54,12,0,1
875,0.029411764,25.6,1,1,1
475,0.235294117,53.21,8,0,1
522,0.088235294,62.37,3,0,1
875,0.147058823,24.68,5,0,1
116,0.117647058,53.16,4,0,1
875,0.029411764,8.84,1,1,1
439,0.235294117,15.56,8,0,1
874,0.029411764,9.89,1,1,1
875,0.029411764,3.43,1,1,1
735,0.088235294,34.69,3,0,1
875,0.029411764,11.94,1,1,1
875,0.147058823,29.65,3,0,1
837,0.147058823,32.72,5,0,1
875,0.029411764,6.92,1,1,1
809,0.205882352,102.9,7,0,1
39,0.117647058,47.28,4,0,1
529,0.147058823,347.98,4,0,1
875,0.058823529,21.38,2,0,1
875,0.029411764,12.15,1,1,1
435,0.058823529,9.09,2,0,1
875,0.088235294,51.98,3,0,1
875,0.088235294,13.28,3,0,1
875,0.029411764,4.17,1,1,1
766,0.058823529,17.09,2,0,1
474,0.264705882,76.31,9,0,1
687,0.205882352,91.07,7,0,1
875,0.029411764,3.73,1,1,1
875,0.029411764,3.32,1,1,1
874,0.029411764,15.09,1,1,1
874,0.088235294,3.87,1,1,1
875,0.029411764,18.31,1,1,1
384,0.176470588,42.27,5,0,1
300,0.294117647,38.17,9,0,1
874,0.029411764,0.9,1,1,1
874,0.205882352,48.24,4,0,1
874,0.029411764,26.55,1,1,1
874,0.058823529,23.13,2,0,1
39,0.088235294,78.59,3,0,1
502,0.058823529,9.82,1,1,1
406,0.029411764,16.86,1,1,1
874,0.088235294,23.82,3,0,1
874,0.058823529,4.25,2,0,1
874,0.029411764,10.45,1,1,1
847,0.088235294,13.76,3,0,1
874,0.117647058,46.66,4,0,1
873,0.058823529,11.25,2,0,1
874,0.029411764,11.04,1,1,1
873,0.058823529,8.18,2,0,1
560,0.058823529,54.2,2,0,1
843,0.029411764,29.15,1,1,1
874,0.029411764,18.72,1,1,1
874,0.029411764,10.18,1,1,1
856,0.058823529,23.27,1,1,1
874,0.088235294,38.92,3,0,1
874,0.029411764,3.32,1,1,1
765,0.058823529,42.78,2,0,1
655,0.205882352,103.5,7,0,1
874,0.029411764,14.2,1,1,1
837,0.029411764,14.06,1,1,1
874,0.029411764,27.28,1,1,1
874,0.029411764,11.75,1,1,1
83,0.117647058,50.31,4,0,1
455,0.205882352,88.23,7,0,1
874,0.029411764,34.99,1,1,1
872,0.029411764,17.11,1,1,1
868,0.058823529,45.38,1,1,1
873,0.058823529,12.48,2,0,1
874,0.058823529,12.3,2,0,1
873,0.029411764,2.21,1,1,1
581,0.323529411,36.3,10,0,1
867,0.058823529,33.93,2,0,1
874,0.117647058,30.69,4,0,1
873,0.029411764,6.11,1,1,1
873,0.029411764,8.3,1,1,1
873,0.088235294,10.74,1,1,1
873,0.147058823,56.8,5,0,1
870,0.235294117,91.38,8,0,1
873,0.029411764,12.32,1,1,1
869,0.117647058,102.86,3,0,1
873,0.029411764,8.98,1,1,1
873,0.117647058,23.63,4,0,1
873,0.029411764,3.12,1,1,1
234,0.029411764,24.58,1,1,1
873,0.029411764,28.96,1,1,1
291,0.911764705,336.4,20,0,3
99,0.029411764,4.7,1,1,1
552,0.029411764,10.05,1,1,1
456,0.352941176,44.31,11,0,1
873,0.029411764,3.11,1,1,1
794,0.117647058,20.66,4,0,1
873,0.176470588,17.53,4,0,1
843,0.029411764,30.68,1,1,1
534,0.029411764,5.29,1,1,1
873,0.029411764,4.49,1,1,1
707,0.147058823,34.62,5,0,1
873,0.029411764,5.13,1,1,1
873,0.088235294,9.24,2,0,1
369,0.235294117,57.82,8,0,1
873,0.029411764,29.9,1,1,1
873,0.029411764,23.74,1,1,1
317,0.5,197.52,16,0,3
873,0.029411764,17.11,1,1,1
811,0.088235294,15.95,3,0,1
285,0.058823529,30.91,2,0,1
873,0.058823529,24.01,2,0,1
873,0.294117647,167.06,10,0,1
333,0.029411764,10.35,1,1,1
873,0.058823529,12.87,2,0,1
760,0.294117647,105.15,10,0,1
873,0.029411764,17.8,1,1,1
872,0.088235294,9.49,3,0,1
60,0.294117647,123.99,10,0,1
870,0.205882352,58.23,6,0,1
276,0.029411764,12.75,1,1,1
777,0.411764705,209.98,14,0,1
342,0.088235294,45.97,3,0,1
190,0.44117647,81.95,13,0,1
403,0.147058823,56.35,5,0,1
461,0.117647058,8.96,2,0,1
114,0.058823529,27.19,2,0,1
286,0.058823529,10.21,2,0,1
872,0.088235294,25.85,3,0,1
872,0.029411764,4.91,1,1,1
858,0.058823529,24.96,2,0,1
516,0.058823529,49.42,2,0,1
872,0.029411764,5.77,1,1,1
872,0.029411764,10.53,1,1,1
872,0.058823529,30.42,1,1,1
172,0.294117647,81.45,6,0,1
872,0.029411764,1.83,1,1,1
499,0.264705882,120.37,6,0,1
872,0.147058823,30.63,5,0,1
414,0.029411764,21.49,1,1,1
338,0.029411764,39.76,1,1,1
872,0.029411764,26.55,1,1,1
872,0.029411764,2.81,1,1,1
872,0.029411764,7.53,1,1,1
872,0.088235294,33.92,3,0,1
872,0.029411764,23.02,1,1,1
872,0.029411764,18.2,1,1,1
872,0.029411764,58.67,1,1,1
2,0.058823529,55.03,2,0,1
275,0.029411764,17.2,1,1,1
872,0.029411764,13.02,1,1,1
606,0.058823529,5.04,2,0,1
521,0.029411764,14.88,1,1,1
113,0.205882352,78.58,7,0,1
672,0.176470588,20.2,3,0,1
871,0.029411764,10.79,1,1,1
871,0.058823529,20.2,2,0,1
871,0.029411764,14.75,1,1,1
870,0.029411764,27.61,1,1,1
871,0.029411764,9.89,1,1,1
871,0.088235294,12.32,3,0,1
871,0.029411764,17.24,1,1,1
871,0.029411764,68.18,1,1,1
871,0.029411764,9.89,1,1,1
870,0.029411764,11.9,1,1,1
871,0.029411764,59.35,1,1,1
871,0.147058823,14.62,5,0,1
101,0.176470588,49.96,6,0,1
871,0.117647058,10.95,4,0,1
762,0.735294117,182.66,21,0,3
871,0.058823529,4.29,2,0,1
841,0.470588235,87.68,16,0,1
856,0.264705882,89.84,9,0,1
871,0.029411764,3.12,1,1,1
333,0.176470588,51.41,5,0,1
842,0.176470588,25.62,6,0,1
284,0.058823529,40.61,2,0,1
872,0.029411764,27.58,1,1,1
871,0.029411764,25.97,1,1,1
871,0.029411764,16.58,1,1,1
871,0.029411764,23.12,1,1,1
871,0.029411764,58.67,1,1,1
626,0.029411764,25.44,1,1,1
871,0.088235294,21.97,3,0,1
871,0.029411764,15.19,1,1,1
871,0.029411764,5.71,1,1,1
871,0.029411764,10.77,1,1,1
871,0.117647058,33.85,4,0,1
871,0.029411764,13.02,1,1,1
871,0.323529411,68.69,11,0,1
483,0.205882352,83.57,6,0,1
871,0.029411764,27.61,1,1,1
287,0.264705882,80.79,9,0,1
871,0.088235294,19.81,3,0,1
658,0.176470588,68.89,6,0,1
871,0.029411764,7.92,1,1,1
228,0.411764705,183.6,10,0,1
686,0.147058823,52.01,5,0,1
870,0.029411764,13.36,1,1,1
279,0.058823529,12.45,2,0,1
871,0.029411764,25.67,1,1,1
867,0.117647058,103.96,4,0,1
137,0.735294117,140.9,18,0,3
867,0.5,72.95,17,0,1
349,0.264705882,91.98,8,0,1
870,0.029411764,9.9,1,1,1
870,0.029411764,7.45,1,1,1
437,0.147058823,36.25,5,0,1
870,0.029411764,6.66,1,1,1
866,0.088235294,14.17,3,0,1
870,0.088235294,29.23,3,0,1
870,0.029411764,8.06,1,1,1
249,0.382352941,62.09,13,0,1
870,0.029411764,10.05,1,1,1
870,0.176470588,26.02,6,0,1
845,0.029411764,20.66,1,1,1
867,0.029411764,83.32,1,1,1
870,0.058823529,33.81,2,0,1
173,0.058823529,14.43,2,0,1
576,0.705882352,119.06,21,0,3
868,0.088235294,34.56,2,0,1
870,0.058823529,32.48,2,0,1
870,0.058823529,32.81,2,0,1
341,0.029411764,19.39,1,1,1
870,0.029411764,19.52,1,1,1
848,0.088235294,61.05,3,0,1
870,0.088235294,37.44,3,0,1
870,0.029411764,4.44,1,1,1
870,0.029411764,29.75,1,1,1
870,0.029411764,16.63,1,1,1
870,0.058823529,33.63,2,0,1
870,0.058823529,23.18,2,0,1
870,0.029411764,4.9,1,1,1
870,0.058823529,6.11,2,0,1
870,0.058823529,30.27,2,0,1
870,0.029411764,25.97,1,1,1
839,0.088235294,45.05,3,0,1
870,0.029411764,4.9,1,1,1
869,0.029411764,29.98,1,1,1
869,0.029411764,5.38,1,1,1
123,0.352941176,69.91,8,0,1
869,0.029411764,4.95,1,1,1
847,0.205882352,7.11,7,0,1
869,0.029411764,13.11,1,1,1
869,0.088235294,31.74,1,1,1
869,0.029411764,66.37,1,1,1
869,0.029411764,24.19,1,1,1
644,0.058823529,39.76,2,0,1
869,0.029411764,7.66,1,1,1
869,0.029411764,21.32,1,1,1
859,0.147058823,25.11,4,0,1
869,0.029411764,7.06,1,1,1
869,0.058823529,4.53,1,1,1
869,0.088235294,8.73,3,0,1
132,0.5,102.78,16,0,1
400,0.029411764,25.5,1,1,1
869,0.029411764,4.91,1,1,1
134,0.058823529,11.07,2,0,1
869,0.088235294,16.28,2,0,1
869,0.058823529,14.24,2,0,1
854,0.088235294,17.54,3,0,1
869,0.029411764,3.92,1,1,1
847,0.088235294,40.88,3,0,1
869,0.029411764,6.48,1,1,1
788,0.44117647,45.63,15,0,1
229,0.235294117,75.86,7,0,1
869,0.029411764,34.99,1,1,1
869,0.058823529,30.27,2,0,1
869,0.029411764,4.66,1,1,1
339,0.470588235,83.7,15,0,1
610,0.117647058,19.92,4,0,1
868,0.058823529,10.27,2,0,1
868,0.029411764,13.0,1,1,1
854,0.117647058,39.66,4,0,1
868,0.029411764,12.9,1,1,1
868,0.029411764,52.44,1,1,1
621,0.176470588,71.21,6,0,1
454,0.205882352,61.3,2,0,1
335,0.147058823,37.1,5,0,1
228,0.529411764,207.93,17,0,3
665,0.088235294,30.85,3,0,1
868,0.029411764,4.99,1,1,1
868,0.029411764,10.19,1,1,1
404,0.176470588,535.28,5,0,1
868,0.058823529,32.98,2,0,1
764,0.176470588,41.71,6,0,1
868,0.029411764,4.73,1,1,1
868,0.029411764,9.89,1,1,1
665,0.352941176,50.49,12,0,1
868,0.058823529,16.3,2,0,1
868,0.029411764,17.53,1,1,1
765,0.088235294,21.71,3,0,1
868,0.029411764,33.75,1,1,1
791,0.058823529,21.74,2,0,1
868,0.176470588,17.73,6,0,1
868,0.058823529,29.45,2,0,1
521,0.058823529,80.09,2,0,1
866,0.176470588,62.11,6,0,1
868,0.029411764,18.31,1,1,1
868,0.176470588,24.58,6,0,1
868,0.088235294,2.97,3,0,1
868,0.029411764,5.82,1,1,1
868,0.029411764,4.91,1,1,1
868,0.058823529,33.16,2,0,1
853,0.117647058,127.11,4,0,1
868,0.029411764,2.17,1,1,1
534,0.058823529,25.93,2,0,1
249,0.029411764,6.87,1,1,1
283,0.058823529,21.04,2,0,1
868,0.029411764,2.63,1,1,1
868,0.029411764,42.49,1,1,1
797,0.117647058,45.1,4,0,1
868,0.088235294,16.97,3,0,1
868,0.029411764,5.13,1,1,1
867,0.058823529,12.67,2,0,1
17,0.088235294,72.78,3,0,1
867,0.088235294,11.31,3,0,1
821,0.235294117,45.65,7,0,1
284,0.029411764,20.91,1,1,1
867,0.176470588,53.97,5,0,1
867,0.058823529,23.03,2,0,1
867,0.029411764,3.22,1,1,1
754,0.147058823,40.05,5,0,1
641,0.029411764,26.08,1,1,1
867,0.029411764,25.82,1,1,1
666,0.058823529,18.45,2,0,1
684,0.029411764,5.67,1,1,1
867,0.029411764,6.32,1,1,1
766,0.205882352,44.37,5,0,1
867,0.058823529,35.31,2,0,1
867,0.029411764,141.98,1,1,1
821,0.029411764,23.68,1,1,1
706,0.029411764,6.66,1,1,1
412,1.323529411,216.44,22,0,3
867,0.029411764,19.03,1,1,1
867,0.029411764,9.08,1,1,1
866,0.029411764,8.93,1,1,1
867,0.147058823,61.04,5,0,1
867,0.029411764,28.16,1,1,1
622,0.176470588,56.84,5,0,1
681,0.029411764,24.76,1,1,1
656,0.029411764,5.8,1,1,1
669,0.058823529,23.3,2,0,1
867,0.058823529,28.67,2,0,1
849,0.117647058,29.72,4,0,1
201,0.794117647,159.0,23,0,3
726,0.352941176,141.03,9,0,1
866,0.088235294,29.71,3,0,1
867,0.058823529,37.23,2,0,1
867,0.029411764,21.32,1,1,1
351,0.205882352,69.53,7,0,1
20,0.5,74.05,11,0,1
4,0.029411764,6.65,1,1,1
153,0.117647058,25.13,2,0,1
866,0.058823529,27.79,2,0,1
867,0.029411764,11.32,1,1,1
866,0.029411764,24.99,1,1,1
866,0.029411764,2.72,1,1,1
866,0.088235294,7.93,2,0,1
141,0.529411764,151.55,15,0,1
339,0.205882352,57.54,7,0,1
852,0.205882352,39.18,6,0,1
866,0.029411764,1.11,1,1,1
866,0.058823529,36.62,2,0,1
866,0.029411764,124.4,1,1,1
866,0.176470588,19.29,6,0,1
866,0.029411764,3.17,1,1,1
301,0.029411764,26.26,1,1,1
522,0.058823529,59.1,2,0,1
866,0.029411764,18.75,1,1,1
731,0.029411764,20.39,1,1,1
533,0.147058823,27.31,5,0,1
866,0.058823529,33.04,2,0,1
250,0.352941176,96.09,9,0,1
866,0.088235294,6.09,3,0,1
82,0.705882352,88.53,24,0,3
866,0.029411764,9.72,1,1,1
15,0.117647058,91.41,4,0,1
866,0.029411764,7.46,1,1,1
866,0.058823529,81.46,2,0,1
190,0.117647058,25.17,4,0,1
825,0.058823529,84.05,2,0,1
866,0.029411764,7.52,1,1,1
457,0.176470588,33.93,5,0,1
525,0.176470588,47.55,6,0,1
866,0.029411764,4.37,1,1,1
866,0.029411764,13.18,1,1,1
823,0.088235294,70.7,3,0,1
639,0.117647058,14.4,4,0,1
864,0.029411764,32.78,1,1,1
866,0.029411764,9.12,1,1,1
209,0.088235294,23.75,3,0,1
865,0.058823529,22.28,2,0,1
865,0.029411764,59.35,1,1,1
865,0.029411764,29.81,1,1,1
556,0.411764705,70.53,14,0,1
865,0.029411764,24.62,1,1,1
865,0.029411764,19.19,1,1,1
865,0.117647058,15.7,4,0,1
865,0.029411764,7.82,1,1,1
792,0.029411764,13.74,1,1,1
865,0.029411764,25.6,1,1,1
865,0.029411764,14.95,1,1,1
220,0.029411764,7.59,1,1,1
862,0.029411764,12.08,1,1,1
865,0.029411764,17.16,1,1,1
865,0.029411764,48.83,1,1,1
865,0.088235294,11.25,3,0,1
865,0.029411764,4.44,1,1,1
38,0.147058823,58.35,5,0,1
844,0.088235294,29.6,3,0,1
865,0.029411764,4.91,1,1,1
865,0.029411764,34.99,1,1,1
108,0.176470588,69.49,6,0,1
380,1.529411764,289.59,37,0,3
820,0.176470588,45.1,6,0,1
865,0.029411764,13.02,1,1,1
865,0.029411764,31.97,1,1,1
865,0.029411764,11.62,1,1,1
865,0.029411764,1.11,1,1,1
791,0.117647058,17.63,3,0,1
865,0.117647058,15.67,4,0,1
865,0.117647058,27.78,4,0,1
865,0.029411764,14.57,1,1,1
388,0.176470588,70.91,6,0,1
864,0.117647058,37.34,4,0,1
122,0.205882352,37.21,7,0,1
864,0.058823529,11.41,2,0,1
864,0.294117647,14.58,10,0,1
864,0.088235294,4.58,3,0,1
864,0.029411764,3.02,1,1,1
864,0.117647058,48.41,4,0,1
20,0.058823529,48.55,2,0,1
864,0.029411764,3.11,1,1,1
864,0.029411764,6.63,1,1,1
864,0.029411764,8.28,1,1,1
432,0.617647058,221.65,15,0,3
864,0.029411764,64.92,1,1,1
600,0.147058823,16.97,5,0,1
864,0.088235294,22.28,2,0,1
555,0.352941176,39.93,10,0,1
465,0.323529411,100.51,9,0,1
864,0.029411764,17.11,1,1,1
864,0.029411764,85.68,1,1,1
864,0.029411764,7.42,1,1,1
864,0.058823529,26.66,1,1,1
864,0.088235294,31.23,3,0,1
415,0.705882352,95.53,22,0,3
864,0.058823529,9.59,2,0,1
864,0.029411764,17.52,1,1,1
860,0.058823529,23.06,2,0,1
864,0.058823529,11.01,2,0,1
864,0.029411764,8.1,1,1,1
864,0.029411764,4.09,1,1,1
864,0.029411764,3.96,1,1,1
662,0.117647058,38.0,4,0,1
864,0.029411764,7.78,1,1,1
864,0.029411764,6.97,1,1,1
469,0.058823529,81.83,2,0,1
676,0.117647058,78.39,4,0,1
855,0.029411764,2.66,1,1,1
208,0.058823529,18.29,2,0,1
864,0.088235294,33.11,3,0,1
599,0.117647058,6.94,3,0,1
767,0.029411764,9.12,1,1,1
49,0.088235294,46.22,3,0,1
860,0.029411764,14.35,1,1,1
864,0.088235294,26.41,3,0,1
343,0.352941176,153.33,12,0,1
240,0.058823529,33.37,2,0,1
864,0.088235294,6.52,3,0,1
864,0.058823529,18.56,2,0,1
864,0.235294117,54.22,7,0,1
864,0.058823529,17.42,2,0,1
863,0.029411764,8.67,1,1,1
585,1.94117647,451.5,56,0,3
809,0.029411764,1.83,1,1,1
863,0.029411764,6.61,1,1,1
864,0.029411764,18.31,1,1,1
864,0.029411764,18.28,1,1,1
863,0.058823529,6.49,2,0,1
863,0.029411764,24.19,1,1,1
863,0.029411764,69.98,1,1,1
863,0.029411764,12.28,1,1,1
478,0.117647058,23.19,3,0,1
863,0.029411764,30.84,1,1,1
863,0.029411764,5.78,1,1,1
860,0.029411764,7.78,1,1,1
863,0.088235294,23.76,3,0,1
863,0.029411764,199.67,1,1,1
863,0.117647058,37.07,4,0,1
854,0.058823529,41.32,1,1,1
863,0.088235294,29.5,3,0,1
863,0.058823529,32.39,2,0,1
863,0.029411764,9.16,1,1,1
863,0.029411764,16.47,1,1,1
863,0.088235294,17.1,3,0,1
857,0.058823529,39.08,1,1,1
863,0.029411764,26.43,1,1,1
720,0.176470588,68.61,6,0,1
738,0.147058823,88.02,5,0,1
367,0.529411764,153.16,14,0,1
705,0.294117647,46.85,10,0,1
863,0.029411764,9.16,1,1,1
748,0.5,117.7,17,0,1
443,0.382352941,60.84,12,0,1
863,0.058823529,111.58,2,0,1
859,0.147058823,45.34,4,0,1
110,0.147058823,45.95,5,0,1
216,2.0,593.81,61,0,3
863,0.029411764,6.03,1,1,1
194,0.117647058,36.29,4,0,1
863,0.294117647,45.83,10,0,1
863,0.117647058,25.73,4,0,1
862,0.088235294,67.04,1,1,1
530,0.088235294,48.31,3,0,1
331,0.323529411,154.42,10,0,1
489,0.088235294,50.56,2,0,1
163,0.088235294,30.67,1,1,1
862,0.029411764,29.75,1,1,1
5,0.205882352,44.49,7,0,1
862,0.029411764,7.68,1,1,1
862,0.029411764,23.12,1,1,1
862,0.029411764,23.04,1,1,1
546,0.647058823,128.74,15,0,3
723,0.205882352,32.26,7,0,1
862,0.029411764,22.13,1,1,1
843,0.058823529,11.67,2,0,1
861,0.029411764,10.19,1,1,1
862,0.147058823,25.37,5,0,1
862,0.029411764,10.38,1,1,1
544,0.264705882,147.73,9,0,1
862,0.029411764,17.11,1,1,1
475,0.088235294,7.64,3,0,1
862,0.029411764,3.9,1,1,1
862,0.029411764,15.08,1,1,1
856,0.058823529,9.33,1,1,1
255,0.470588235,212.32,14,0,1
862,0.029411764,8.95,1,1,1
862,0.058823529,31.16,2,0,1
861,0.029411764,68.18,1,1,1
862,0.147058823,58.78,5,0,1
862,0.029411764,36.66,1,1,1
862,0.029411764,1.22,1,1,1
862,0.029411764,10.79,1,1,1
20,0.147058823,54.73,5,0,1
804,0.147058823,92.59,5,0,1
862,0.029411764,17.25,1,1,1
861,0.176470588,18.01,5,0,1
861,0.029411764,6.22,1,1,1
861,0.029411764,14.69,1,1,1
861,0.058823529,25.38,2,0,1
185,0.352941176,153.77,8,0,1
862,0.029411764,13.62,1,1,1
862,0.029411764,36.64,1,1,1
838,0.029411764,4.52,1,1,1
333,0.205882352,74.93,6,0,1
856,0.147058823,32.91,5,0,1
65,0.117647058,75.86,4,0,1
126,0.470588235,178.55,15,0,1
830,0.205882352,79.66,6,0,1
861,0.029411764,5.27,1,1,1
861,0.029411764,7.2,1,1,1
573,0.235294117,56.34,4,0,1
861,0.058823529,18.19,2,0,1
708,0.117647058,53.45,4,0,1
118,0.088235294,25.51,1,1,1
861,0.029411764,2.54,1,1,1
861,0.088235294,35.55,3,0,1
861,0.029411764,11.0,1,1,1
838,0.117647058,57.6,4,0,1
861,0.029411764,14.35,1,1,1
861,0.088235294,10.24,3,0,1
725,0.235294117,77.89,7,0,1
861,0.029411764,30.83,1,1,1
40,0.117647058,47.2,3,0,1
861,0.029411764,9.92,1,1,1
861,0.088235294,8.34,3,0,1
275,0.294117647,96.63,9,0,1
861,0.088235294,11.67,3,0,1
861,0.029411764,13.66,1,1,1
390,0.029411764,66.25,1,1,1
861,0.029411764,8.66,1,1,1
437,0.058823529,17.6,2,0,1
861,0.147058823,18.63,3,0,1
851,0.117647058,34.16,4,0,1
856,0.176470588,22.54,6,0,1
861,0.029411764,15.69,1,1,1
103,0.617647058,110.5,19,0,3
861,0.029411764,8.59,1,1,1
861,0.029411764,13.28,1,1,1
843,0.176470588,69.54,6,0,1
861,0.176470588,24.74,6,0,1
861,0.058823529,22.35,2,0,1
861,0.088235294,13.37,3,0,1
48,0.235294117,56.81,7,0,1
600,0.058823529,8.53,2,0,1
861,0.058823529,16.08,2,0,1
837,0.235294117,51.96,7,0,1
456,0.088235294,17.08,3,0,1
861,0.029411764,20.19,1,1,1
861,0.029411764,16.9,1,1,1
856,0.117647058,9.28,4,0,1
861,0.029411764,15.0,1,1,1
645,0.117647058,32.85,3,0,1
861,0.029411764,165.17,1,1,1
853,0.058823529,26.65,2,0,1
861,0.029411764,8.51,1,1,1
325,0.088235294,39.56,3,0,1
861,0.029411764,15.99,1,1,1
401,0.029411764,70.37,1,1,1
861,0.029411764,113.18,1,1,1
861,0.029411764,10.87,1,1,1
861,0.029411764,156.33,1,1,1
861,0.029411764,21.29,1,1,1
637,0.058823529,21.56,2,0,1
861,0.029411764,2.16,1,1,1
853,0.117647058,43.52,2,0,1
283,0.264705882,155.09,8,0,1
858,0.058823529,46.86,2,0,1
861,0.117647058,4.4,3,0,1
424,0.235294117,40.57,7,0,1
831,0.058823529,8.01,2,0,1
278,0.058823529,46.38,2,0,1
861,0.147058823,12.41,3,0,1
860,0.029411764,3.16,1,1,1
861,0.088235294,16.16,3,0,1
861,0.117647058,22.02,4,0,1
861,0.058823529,18.32,2,0,1
861,0.029411764,9.31,1,1,1
852,0.058823529,13.32,1,1,1
570,0.058823529,22.76,2,0,1
861,0.029411764,9.35,1,1,1
799,0.058823529,11.01,2,0,1
861,0.058823529,19.86,2,0,1
616,0.058823529,38.73,2,0,1
861,0.029411764,14.16,1,1,1
861,0.029411764,14.54,1,1,1
861,0.058823529,11.45,2,0,1
861,0.029411764,14.38,1,1,1
665,0.058823529,14.98,1,1,1
860,0.029411764,10.87,1,1,1
861,0.058823529,36.27,2,0,1
861,0.058823529,5.25,2,0,1
202,0.147058823,41.92,5,0,1
860,0.029411764,14.98,1,1,1
860,0.235294117,24.43,8,0,1
476,0.911764705,125.82,31,0,3
126,0.235294117,91.39,8,0,1
860,0.029411764,1.75,1,1,1
860,0.147058823,20.37,5,0,1
860,0.029411764,5.0,1,1,1
859,0.117647058,27.52,4,0,1
860,0.058823529,20.79,1,1,1
860,0.029411764,30.33,1,1,1
457,0.264705882,51.38,9,0,1
860,0.029411764,7.23,1,1,1
860,0.029411764,4.32,1,1,1
860,0.029411764,20.19,1,1,1
860,0.058823529,3.83,2,0,1
860,0.029411764,41.49,1,1,1
860,0.029411764,7.57,1,1,1
860,0.088235294,15.38,3,0,1
860,0.029411764,13.63,1,1,1
860,0.058823529,7.39,2,0,1
860,0.029411764,6.86,1,1,1
860,0.088235294,15.69,3,0,1
799,0.088235294,38.57,3,0,1
860,0.029411764,28.17,1,1,1
834,0.058823529,12.86,2,0,1
447,0.058823529,54.56,2,0,1
860,0.029411764,4.24,1,1,1
860,0.029411764,14.54,1,1,1
860,0.088235294,7.82,3,0,1
860,0.058823529,30.85,2,0,1
860,0.029411764,9.17,1,1,1
860,0.029411764,15.21,1,1,1
860,0.235294117,109.35,5,0,1
2,0.558823529,147.14,17,0,3
834,0.117647058,28.79,4,0,1
860,0.088235294,16.56,3,0,1
859,0.029411764,57.83,1,1,1
860,0.029411764,14.99,1,1,1
860,0.088235294,21.09,3,0,1
78,1.176470588,139.62,31,0,3
860,0.029411764,10.35,1,1,1
860,0.029411764,19.23,1,1,1
860,0.029411764,25.97,1,1,1
860,0.058823529,2.83,2,0,1
860,0.058823529,36.78,2,0,1
860,0.088235294,14.97,3,0,1
860,0.029411764,37.56,1,1,1
860,0.088235294,11.84,3,0,1
860,0.205882352,20.78,7,0,1
749,0.058823529,45.15,2,0,1
860,0.029411764,3.58,1,1,1
794,0.147058823,19.64,5,0,1
860,0.029411764,8.73,1,1,1
860,0.058823529,30.0,2,0,1
860,0.029411764,14.71,1,1,1
860,0.029411764,3.47,1,1,1
859,0.029411764,0.24,1,1,1
860,0.117647058,18.56,4,0,1
860,0.205882352,27.68,7,0,1
860,0.058823529,27.2,2,0,1
860,0.029411764,6.62,1,1,1
860,0.029411764,8.32,1,1,1
860,0.058823529,18.62,2,0,1
119,0.088235294,24.12,2,0,1
860,0.029411764,14.9,1,1,1
860,0.029411764,38.5,1,1,1
860,0.029411764,4.04,1,1,1
860,0.117647058,18.43,3,0,1
860,0.029411764,14.98,1,1,1
860,0.029411764,1.99,1,1,1
670,0.264705882,50.01,8,0,1
860,0.029411764,17.11,1,1,1
860,0.088235294,34.33,3,0,1
200,0.411764705,149.62,11,0,1
860,0.058823529,35.39,2,0,1
859,0.235294117,22.0,4,0,1
832,0.088235294,32.17,3,0,1
269,0.088235294,27.8,3,0,1
859,0.117647058,13.94,4,0,1
330,0.235294117,95.39,7,0,1
859,0.029411764,7.1,1,1,1
859,0.147058823,16.17,5,0,1
859,0.029411764,11.41,1,1,1
541,0.058823529,24.64,2,0,1
859,0.088235294,16.47,3,0,1
370,0.323529411,81.35,9,0,1
859,0.029411764,6.66,1,1,1
859,0.058823529,31.61,2,0,1
859,0.058823529,10.98,2,0,1
858,0.058823529,10.42,2,0,1
859,0.029411764,12.77,1,1,1
859,0.088235294,27.6,3,0,1
498,0.44117647,94.12,14,0,1
859,0.117647058,9.9,4,0,1
785,0.147058823,60.89,3,0,1
859,0.058823529,43.22,2,0,1
520,0.117647058,74.61,4,0,1
859,0.029411764,7.13,1,1,1
859,0.058823529,21.23,2,0,1
