recency,frequency,monetary,variety,kmeans_cluster
970,8,37.81,8,0
882,2,19.05,2,0
1127,13,83.52,9,0
971,7,131.93,6,0
872,26,44.17,23,0
938,5,59.44,4,0
484,19,77.15,18,0
1127,1,6.94,1,0
1089,5,46.68,5,0
527,9,64.35,8,0
1127,3,45.45,3,0
953,2,37.62,1,0
1127,4,40.86,4,0
508,3,25.91,3,0
1127,1,50.43,1,0
1127,2,10.91,2,0
1120,6,58.53,5,0
987,3,30.47,3,0
1127,2,115.85,2,0
1127,2,19.57,2,0
194,20,168.53,19,0
1083,6,93.17,6,0
1127,2,16.21,2,0
1127,2,25.25,2,0
568,4,45.56,4,0
1023,3,75.89,3,0
828,2,14.5,2,0
975,6,56.05,4,0
1126,1,30.84,1,0
1126,1,6.65,1,0
1126,1,10.73,1,0
525,2,38.14,2,0
1091,1,8.06,1,0
1125,1,11.13,1,0
1126,1,10.83,1,0
1126,4,21.66,4,0
1126,1,49.96,1,0
692,7,53.07,7,0
1126,1,14.98,1,0
1126,2,10.08,2,0
1126,1,29.63,1,0
475,13,99.1,12,0
1126,2,11.8,2,0
1126,1,17.53,1,0
1126,1,6.14,1,0
508,4,35.48,4,0
1126,2,18.58,2,0
1126,1,20.93,1,0
1126,2,5.41,2,0
1126,2,21.83,1,0
711,8,36.62,7,0
870,3,35.9,3,0
1117,6,66.72,6,0
1125,1,20.53,1,0
1118,5,90.75,4,0
1125,1,8.33,1,0
1125,1,17.11,1,0
1106,12,63.73,12,0
1125,1,10.28,1,0
295,3,87.11,3,0
332,2,22.35,2,0
1122,5,42.55,2,0
933,9,42.32,9,0
1125,1,9.94,1,0
1113,4,82.99,4,0
1125,1,24.99,1,0
1124,2,11.58,2,0
1125,1,34.99,1,0
1086,1,2.93,1,0
700,5,53.95,1,0
1125,1,35.93,1,0
1125,3,25.75,3,0
975,9,84.32,8,0
1125,1,17.68,1,0
630,1,67.77,1,0
886,1,20.7,1,0
1124,3,72.05,3,0
1124,4,44.71,4,0
1124,2,20.82,2,0
1124,1,2.83,1,0
919,5,28.48,5,0
1124,3,9.7,3,0
930,3,37.05,3,0
631,7,26.17,7,0
1124,1,56.93,1,0
184,15,128.75,14,0
1124,1,3.56,1,0
1124,1,19.15,1,0
1064,7,75.13,4,0
1124,2,3.82,2,0
1124,1,20.7,1,0
1124,2,37.88,2,0
291,68,369.49,58,3
562,16,159.98,12,0
1124,1,7.99,1,0
1124,3,30.59,3,0
808,1,14.98,1,0
1121,1,77.0,1,0
184,9,135.56,8,0
1056,2,15.82,1,0
220,5,61.88,5,0
863,1,39.92,1,0
453,5,55.62,5,0
1123,2,9.61,2,0
1123,1,67.24,1,0
1082,5,46.24,5,0
1123,4,18.39,4,0
1123,1,5.18,1,0
718,6,55.73,6,0
1123,1,17.68,1,0
276,3,3.81,3,0
1123,1,23.69,1,0
1123,5,105.89,3,0
1122,2,102.75,2,0
1123,1,5.77,1,0
780,5,53.71,3,0
1123,1,16.63,1,0
1123,6,40.99,4,0
398,10,155.27,8,0
1106,2,36.73,2,0
413,1,15.06,1,0
415,7,95.23,5,0
987,4,22.17,3,0
584,3,136.54,1,0
1122,1,13.27,1,0
453,1,24.13,1,0
434,3,-2.58,3,0
1122,3,13.22,3,0
1122,1,50.43,1,0
342,13,140.9,10,0
868,2,8.22,2,0
850,6,24.84,6,0
1122,6,17.9,3,0
1122,1,2.32,1,0
1122,1,53.35,1,0
1103,5,231.43,4,0
1122,1,2.56,1,0
1122,2,13.32,1,0
1122,1,3.96,1,0
1122,1,9.7,1,0
1080,5,57.08,5,0
723,30,262.05,30,3
1122,1,13.83,1,0
1122,1,20.51,1,0
1104,2,35.18,1,0
821,5,37.23,4,0
1122,2,37.76,2,0
1122,2,16.93,2,0
1000,10,92.31,10,0
1122,1,8.8,1,0
1122,1,53.83,1,0
1122,1,0.55,1,0
1114,6,22.25,6,0
1078,5,117.81,4,0
451,11,123.19,11,0
343,31,139.98,31,3
1121,1,19.93,1,0
222,17,282.2,14,0
934,2,6.91,2,0
1120,3,44.1,3,0
176,13,79.66,13,0
1121,4,23.21,4,0
1121,1,8.08,1,0
1016,6,33.42,6,0
454,2,37.56,1,0
1121,1,15.99,1,0
1121,5,11.54,5,0
1121,1,17.11,1,0
1121,1,66.25,1,0
1121,1,35.99,1,0
1121,1,4.36,1,0
1119,2,18.82,2,0
1121,1,3.04,1,0
1121,1,19.7,1,0
1121,1,27.95,1,0
1121,3,23.63,3,0
1121,1,16.75,1,0
1098,12,51.66,3,0
1121,1,6.3,1,0
1121,1,22.99,1,0
1121,1,13.96,1,0
1121,1,23.04,1,0
634,16,128.24,14,0
1120,6,15.84,5,0
1121,1,5.83,1,0
1121,1,14.92,1,0
869,13,84.08,13,0
1121,1,34.33,1,0
1115,3,10.48,3,0
1120,1,3.83,1,0
1120,5,79.79,5,0
1120,2,16.32,1,0
1120,3,7.11,2,0
1106,1,5.32,1,0
1114,2,34.2,2,0
1120,1,50.43,1,0
365,26,160.07,25,0
555,4,134.64,4,0
1120,1,15.99,1,0
1119,1,11.94,1,0
1120,3,48.18,3,0
273,49,3445.64,29,3
1120,1,6.31,1,0
1120,2,18.39,2,0
1120,1,4.18,1,0
1120,9,25.47,9,0
1120,1,20.51,1,0
1120,3,32.51,2,0
1119,1,7.03,1,0
716,4,40.95,4,0
1120,1,3.28,1,0
1120,3,16.14,3,0
1120,2,24.9,2,0
1120,4,8.06,4,0
1120,1,9.67,1,0
1035,1,9.89,1,0
1120,1,34.99,1,0
1037,6,150.88,3,0
1119,1,24.97,1,0
1119,4,16.79,4,0
1119,1,27.95,1,0
1117,2,6.64,1,0
1119,1,6.97,1,0
1116,5,22.9,5,0
1079,1,9.33,1,0
1119,1,33.75,1,0
1118,1,29.75,1,0
1119,1,10.26,1,0
1119,2,14.79,2,0
1119,14,61.12,14,0
1119,1,23.33,1,0
923,5,70.79,5,0
1118,4,25.48,4,0
1119,1,23.07,1,0
1119,7,48.79,7,0
1119,2,14.7,2,0
1119,1,6.31,1,0
337,2,4.38,2,0
1119,2,9.87,2,0
1119,1,6.0,1,0
918,3,82.74,3,0
780,7,78.67,5,0
1119,1,7.4,1,0
962,2,30.25,2,0
1119,2,18.38,1,0
1118,3,32.09,3,0
352,3,42.06,2,0
1113,2,18.83,2,0
1118,1,46.14,1,0
1034,1,7.15,1,0
591,2,83.11,2,0
1118,1,20.7,1,0
1118,3,21.42,3,0
1118,5,22.33,5,0
1118,7,62.0,7,0
896,2,15.82,2,0
1118,1,17.96,1,0
1118,1,16.64,1,0
1118,1,17.52,1,0
1118,1,17.56,1,0
1118,1,11.67,1,0
1118,3,20.31,3,0
1118,1,6.27,1,0
1118,1,17.11,1,0
1118,1,8.19,1,0
1104,3,73.15,3,0
1118,2,17.94,2,0
1118,1,9.69,1,0
1118,3,26.33,3,0
747,21,70.68,14,0
1118,1,59.35,1,0
1110,9,69.0,9,0
1118,5,29.1,5,0
511,8,53.83,6,0
1118,1,14.19,1,0
341,3,67.5,3,0
1115,3,21.51,3,0
1118,3,50.41,3,0
1117,2,22.12,2,0
325,39,335.44,33,3
870,5,32.7,5,0
1116,4,76.33,4,0
1117,1,29.66,1,0
1117,1,6.89,1,0
1117,1,9.16,1,0
1117,1,19.43,1,0
1117,1,4.45,1,0
546,2,18.2,2,0
1117,1,4.6,1,0
1117,2,28.9,2,0
1074,3,62.45,3,0
522,6,47.28,6,0
1117,1,37.29,1,0
1088,12,77.42,11,0
1117,2,14.35,2,0
1117,1,13.49,1,0
1117,1,1.51,1,0
1117,2,23.43,1,0
1117,1,40.23,1,0
248,3,29.9,3,0
1114,9,90.75,8,0
1065,3,66.21,2,0
1075,1,22.46,1,0
1116,6,8.74,2,0
1116,1,6.58,1,0
1116,1,12.96,1,0
703,33,118.79,32,3
1116,1,0.89,1,0
1116,2,12.8,2,0
1116,2,42.62,2,0
1024,3,30.93,3,0
1116,1,7.33,1,0
1116,1,27.61,1,0
1116,1,17.91,1,0
1098,8,372.38,7,0
1116,1,2.21,1,0
1116,7,55.46,6,0
1116,1,13.43,1,0
1116,1,19.71,1,0
1116,2,26.03,2,0
1116,4,22.42,4,0
1087,15,55.98,14,0
1116,1,7.41,1,0
1116,9,46.65,5,0
1116,1,5.94,1,0
1116,1,11.21,1,0
1115,1,28.97,1,0
1116,1,14.98,1,0
738,4,29.86,4,0
474,11,91.76,10,0
1055,5,137.18,3,0
1115,2,27.24,2,0
1115,2,24.11,2,0
1115,4,23.07,4,0
932,7,59.1,7,0
1115,4,43.08,4,0
1115,1,11.97,1,0
1115,1,9.65,1,0
310,52,442.78,49,3
521,5,76.5,5,0
1115,6,8.96,6,0
1115,1,5.03,1,0
545,1,-5.17,1,0
1115,1,5.33,1,0
1055,9,169.26,8,0
1114,3,36.45,3,0
1114,1,4.47,1,0
1114,1,11.67,1,0
1044,5,60.69,5,0
1056,2,32.93,2,0
1114,1,68.93,1,0
1114,3,25.37,3,0
1114,1,5.99,1,0
1114,3,34.54,3,0
1114,1,10.83,1,0
1114,1,36.35,1,0
1114,1,17.68,1,0
1114,1,8.1,1,0
1107,7,18.82,6,0
1114,3,45.95,3,0
286,7,62.25,6,0
1114,2,14.83,2,0
1114,2,19.53,2,0
1114,6,11.57,6,0
1109,3,52.56,1,0
1114,1,22.39,1,0
1114,1,18.7,1,0
1114,3,18.77,3,0
1106,3,63.08,2,0
512,40,342.32,31,3
462,5,133.68,5,0
1114,2,25.3,2,0
1114,1,18.31,1,0
1114,2,8.95,2,0
950,2,37.39,2,0
1114,3,7.88,3,0
776,15,100.97,15,0
1114,3,1.15,2,0
1114,1,26.65,1,0
1114,4,13.49,2,0
1114,21,201.47,13,0
912,4,17.98,4,0
1114,1,4.36,1,0
517,17,247.95,16,0
508,6,116.16,6,0
854,4,20.96,4,0
453,1,13.37,1,0
1113,1,62.25,1,0
1106,2,35.64,2,0
1113,1,14.92,1,0
1113,2,69.59,2,0
1105,3,38.66,3,0
1113,1,27.61,1,0
1113,1,25.5,1,0
1113,2,26.03,2,0
943,3,40.3,2,0
1113,1,2.29,1,0
1113,1,5.11,1,0
890,9,174.69,9,0
1113,1,17.52,1,0
1113,1,3.52,1,0
188,5,68.12,5,0
1103,3,23.13,3,0
1113,2,33.36,2,0
1113,1,3.77,1,0
1113,1,4.7,1,0
1113,2,17.43,2,0
1003,3,24.2,3,0
1113,2,27.95,2,0
876,8,49.22,8,0
1112,2,39.38,2,0
1112,3,31.84,3,0
1112,1,53.35,1,0
1112,1,18.94,1,0
1112,1,43.1,1,0
498,3,41.78,3,0
1107,3,55.88,3,0
854,2,17.66,2,0
1046,12,78.0,10,0
1112,1,8.74,1,0
710,1,6.95,1,0
1104,4,40.37,2,0
1112,1,10.43,1,0
1112,1,14.87,1,0
707,6,77.11,6,0
557,1,30.73,1,0
620,1,11.37,1,0
615,2,30.0,2,0
1104,6,59.58,5,0
1112,1,29.98,1,0
1107,4,21.06,4,0
601,2,9.17,2,0
1112,4,7.8,4,0
1001,2,9.65,2,0
1020,2,29.16,1,0
1112,1,2.68,1,0
860,1,6.86,1,0
1112,1,6.64,1,0
1112,2,31.37,2,0
443,11,158.21,9,0
1065,3,36.73,3,0
1104,1,8.15,1,0
1094,1,25.52,1,0
1112,1,22.49,1,0
1112,1,6.82,1,0
1111,10,184.5,10,0
1111,1,23.37,1,0
294,3,34.21,3,0
624,4,46.79,3,0
634,2,13.98,2,0
589,12,60.19,12,0
1111,1,17.9,1,0
454,1,15.7,1,0
864,3,38.35,3,0
385,8,17.35,6,0
1111,3,26.48,2,0
1107,1,4.98,1,0
1111,1,6.55,1,0
1111,1,96.5,1,0
1111,2,12.65,2,0
1111,1,3.18,1,0
1098,1,18.2,1,0
1111,1,17.11,1,0
1111,3,31.68,3,0
1026,6,24.32,6,0
1111,1,5.6,1,0
1111,1,3.32,1,0
1068,1,33.72,1,0
1111,1,22.48,1,0
1111,2,24.92,2,0
1111,1,13.88,1,0
803,9,65.24,9,0
1109,1,16.93,1,0
548,2,29.93,2,0
871,1,18.02,1,0
1106,2,28.58,2,0
170,42,297.84,36,3
966,1,7.02,1,0
830,1,3.24,1,0
987,6,29.24,6,0
1111,2,26.06,2,0
1111,1,10.88,1,0
1111,1,4.6,1,0
1111,5,24.99,4,0
1108,5,47.44,5,0
1111,1,6.4,1,0
1111,1,8.73,1,0
196,1,22.03,1,0
1111,1,3.47,1,0
790,4,48.95,4,0
437,6,53.27,6,0
832,2,16.01,2,0
850,1,10.16,1,0
961,4,53.45,3,0
1110,2,18.85,2,0
1110,1,4.44,1,0
444,4,34.94,4,0
1110,1,18.35,1,0
1110,1,56.93,1,0
1110,2,15.8,2,0
1109,1,14.98,1,0
686,3,32.48,3,0
896,2,37.17,2,0
720,2,35.72,2,0
1110,2,25.43,2,0
1103,6,15.75,6,0
1110,5,16.28,5,0
1110,1,33.71,1,0
1110,1,9.84,1,0
198,5,119.82,4,0
1089,6,51.69,6,0
1110,1,6.65,1,0
643,6,44.36,6,0
987,4,43.47,4,0
1110,1,32.78,1,0
702,7,145.75,7,0
1110,1,17.11,1,0
1110,1,11.52,1,0
1110,1,25.52,1,0
1110,2,4.12,2,0
1035,3,18.37,3,0
1110,1,4.6,1,0
1110,3,10.7,3,0
1110,1,8.34,1,0
1038,1,25.01,1,0
1030,3,32.61,2,0
687,9,100.08,8,0
545,5,46.68,4,0
1109,1,3.1,1,0
544,10,84.24,10,0
1109,1,6.65,1,0
744,3,49.42,3,0
1053,7,114.05,7,0
1109,2,31.38,2,0
1059,2,2.46,1,0
1109,3,21.05,3,0
736,1,22.58,1,0
1109,4,19.66,4,0
1109,1,2.3,1,0
1109,1,5.95,1,0
714,2,18.78,2,0
451,1,15.06,1,0
1109,5,15.92,5,0
687,2,35.15,2,0
798,3,23.98,3,0
580,2,9.33,2,0
1089,6,26.81,5,0
1099,2,31.0,2,0
489,4,65.92,4,0
934,4,31.7,3,0
1109,1,6.65,1,0
1109,1,17.11,1,0
1109,4,19.24,4,0
1109,5,16.04,4,0
1109,3,36.49,3,0
1109,4,20.57,4,0
1109,1,3.13,1,0
1109,1,23.2,1,0
1106,5,10.4,5,0
1101,4,40.18,4,0
1109,1,65.33,1,0
1109,1,23.2,1,0
1109,2,37.02,2,0
583,8,63.11,8,0
416,5,30.75,5,0
1108,1,14.06,1,0
1109,1,9.98,1,0
613,6,106.62,6,0
1109,3,38.49,3,0
1109,1,20.93,1,0
1109,1,7.39,1,0
452,2,27.8,2,0
1109,1,26.78,1,0
1096,2,23.71,1,0
1106,5,22.96,5,0
1106,1,11.67,1,0
1109,1,59.8,1,0
1109,6,18.48,6,0
1108,1,79.98,1,0
1108,1,-4.13,1,0
1108,2,11.72,2,0
359,7,44.61,6,0
1051,6,10.14,5,0
720,4,48.72,4,0
204,3,63.39,3,0
1045,6,47.77,6,0
995,2,31.64,2,0
1108,1,7.81,1,0
340,3,19.22,3,0
1108,4,24.99,4,0
1108,1,1.98,1,0
514,5,58.9,5,0
1088,1,9.17,1,0
354,24,177.65,19,0
1108,1,7.49,1,0
501,6,12.09,6,0
1108,1,1.46,1,0
1108,1,15.69,1,0
644,2,59.48,2,0
1108,1,59.8,1,0
1108,1,0.44,1,0
1108,1,3.93,1,0
240,1,7.09,1,0
397,25,180.12,24,0
469,33,204.74,28,3
1108,1,15.59,1,0
376,34,311.58,33,3
692,10,60.38,9,0
1108,1,10.28,1,0
1108,2,16.88,2,0
1108,2,15.31,2,0
1108,3,16.02,3,0
356,5,41.53,5,0
862,3,17.17,3,0
1108,2,21.34,2,0
1108,1,5.32,1,0
1108,1,14.06,1,0
1108,4,60.25,4,0
1101,1,6.27,1,0
1108,1,4.92,1,0
1028,2,4.78,2,0
1055,1,15.47,1,0
1108,3,28.9,3,0
1108,2,16.28,1,0
1046,7,68.08,7,0
198,10,175.85,7,0
920,4,31.43,4,0
1108,2,23.06,2,0
1108,4,30.27,4,0
858,12,39.28,12,0
639,5,70.05,4,0
1108,1,44.98,1,0
758,6,25.35,5,0
1107,1,36.64,1,0
870,1,15.36,1,0
1107,1,22.03,1,0
1107,1,6.22,1,0
886,1,21.14,1,0
1107,2,25.05,2,0
230,3,51.09,3,0
458,11,47.21,10,0
1107,1,14.29,1,0
1107,1,5.91,1,0
237,15,110.28,13,0
231,8,99.59,8,0
915,17,33.0,17,0
1106,5,31.4,5,0
1055,5,62.22,5,0
252,12,100.92,12,0
888,3,53.07,3,0
1107,1,20.85,1,0
1107,2,19.96,2,0
1107,2,42.76,1,0
1107,5,16.77,5,0
1107,2,31.98,1,0
679,4,85.57,4,0
717,23,108.38,21,0
550,2,43.55,2,0
1107,2,22.35,2,0
1010,5,21.7,4,0
1107,2,16.98,2,0
1107,3,12.64,3,0
1104,1,3.99,1,0
1107,1,2.93,1,0
237,1,18.49,1,0
1106,2,24.52,2,0
869,16,125.15,16,0
1107,10,44.69,9,0
1107,1,12.48,1,0
1089,3,8.41,3,0
1107,1,5.93,1,0
571,14,106.48,13,0
1107,1,22.99,1,0
1107,1,22.18,1,0
1107,4,30.09,4,0
1107,1,14.22,1,0
1107,1,17.11,1,0
891,5,36.42,5,0
1107,3,11.59,3,0
621,1,12.49,1,0
1106,1,6.92,1,0
1106,2,22.2,2,0
1106,1,5.22,1,0
1107,1,54.5,1,0
1106,1,19.97,1,0
1106,1,34.99,1,0
1106,2,3.15,2,0
575,5,104.51,5,0
1106,2,30.68,2,0
1106,4,35.07,4,0
1106,1,9.19,1,0
1106,2,23.47,2,0
631,5,89.91,5,0
1106,2,8.22,2,0
1051,6,167.02,6,0
674,20,104.08,16,0
1004,2,81.98,2,0
498,2,22.68,2,0
993,2,19.89,1,0
355,11,157.88,11,0
1106,1,1.42,1,0
1106,1,19.58,1,0
1106,2,12.92,1,0
649,2,11.5,2,0
931,3,37.33,3,0
994,1,25.02,1,0
1106,1,20.93,1,0
891,9,85.8,9,0
666,12,73.26,12,0
1106,1,17.11,1,0
1106,1,23.04,1,0
925,3,90.29,3,0
1105,1,5.44,1,0
1102,2,28.14,2,0
932,6,40.63,5,0
1105,4,35.33,2,0
1105,1,14.06,1,0
1098,2,63.98,2,0
1009,4,35.99,4,0
270,6,44.4,6,0
1105,1,6.27,1,0
1105,1,13.4,1,0
1105,1,16.46,1,0
1105,1,9.33,1,0
1105,1,6.46,1,0
1105,1,12.03,1,0
1105,1,7.68,1,0
1105,1,24.97,1,0
1105,1,20.93,1,0
624,2,20.36,2,0
1105,4,29.33,3,0
729,4,38.07,2,0
1105,1,28.74,1,0
1105,1,85.68,1,0
1105,1,5.44,1,0
1105,1,13.93,1,0
779,4,32.9,4,0
196,7,95.85,6,0
224,3,41.33,3,0
1105,1,6.94,1,0
1105,1,19.19,1,0
1105,1,16.8,1,0
828,9,48.8,9,0
926,11,87.49,8,0
1105,1,22.88,1,0
283,1,10.24,1,0
1105,3,20.25,3,0
711,3,29.42,3,0
1104,3,40.18,3,0
1104,1,25.52,1,0
1104,1,34.99,1,0
1104,1,19.34,1,0
921,14,235.71,14,0
1104,1,5.0,1,0
1104,3,11.09,2,0
431,4,73.17,4,0
1043,6,38.87,6,0
1104,5,49.74,5,0
1104,1,11.94,1,0
1104,2,35.7,1,0
1104,1,11.67,1,0
1104,1,6.71,1,0
1104,1,2.3,1,0
1104,2,12.78,1,0
1104,2,9.42,2,0
1104,2,9.98,1,0
1104,1,12.03,1,0
1104,3,41.25,3,0
1104,2,10.66,2,0
1104,1,6.54,1,0
1104,1,85.68,1,0
1088,5,52.5,5,0
606,9,85.02,6,0
1104,1,25.5,1,0
1103,2,4.54,2,0
426,2,55.45,2,0
1103,1,45.76,1,0
205,16,111.34,16,0
665,6,45.4,6,0
1103,4,11.37,4,0
1038,2,28.42,1,0
1027,4,186.9,3,0
1103,1,27.95,1,0
1103,3,26.23,3,0
1103,2,19.96,1,0
1103,1,38.38,1,0
457,2,191.62,2,0
1103,1,72.95,1,0
1103,1,34.33,1,0
1103,1,25.52,1,0
1103,1,29.51,1,0
1103,1,15.35,1,0
350,9,111.18,8,0
1103,2,10.25,2,0
1103,2,16.99,2,0
1060,2,64.17,2,0
1103,1,9.19,1,0
1103,3,27.68,3,0
1089,4,39.63,3,0
1103,10,69.82,10,0
1019,6,61.82,6,0
1103,4,32.74,4,0
858,2,40.15,2,0
1066,8,80.74,8,0
1098,4,25.12,4,0
943,4,25.44,4,0
1102,6,31.98,3,0
914,16,114.66,16,0
1102,1,10.73,1,0
1102,1,2.18,1,0
1102,1,15.52,1,0
1102,2,38.22,2,0
356,3,59.1,3,0
1101,1,20.75,1,0
1099,1,25.02,1,0
1102,1,32.3,1,0
1102,1,44.13,1,0
1102,2,30.3,2,0
1102,1,2.83,1,0
1102,2,12.1,2,0
1102,1,42.49,1,0
931,23,116.57,22,0
1102,2,17.35,1,0
812,9,68.58,8,0
1102,7,44.12,6,0
1102,5,47.93,3,0
232,5,43.58,5,0
480,12,64.11,11,0
1001,4,52.42,4,0
1102,1,5.35,1,0
1102,1,17.52,1,0
1102,1,19.85,1,0
1101,3,13.95,3,0
236,1,4.48,1,0
901,2,72.92,2,0
1101,1,4.95,1,0
1101,2,6.64,1,0
1101,1,25.52,1,0
688,5,14.6,5,0
231,3,85.99,3,0
1101,1,11.13,1,0
1101,1,30.5,1,0
1101,1,6.65,1,0
1101,1,14.42,1,0
1098,7,103.17,4,0
1101,1,8.35,1,0
1093,3,46.68,3,0
1101,1,25.5,1,0
1101,1,10.97,1,0
1101,1,4.44,1,0
1098,2,28.25,1,0
1101,6,22.55,6,0
1101,1,124.67,1,0
638,11,122.25,11,0
1101,1,2.42,1,0
267,10,137.54,10,0
1101,1,13.8,1,0
1101,1,3.47,1,0
1101,2,21.06,2,0
1101,2,60.27,2,0
1101,1,19.58,1,0
1101,1,6.65,1,0
514,8,102.87,7,0
1101,1,6.27,1,0
1101,3,7.44,3,0
1101,1,8.63,1,0
1100,1,6.64,1,0
1100,1,9.72,1,0
1100,2,10.85,2,0
223,3,25.03,3,0
1100,1,17.52,1,0
982,2,21.45,2,0
1100,1,17.68,1,0
199,18,131.73,18,0
1100,1,6.64,1,0
1100,1,12.37,1,0
1100,1,11.2,1,0
1096,1,33.98,1,0
1100,1,3.18,1,0
1100,5,36.74,5,0
1100,1,2.48,1,0
1100,1,20.53,1,0
1100,3,41.97,3,0
1100,1,9.33,1,0
1100,2,19.1,2,0
1100,1,41.63,1,0
1100,2,12.37,2,0
1100,5,14.33,5,0
1100,1,16.64,1,0
1043,3,29.98,3,0
1100,1,37.12,1,0
1100,1,8.99,1,0
396,2,33.86,2,0
1100,1,47.5,1,0
1100,1,29.66,1,0
1097,2,24.58,2,0
1100,5,32.74,5,0
476,2,19.62,2,0
879,3,40.49,3,0
1099,1,3.18,1,0
1097,1,34.99,1,0
1099,14,71.3,11,0
547,2,40.97,2,0
503,7,112.66,5,0
947,2,96.72,2,0
1099,3,7.92,1,0
974,3,42.64,2,0
1099,1,4.16,1,0
1004,2,4.66,2,0
877,16,85.32,10,0
871,2,34.16,2,0
1099,1,5.95,1,0
1099,6,21.94,5,0
814,10,51.62,10,0
1099,1,56.93,1,0
808,16,53.35,16,0
1099,1,19.58,1,0
1099,1,6.3,1,0
1099,1,2.58,1,0
425,4,28.43,4,0
1099,1,6.31,1,0
333,13,124.85,11,0
1099,8,22.72,8,0
1099,1,11.75,1,0
1099,2,42.18,1,0
1099,1,16.03,1,0
1090,3,69.97,3,0
1099,1,20.82,1,0
625,9,65.07,9,0
1099,1,17.11,1,0
1099,1,11.41,1,0
258,20,143.57,17,0
1098,1,35.51,1,0
1098,2,41.23,2,0
569,11,35.41,11,0
1098,1,24.25,1,0
871,6,77.2,5,0
321,4,31.16,4,0
1098,1,30.5,1,0
1098,1,3.29,1,0
1098,2,14.94,1,0
897,4,75.51,1,0
243,2,60.16,2,0
1098,1,6.32,1,0
1098,1,4.42,1,0
366,2,10.52,2,0
1098,1,4.97,1,0
1098,3,73.64,3,0
1098,4,22.79,4,0
844,3,72.87,3,0
1098,1,61.54,1,0
1098,1,10.14,1,0
424,2,29.82,2,0
1097,5,93.02,5,0
352,5,28.76,5,0
1097,1,4.26,1,0
1097,1,11.73,1,0
1097,8,39.11,5,0
1000,7,45.81,7,0
1097,1,10.92,1,0
1097,1,14.06,1,0
1097,3,30.71,3,0
1097,1,25.52,1,0
1044,3,61.38,3,0
1097,4,32.16,4,0
780,8,58.59,8,0
1097,1,22.48,1,0
1097,1,2.81,1,0
1097,1,2.64,1,0
1097,1,6.82,1,0
1037,6,41.96,6,0
846,3,89.68,3,0
1097,4,27.48,4,0
1097,1,23.46,1,0
1097,1,2.84,1,0
1023,3,7.66,3,0
1097,1,4.32,1,0
1011,6,59.03,6,0
1024,6,8.88,4,0
1064,8,67.01,8,0
1097,2,8.28,2,0
1097,1,34.99,1,0
1097,1,31.72,1,0
1088,2,6.71,1,0
820,16,155.15,15,0
1096,1,6.65,1,0
1096,3,23.6,3,0
987,4,70.5,4,0
1096,3,13.97,3,0
1096,1,5.49,1,0
1092,1,14.06,1,0
1096,1,0.53,1,0
1096,4,42.77,4,0
628,15,182.66,15,0
205,2,6.67,2,0
1096,2,16.99,2,0
1014,2,24.96,2,0
1096,1,5.5,1,0
1096,1,3.98,1,0
1096,1,5.86,1,0
1096,1,37.5,1,0
1044,3,25.79,3,0
1096,3,4.53,1,0
494,7,152.92,7,0
1095,4,20.28,4,0
1095,1,18.2,1,0
1095,1,31.27,1,0
1018,4,27.9,4,0
855,6,92.89,5,0
1095,1,10.32,1,0
1095,1,34.13,1,0
1095,1,9.33,1,0
910,3,57.59,3,0
1095,1,3.31,1,0
1092,7,95.35,5,0
1094,1,29.66,1,0
385,3,37.12,3,0
967,5,130.81,4,0
1095,1,19.91,1,0
1093,2,2.44,2,0
1095,1,1.65,1,0
1094,3,48.19,3,0
1095,2,10.25,2,0
1094,4,69.01,3,0
1094,1,23.63,1,0
1094,1,14.98,1,0
1080,5,35.69,5,0
1094,1,4.32,1,0
1094,1,24.25,1,0
1094,1,37.5,1,0
1094,1,6.65,1,0
1094,4,16.83,3,0
1094,8,286.85,8,0
1094,1,35.24,1,0
1094,1,6.27,1,0
1094,2,23.01,2,0
1094,1,17.22,1,0
1094,1,1.51,1,0
1094,1,19.58,1,0
700,6,28.11,5,0
1093,1,4.97,1,0
1093,1,18.7,1,0
1071,2,31.83,2,0
1093,3,15.64,3,0
1093,2,13.96,2,0
1093,1,22.48,1,0
1093,1,59.8,1,0
1093,1,56.93,1,0
1067,4,187.39,3,0
1069,2,18.64,2,0
1093,4,37.05,4,0
1093,1,19.97,1,0
1093,1,19.99,1,0
864,26,151.78,20,0
1091,3,30.45,3,0
1093,1,59.35,1,0
1093,1,6.98,1,0
1093,2,14.3,2,0
982,7,66.75,6,0
1093,1,17.18,1,0
1093,1,18.23,1,0
1093,1,9.14,1,0
280,63,619.15,54,3
783,2,14.55,2,0
782,2,37.45,2,0
1080,4,48.43,3,0
1093,1,98.0,1,0
1093,1,20.7,1,0
1070,2,45.23,2,0
628,7,36.81,6,0
639,3,23.38,3,0
1093,5,63.12,5,0
286,11,119.48,5,0
1092,1,34.46,1,0
1092,1,29.28,1,0
1094,1,23.0,1,0
1093,1,34.51,1,0
1092,1,1.49,1,0
1092,6,46.51,5,0
1092,4,51.77,3,0
971,4,85.85,3,0
1092,1,17.74,1,0
1092,3,6.48,3,0
1084,4,23.36,4,0
987,5,49.2,5,0
1092,1,40.77,1,0
858,4,73.15,4,0
1091,2,18.14,2,0
1092,1,53.74,1,0
507,15,68.83,12,0
624,5,25.27,5,0
1092,2,24.06,2,0
989,3,24.49,2,0
932,4,218.45,3,0
1092,1,4.15,1,0
1092,1,5.39,1,0
1092,1,6.97,1,0
