recency,frequency,monetary,variety,kmeans_cluster
1092,2,20.6,2,0
956,3,17.4,3,0
397,5,67.62,4,0
1092,12,32.64,7,0
1092,2,47.81,2,0
1092,2,40.97,1,0
567,11,65.03,11,0
1092,2,12.0,2,0
1092,1,4.53,1,0
1092,2,20.24,2,0
429,9,158.85,8,0
1092,1,10.41,1,0
1092,2,21.23,2,0
996,3,22.53,3,0
843,3,34.29,3,0
828,3,31.73,2,0
501,5,29.31,5,0
1091,2,35.62,2,0
1091,1,32.48,1,0
527,17,158.57,15,0
1024,3,23.44,2,0
1091,3,32.06,3,0
1091,2,14.78,2,0
1091,2,12.21,2,0
1091,2,49.94,2,0
252,30,135.73,23,0
1091,5,26.51,5,0
1091,1,10.43,1,0
1091,1,14.01,1,0
1091,1,28.99,1,0
981,1,6.31,1,0
1091,6,21.08,6,0
1091,1,50.43,1,0
1091,3,27.15,2,0
868,2,23.66,2,0
373,1,7.83,1,0
1091,3,5.99,3,0
873,3,31.32,3,0
825,7,76.24,7,0
1091,1,9.72,1,0
1091,1,9.58,1,0
1091,1,32.24,1,0
509,12,79.75,12,0
1091,1,7.05,1,0
1091,2,37.49,2,0
885,2,24.26,2,0
1091,7,22.54,7,0
1091,2,29.44,2,0
1091,1,27.69,1,0
1091,1,5.24,1,0
1091,1,10.07,1,0
580,4,41.19,4,0
1090,1,32.88,1,0
772,6,57.56,6,0
1090,1,4.6,1,0
953,10,185.87,6,0
1087,3,24.48,3,0
1090,1,1.23,1,0
1090,1,33.1,1,0
1090,1,27.95,1,0
1090,1,1.98,1,0
1090,3,22.24,3,0
1090,1,5.49,1,0
1090,1,26.64,1,0
1090,5,26.12,5,0
1090,1,20.99,1,0
1090,3,11.53,3,0
1090,1,0.45,1,0
1090,1,8.14,1,0
1072,2,54.1,2,0
1090,1,10.36,1,0
1085,4,29.76,4,0
1089,4,11.16,4,0
1090,1,11.87,1,0
1090,1,25.82,1,0
1090,2,49.18,2,0
1033,4,42.83,3,0
1090,3,29.67,3,0
1089,8,18.22,8,0
609,3,57.44,3,0
640,11,73.58,11,0
553,5,79.15,2,0
1089,1,9.72,1,0
1089,1,13.63,1,0
1089,2,8.47,2,0
1089,2,26.48,2,0
539,25,167.47,19,0
887,4,88.0,4,0
1089,2,30.2,2,0
915,9,110.22,9,0
1089,11,121.3,5,0
1089,1,12.94,1,0
1089,1,4.01,1,0
1089,6,54.75,4,0
1089,1,20.82,1,0
1089,1,7.49,1,0
1076,3,24.94,3,0
1089,3,16.92,3,0
1089,3,16.74,2,0
358,3,32.27,3,0
1089,2,14.16,2,0
712,13,110.26,13,0
1086,6,17.61,4,0
1089,3,7.84,3,0
181,2,13.46,2,0
1089,1,30.98,1,0
1089,1,56.53,1,0
1089,2,6.98,2,0
1089,1,16.99,1,0
1088,5,60.58,5,0
1089,1,1.76,1,0
1089,2,35.06,2,0
1088,2,9.8,2,0
1045,8,49.35,8,0
1089,1,15.35,1,0
995,1,5.65,1,0
1089,3,3.24,3,0
225,3,76.53,3,0
1089,2,33.57,2,0
1089,1,14.98,1,0
1089,1,116.0,1,0
1089,1,6.0,1,0
1089,1,5.86,1,0
1089,2,9.66,2,0
541,35,143.93,34,3
1089,1,14.06,1,0
1089,1,10.04,1,0
1089,1,21.63,1,0
1068,2,28.12,2,0
1089,4,16.97,4,0
1089,1,6.41,1,0
338,30,126.82,28,3
1088,1,6.56,1,0
1088,1,7.2,1,0
1057,9,53.77,5,0
1088,1,27.4,1,0
1088,4,21.07,4,0
1088,1,9.82,1,0
1089,1,18.31,1,0
1088,3,31.85,3,0
1088,7,21.01,5,0
1088,1,21.29,1,0
1088,1,6.98,1,0
568,14,120.9,12,0
1088,4,25.07,4,0
526,2,29.32,2,0
1049,12,43.15,11,0
1087,3,15.71,3,0
1088,3,76.0,3,0
1088,1,10.55,1,0
1081,2,22.84,2,0
1088,7,15.95,5,0
907,9,92.09,9,0
806,4,27.04,4,0
1088,1,2.93,1,0
1088,4,10.06,4,0
1088,1,2.41,1,0
1088,1,4.01,1,0
1081,6,41.71,5,0
1088,3,43.59,3,0
987,7,26.13,7,0
1088,1,2.41,1,0
1088,4,29.93,4,0
413,20,105.01,13,0
662,8,75.9,6,0
1051,1,23.33,1,0
1088,1,20.17,1,0
1087,1,98.13,1,0
1088,1,41.32,1,0
977,7,46.5,7,0
1088,2,23.32,2,0
1088,4,11.36,4,0
1088,3,14.91,3,0
916,2,25.08,1,0
1088,2,14.0,2,0
1088,2,24.15,2,0
1088,6,45.66,6,0
1074,1,16.53,1,0
973,1,46.75,1,0
1088,5,42.94,4,0
1080,2,8.99,1,0
1088,1,14.81,1,0
1016,6,101.0,6,0
1088,2,11.24,2,0
1088,1,13.04,1,0
1088,3,4.17,2,0
1088,1,7.51,1,0
1088,1,9.72,1,0
1088,1,16.06,1,0
1088,6,29.46,5,0
1088,2,18.83,2,0
1088,1,24.23,1,0
1088,6,13.17,2,0
1088,2,17.86,2,0
1071,4,60.98,3,0
1083,4,16.39,3,0
1074,1,38.53,1,0
1088,3,15.76,3,0
1088,1,16.66,1,0
1088,1,38.98,1,0
1088,5,16.79,5,0
674,3,112.81,2,0
1088,2,30.6,2,0
1087,2,8.8,2,0
1088,1,3.68,1,0
1088,1,9.52,1,0
1088,1,5.95,1,0
1088,4,25.35,4,0
422,17,279.4,16,0
1087,8,19.21,7,0
1087,3,10.38,3,0
1087,1,9.99,1,0
278,8,98.56,5,0
1087,1,5.42,1,0
434,2,78.84,2,0
1087,2,15.11,2,0
1014,1,16.03,1,0
1087,1,4.46,1,0
719,6,29.0,5,0
576,10,139.79,8,0
807,6,43.64,5,0
1087,1,6.69,1,0
400,5,50.94,4,0
1087,3,9.24,3,0
1087,1,13.38,1,0
1087,4,16.87,4,0
1087,2,24.44,2,0
1087,1,7.49,1,0
1087,1,5.41,1,0
680,3,44.33,3,0
1087,1,7.52,1,0
1087,1,9.79,1,0
938,1,14.99,1,0
1086,1,30.98,1,0
501,2,36.59,2,0
1087,2,12.87,2,0
1084,2,20.06,2,0
1087,8,10.8,8,0
948,1,7.53,1,0
864,4,3.87,2,0
1087,3,13.15,2,0
1087,1,15.49,1,0
1043,3,17.11,3,0
217,15,140.58,14,0
1082,3,22.71,3,0
1087,1,1.94,1,0
1074,2,7.51,2,0
1087,3,18.25,3,0
1087,1,9.33,1,0
1087,6,59.38,6,0
1087,2,4.78,1,0
1056,2,16.12,2,0
1087,1,3.47,1,0
1087,1,5.61,1,0
1087,1,3.35,1,0
1087,1,4.72,1,0
1087,1,8.07,1,0
1086,2,7.14,2,0
1087,1,3.98,1,0
962,6,60.44,6,0
1087,1,9.4,1,0
1087,2,7.88,2,0
522,16,160.38,15,0
1087,1,6.94,1,0
1083,5,104.63,5,0
1087,3,50.34,3,0
876,17,76.23,14,0
890,3,21.49,2,0
1087,1,17.22,1,0
230,8,67.69,8,0
1087,1,23.33,1,0
1087,1,4.82,1,0
1087,1,9.66,1,0
1087,1,27.61,1,0
437,2,25.06,2,0
1087,2,12.83,2,0
1087,6,15.18,5,0
174,27,211.52,20,0
983,7,14.68,7,0
1021,14,56.24,14,0
813,22,153.82,22,0
1086,3,16.46,3,0
1087,1,21.63,1,0
975,3,5.28,3,0
1087,1,6.82,1,0
1087,1,15.35,1,0
1086,1,13.74,1,0
832,3,25.55,3,0
1086,1,3.39,1,0
1086,1,22.47,1,0
1086,1,10.41,1,0
1086,2,7.01,2,0
337,6,64.47,5,0
1086,1,29.5,1,0
499,16,289.38,16,0
1086,1,5.68,1,0
1086,2,10.68,2,0
1086,2,8.44,2,0
1086,11,58.02,11,0
1086,3,19.97,3,0
1086,1,20.47,1,0
873,4,35.14,4,0
1086,1,11.41,1,0
652,2,12.48,1,0
1086,2,21.63,2,0
1083,2,32.97,2,0
1086,1,21.08,1,0
1086,1,16.44,1,0
716,10,102.18,10,0
1086,2,21.44,2,0
1086,3,18.34,3,0
335,2,28.26,2,0
1055,7,77.65,6,0
1065,3,83.74,2,0
1019,11,69.31,8,0
1086,2,21.23,2,0
1086,1,20.66,1,0
273,3,30.96,3,0
1086,2,26.84,2,0
831,17,136.25,17,0
1086,1,12.94,1,0
1086,1,7.48,1,0
1086,1,13.63,1,0
1086,1,6.98,1,0
1080,1,7.43,1,0
1086,5,51.61,5,0
1086,1,33.1,1,0
1086,1,6.94,1,0
1086,9,114.75,6,0
1086,3,9.34,3,0
1086,2,6.47,2,0
1075,7,58.71,7,0
1086,1,14.81,1,0
1086,4,33.19,4,0
1086,3,11.09,3,0
1086,2,12.21,2,0
1086,1,0.44,1,0
1086,2,7.33,2,0
1086,2,15.29,2,0
1086,1,30.98,1,0
1086,4,10.51,4,0
545,9,147.43,9,0
1086,3,24.21,3,0
1086,5,5.2,4,0
1086,1,3.96,1,0
1086,1,17.11,1,0
942,3,30.31,3,0
278,2,14.72,2,0
1086,6,25.71,5,0
1085,1,5.6,1,0
173,118,1467.99,89,3
1086,1,15.35,1,0
729,3,2.28,2,0
1085,4,44.68,4,0
508,7,77.08,7,0
1085,1,29.75,1,0
516,13,67.97,13,0
1085,1,37.44,1,0
1085,1,11.33,1,0
1052,14,128.92,14,0
1085,3,36.49,2,0
1085,5,38.94,5,0
1084,3,27.56,3,0
1085,1,8.32,1,0
1079,5,97.89,5,0
1085,3,26.91,3,0
1078,1,44.22,1,0
1003,2,66.71,2,0
1001,1,5.28,1,0
1085,1,8.32,1,0
1056,2,8.66,2,0
1080,2,13.39,2,0
1085,2,6.0,2,0
991,2,75.17,2,0
508,4,39.86,4,0
1085,1,5.34,1,0
1082,5,19.26,4,0
777,5,28.35,4,0
1085,6,15.59,6,0
1084,1,30.98,1,0
608,5,62.5,5,0
1085,1,22.48,1,0
501,2,20.41,2,0
588,13,57.78,12,0
1084,3,13.81,3,0
963,9,17.35,4,0
1084,8,53.6,8,0
642,8,191.2,8,0
1084,1,15.47,1,0
1084,2,14.78,2,0
1018,7,30.2,7,0
1084,8,59.19,8,0
1084,3,9.34,3,0
587,3,30.64,3,0
1084,1,9.08,1,0
1084,6,102.45,6,0
1084,1,13.51,1,0
1084,1,30.7,1,0
1084,1,2.49,1,0
1084,1,22.67,1,0
1084,1,16.01,1,0
1000,7,21.18,7,0
1084,4,14.77,2,0
1084,1,3.82,1,0
1029,3,21.49,3,0
1043,8,27.53,8,0
1084,1,4.93,1,0
1084,1,11.83,1,0
1084,3,23.77,3,0
1084,2,8.1,2,0
1084,2,4.98,2,0
1084,1,21.63,1,0
1084,1,24.0,1,0
1084,1,20.66,1,0
1084,1,1.78,1,0
1084,3,3.12,3,0
1084,1,7.53,1,0
949,1,17.48,1,0
520,13,64.57,10,0
1084,1,6.81,1,0
1084,6,18.78,6,0
1084,2,103.04,2,0
752,6,41.64,5,0
1084,1,9.99,1,0
772,3,34.11,3,0
1084,2,22.48,2,0
1084,1,57.6,1,0
1084,3,9.4,3,0
367,11,64.4,11,0
1074,3,19.49,3,0
1084,1,7.46,1,0
1084,2,24.77,2,0
1045,5,56.75,4,0
1084,1,26.63,1,0
974,8,66.64,7,0
1084,3,14.62,3,0
920,11,47.98,11,0
1084,1,17.49,1,0
1084,4,28.98,4,0
1082,1,1.02,1,0
1072,5,52.9,4,0
1084,1,25.38,1,0
1083,2,28.97,2,0
1035,3,38.82,2,0
196,41,489.72,29,3
543,14,120.26,12,0
1083,1,9.14,1,0
1084,1,2.81,1,0
1083,1,22.48,1,0
417,9,70.89,9,0
689,3,126.16,2,0
1083,1,27.61,1,0
814,9,68.29,9,0
1083,1,7.54,1,0
1083,1,15.07,1,0
773,2,142.4,1,0
1083,1,9.72,1,0
1050,3,90.99,1,0
993,11,181.34,10,0
685,7,97.82,6,0
1083,2,2.22,1,0
1083,1,27.35,1,0
1083,1,9.99,1,0
1083,1,7.48,1,0
1083,1,5.75,1,0
818,8,45.28,7,0
1026,2,15.84,2,0
1083,1,5.18,1,0
1012,2,28.66,2,0
181,18,103.21,16,0
651,2,21.39,2,0
934,3,45.34,3,0
278,14,86.4,13,0
1083,1,7.36,1,0
1083,1,11.0,1,0
1082,2,26.66,2,0
1007,23,172.3,20,0
1083,1,22.48,1,0
974,2,30.93,2,0
1082,8,90.71,8,0
1082,1,16.66,1,0
622,11,72.11,11,0
879,13,80.17,10,0
567,2,58.4,1,0
1082,1,13.59,1,0
1082,3,19.53,3,0
1082,1,30.33,1,0
1082,4,41.95,4,0
1080,2,14.28,2,0
1082,1,22.13,1,0
1082,1,27.95,1,0
1082,5,17.24,5,0
1082,1,17.22,1,0
1082,1,52.44,1,0
1076,1,22.13,1,0
397,8,50.45,7,0
1082,2,15.81,2,0
1082,1,34.99,1,0
1082,1,23.12,1,0
1082,1,8.06,1,0
1082,1,6.0,1,0
1082,1,10.31,1,0
1082,5,31.52,2,0
1082,1,30.78,1,0
367,8,52.86,8,0
1082,5,24.32,5,0
1082,1,0.86,1,0
1082,3,14.93,3,0
904,5,85.1,4,0
350,4,24.45,2,0
1081,2,6.17,2,0
1081,1,9.14,1,0
1081,2,25.88,2,0
1081,1,60.81,1,0
1081,4,6.6,2,0
1081,1,24.99,1,0
1081,1,18.23,1,0
1081,3,10.11,2,0
1081,4,22.78,4,0
1081,1,19.97,1,0
1081,1,15.75,1,0
1081,1,8.07,1,0
1081,1,11.08,1,0
1081,1,9.4,1,0
1081,3,17.56,3,0
1081,1,12.79,1,0
1081,1,17.24,1,0
1081,1,8.06,1,0
1081,1,16.47,1,0
629,8,68.73,8,0
1081,1,12.79,1,0
1081,1,34.99,1,0
1031,2,23.81,2,0
1081,1,4.99,1,0
1081,1,29.66,1,0
1081,2,21.11,2,0
446,19,99.44,16,0
840,2,37.07,2,0
753,16,86.68,14,0
287,20,149.35,18,0
1075,4,26.61,4,0
1081,1,2.67,1,0
1081,2,4.73,2,0
1080,1,16.75,1,0
727,5,53.62,5,0
1080,1,22.69,1,0
1080,3,15.3,3,0
422,6,36.36,6,0
1080,1,57.92,1,0
267,12,131.69,11,0
1080,1,27.57,1,0
874,2,24.35,2,0
1049,6,29.74,5,0
1080,4,26.54,2,0
713,10,60.56,9,0
1000,4,74.76,3,0
1080,1,14.1,1,0
988,1,41.51,1,0
1080,1,11.04,1,0
1080,1,5.36,1,0
1080,2,6.54,2,0
639,8,75.58,8,0
1080,1,34.31,1,0
1056,2,24.09,2,0
1080,2,7.21,2,0
1058,1,6.73,1,0
1080,1,30.18,1,0
380,4,28.0,4,0
896,18,84.5,18,0
1080,3,12.12,3,0
207,4,53.35,4,0
870,1,7.71,1,0
1080,7,21.73,7,0
1080,1,60.81,1,0
900,5,18.78,5,0
1080,4,31.41,4,0
1079,1,1.86,1,0
1080,1,4.66,1,0
503,4,25.62,4,0
1080,7,30.28,7,0
1055,9,74.32,9,0
1080,1,17.66,1,0
1080,1,7.52,1,0
1080,1,11.17,1,0
1080,1,13.41,1,0
1080,15,75.12,13,0
1080,3,34.17,3,0
1080,1,15.41,1,0
376,3,62.62,3,0
634,9,29.4,9,0
817,7,19.47,7,0
1080,1,3.35,1,0
1079,3,20.6,3,0
1078,2,33.91,2,0
1079,1,18.08,1,0
1079,1,17.11,1,0
316,2,74.09,2,0
434,9,185.63,4,0
1079,1,20.7,1,0
1079,3,32.36,3,0
525,7,87.02,7,0
1079,5,20.85,3,0
1079,2,8.14,1,0
1079,2,6.65,2,0
1079,3,6.68,3,0
1079,1,9.65,1,0
872,11,62.19,11,0
441,38,120.42,31,3
1077,2,6.74,2,0
1079,3,49.15,2,0
1079,1,15.81,1,0
1079,1,13.6,1,0
1079,1,9.81,1,0
1079,3,85.08,3,0
1044,2,9.16,2,0
872,12,111.89,12,0
1079,1,8.06,1,0
581,3,52.95,3,0
1024,4,19.36,4,0
1079,1,29.0,1,0
1079,1,59.8,1,0
1078,1,21.08,1,0
854,8,156.53,7,0
1078,8,48.63,7,0
1078,4,65.58,4,0
1078,1,9.14,1,0
499,3,39.39,3,0
1078,1,8.96,1,0
1075,1,34.99,1,0
1078,1,103.31,1,0
1085,1,3.47,1,0
1078,2,7.07,2,0
446,28,314.39,24,3
1078,1,2.64,1,0
1073,21,59.54,13,0
792,5,78.82,3,0
923,3,11.45,2,0
1077,2,28.13,2,0
1078,1,16.63,1,0
1078,1,9.78,1,0
678,5,61.11,5,0
1078,1,7.1,1,0
1078,1,16.32,1,0
1037,2,-1.53,2,0
1078,1,25.97,1,0
1004,4,63.51,4,0
1077,1,9.14,1,0
1077,1,5.49,1,0
779,17,127.14,17,0
741,5,37.67,5,0
1077,3,36.63,3,0
1077,1,15.71,1,0
1077,1,18.23,1,0
1077,1,4.91,1,0
1077,1,24.93,1,0
1077,3,-7.18,2,0
1077,1,9.33,1,0
1077,3,43.81,3,0
1030,2,23.3,1,0
268,3,32.95,3,0
1077,2,17.39,2,0
1077,4,11.41,4,0
1077,1,17.68,1,0
1050,5,7.99,5,0
967,5,44.81,3,0
1077,1,5.11,1,0
1076,5,20.82,5,0
1077,1,4.14,1,0
169,22,577.45,15,3
1077,3,42.51,3,0
1077,1,14.06,1,0
644,5,70.0,5,0
1077,3,10.55,3,0
1065,8,34.45,8,0
1077,1,14.95,1,0
1077,2,16.5,2,0
1077,3,23.28,3,0
226,8,49.06,5,0
1077,1,26.85,1,0
1077,2,13.08,2,0
1077,2,16.19,2,0
692,2,29.63,2,0
1077,1,4.37,1,0
1077,1,18.09,1,0
1077,2,30.69,2,0
359,7,146.42,7,0
191,20,208.4,19,0
1042,2,14.77,2,0
571,22,150.93,21,0
1019,3,134.83,2,0
1076,1,12.79,1,0
300,14,147.9,12,0
870,1,8.21,1,0
278,3,264.48,2,0
411,9,143.37,9,0
1074,1,14.95,1,0
1076,1,14.25,1,0
1076,2,35.68,2,0
1046,8,39.71,6,0
1076,1,20.66,1,0
1076,2,27.53,2,0
1076,1,31.68,1,0
1076,2,7.46,1,0
1076,4,53.15,4,0
689,25,189.54,24,0
728,9,49.64,8,0
830,7,52.36,7,0
1076,1,56.93,1,0
1076,1,7.06,1,0
534,2,45.46,2,0
1076,1,22.9,1,0
957,6,128.95,4,0
1076,2,9.63,2,0
1076,4,9.92,4,0
1076,1,0.89,1,0
1074,2,22.99,2,0
1076,1,5.35,1,0
1075,1,98.0,1,0
866,6,37.1,6,0
1075,1,3.98,1,0
806,4,38.52,4,0
1076,1,15.35,1,0
1075,2,3.51,2,0
378,3,35.09,3,0
1075,2,33.18,1,0
1075,1,11.08,1,0
981,1,14.25,1,0
886,2,35.52,2,0
1075,4,6.88,4,0
768,17,103.38,11,0
1072,2,26.92,2,0
1062,3,25.6,2,0
506,2,61.89,2,0
688,8,60.13,8,0
379,13,70.07,11,0
570,10,54.25,9,0
872,1,14.48,1,0
214,26,189.3,22,0
1047,10,18.72,9,0
1075,2,33.23,2,0
1072,4,26.25,3,0
552,1,14.99,1,0
1075,1,9.14,1,0
1075,5,25.92,3,0
1075,1,17.9,1,0
1075,2,16.29,2,0
687,1,7.57,1,0
1075,1,37.5,1,0
1075,1,14.06,1,0
1075,2,29.01,2,0
1075,1,18.09,1,0
644,16,70.64,15,0
1075,1,13.69,1,0
709,3,20.12,3,0
1044,1,18.2,1,0
1022,2,20.71,2,0
1075,3,13.35,3,0
1055,7,24.3,7,0
1074,5,27.12,4,0
1074,1,17.9,1,0
864,14,219.79,14,0
832,1,6.98,1,0
1032,1,9.89,1,0
1074,1,30.84,1,0
1074,4,16.45,4,0
1074,2,35.41,2,0
1074,9,71.82,9,0
1074,2,11.4,2,0
499,2,34.37,2,0
1074,2,27.89,2,0
1074,1,19.15,1,0
1074,1,27.61,1,0
1074,2,26.49,2,0
1074,1,10.32,1,0
1074,1,7.49,1,0
1074,1,17.3,1,0
1074,2,22.54,2,0
1074,5,39.22,4,0
1074,1,10.81,1,0
823,1,9.98,1,0
914,4,40.9,3,0
1074,1,22.39,1,0
1070,2,49.86,1,0
1074,1,15.09,1,0
1020,2,48.64,2,0
1074,2,21.66,2,0
1074,2,46.13,2,0
1074,1,1.8,1,0
1041,5,83.45,5,0
1074,1,4.66,1,0
1074,1,7.19,1,0
808,3,27.13,3,0
1074,2,27.89,2,0
1073,1,16.67,1,0
1073,2,2.5,2,0
1073,1,9.72,1,0
1073,1,8.68,1,0
1039,3,82.93,1,0
443,1,23.39,1,0
991,8,87.64,8,0
1073,1,16.49,1,0
499,2,14.94,2,0
1073,3,29.44,3,0
384,4,43.85,4,0
1073,2,36.12,2,0
1073,3,19.62,3,0
1073,2,27.02,2,0
1073,2,21.81,2,0
1073,1,18.09,1,0
471,4,160.59,4,0
1073,1,25.5,1,0
1073,1,3.54,1,0
1073,3,26.39,3,0
876,4,13.64,3,0
1073,1,11.66,1,0
1073,1,6.98,1,0
1073,1,3.99,1,0
889,2,64.75,2,0
1073,1,11.17,1,0
1059,4,6.05,4,0
1073,4,15.29,4,0
1073,1,43.9,1,0
1073,1,9.72,1,0
1073,1,1.75,1,0
1073,1,35.99,1,0
1073,3,25.51,3,0
1073,1,25.02,1,0
1073,1,35.99,1,0
1073,1,10.43,1,0
404,7,81.58,7,0
565,46,593.49,32,3
1073,5,78.58,5,0
1073,1,3.06,1,0
1072,3,5.23,3,0
554,38,402.38,27,3
1001,4,69.09,3,0
1072,1,9.77,1,0
361,6,43.57,6,0
1072,2,43.27,2,0
1014,3,21.45,3,0
701,1,8.88,1,0
1072,3,15.75,1,0
1072,1,9.33,1,0
648,2,15.21,2,0
1072,1,32.78,1,0
1072,3,20.98,3,0
328,39,191.95,28,3
1072,1,20.39,1,0
1072,1,25.88,1,0
1072,1,9.14,1,0
1072,1,4.43,1,0
1072,2,2.36,2,0
1072,1,23.12,1,0
1072,1,30.84,1,0
1072,1,29.81,1,0
1029,5,31.18,4,0
1072,1,20.66,1,0
278,21,150.88,18,0
1072,1,12.72,1,0
1072,1,14.25,1,0
206,2,13.42,2,0
872,4,18.52,4,0
1072,1,108.58,1,0
1072,1,30.84,1,0
827,5,82.16,3,0
1001,7,27.39,7,0
996,4,18.79,4,0
886,3,93.9,3,0
1072,1,4.58,1,0
1072,1,6.49,1,0
942,7,123.18,7,0
280,39,104.15,26,3
218,13,180.67,11,0
1072,1,19.58,1,0
1072,4,37.31,4,0
1072,1,19.58,1,0
262,7,76.38,7,0
513,4,19.83,4,0
1071,2,14.07,2,0
902,5,16.38,5,0
1071,1,17.25,1,0
307,4,28.74,4,0
1071,1,4.88,1,0
1071,1,25.47,1,0
494,1,2.43,1,0
1027,7,201.97,5,0
1071,1,34.7,1,0
1071,2,49.25,2,0
1071,3,7.81,2,0
1064,6,43.37,6,0
1071,4,6.03,4,0
983,2,7.08,1,0
1071,1,7.94,1,0
952,7,57.64,7,0
1071,1,20.39,1,0
1071,1,14.82,1,0
278,10,77.41,10,0
1071,1,16.66,1,0
1071,3,24.68,3,0
1071,1,11.03,1,0
1071,6,10.82,5,0
211,2,37.37,2,0
1071,1,30.33,1,0
1071,2,14.1,2,0
1071,4,22.74,2,0
1063,2,38.2,2,0
1070,1,6.73,1,0
1070,1,14.95,1,0
328,20,59.03,17,0
1070,2,24.65,2,0
1070,1,14.06,1,0
1047,19,33.49,6,0
711,4,55.18,3,0
191,2,39.3,2,0
1070,1,13.85,1,0
860,1,11.22,1,0
396,6,57.47,5,0
1070,1,6.98,1,0
849,7,57.53,7,0
1070,1,19.58,1,0
545,5,39.22,5,0
1070,1,14.06,1,0
1070,1,22.51,1,0
1070,1,24.93,1,0
1070,1,13.43,1,0
498,5,59.65,5,0
1070,2,20.51,2,0
263,15,52.57,13,0
1070,1,11.28,1,0
1070,3,35.68,3,0
1070,2,47.66,1,0
615,7,33.22,7,0
1070,1,7.45,1,0
1020,18,249.48,17,0
1070,1,14.06,1,0
1070,1,9.72,1,0
1061,1,14.06,1,0
1070,8,23.32,8,0
1070,4,23.04,3,0
1070,1,9.46,1,0
1051,1,25.72,1,0
1070,1,3.47,1,0
1041,3,30.93,3,0
1069,1,10.43,1,0
1069,1,16.65,1,0
1069,2,31.43,2,0
1069,3,44.3,2,0
1069,2,22.84,1,0
1069,1,9.16,1,0
1069,2,31.42,2,0
1069,2,101.01,2,0
571,3,35.85,2,0
643,3,45.59,3,0
1069,1,14.95,1,0
545,2,10.0,2,0
249,16,156.85,16,0
1069,1,73.61,1,0
1069,1,2.3,1,0
1069,1,59.17,1,0
424,12,276.02,11,0
1069,1,23.07,1,0
1069,3,34.41,3,0
1069,1,6.87,1,0
1066,3,59.41,3,0
1069,1,10.82,1,0
1069,1,32.35,1,0
1069,1,23.12,1,0
1044,3,11.14,2,0
1069,1,2.68,1,0
1069,3,21.69,3,0
1067,4,23.03,3,0
1069,3,21.15,3,0
1069,4,12.9,2,0
1068,2,49.69,2,0
1069,2,3.84,1,0
1022,1,20.66,1,0
280,3,15.81,2,0
1069,1,3.12,1,0
560,23,171.02,15,0
1068,1,56.93,1,0
1068,2,20.1,2,0
1069,1,7.68,1,0
1068,1,13.43,1,0
1068,1,8.28,1,0
1068,1,23.12,1,0
1068,1,7.36,1,0
1055,12,58.31,12,0
1067,1,6.12,1,0
1068,1,59.8,1,0
954,3,30.88,2,0
1068,1,24.19,1,0
1068,1,22.34,1,0
1068,1,5.35,1,0
1068,1,4.6,1,0
1010,4,208.27,4,0
999,3,16.45,3,0
1068,1,7.46,1,0
1068,3,25.82,3,0
701,6,39.2,6,0
1068,2,29.54,1,0
1068,1,23.12,1,0
345,23,83.19,20,0
1068,1,18.67,1,0
1059,2,17.37,2,0
1068,1,7.8,1,0
1068,1,13.69,1,0
510,9,144.62,9,0
1061,1,23.33,1,0
1067,2,16.36,1,0
1067,1,-4.13,1,0
498,7,102.88,7,0
1067,1,19.99,1,0
1067,2,9.96,2,0
315,3,29.72,3,0
1067,1,15.99,1,0
1067,1,6.65,1,0
673,3,13.73,2,0
1067,1,34.7,1,0
1067,1,9.14,1,0
801,2,46.66,1,0
1002,4,11.96,4,0
1067,1,2.1,1,0
1067,1,24.9,1,0
1067,1,6.74,1,0
1067,1,20.45,1,0
1067,1,12.34,1,0
1067,1,15.57,1,0
1067,1,23.07,1,0
761,5,271.2,4,0
888,6,59.81,6,0
432,4,58.35,4,0
1067,1,16.61,1,0
1067,1,14.06,1,0
1067,1,9.99,1,0
1067,1,23.17,1,0
723,4,62.48,4,0
1006,3,33.25,3,0
1067,3,47.76,2,0
1067,1,59.8,1,0
1066,2,21.14,2,0
782,3,25.79,3,0
1066,6,20.71,6,0
506,5,82.68,5,0
249,3,46.7,3,0
624,2,69.21,2,0
1066,1,19.99,1,0
1066,6,16.71,4,0
555,11,132.76,11,0
1065,1,2.29,1,0
1066,1,10.19,1,0
1064,7,82.26,6,0
1066,1,4.99,1,0
1066,3,8.4,2,0
1066,1,9.09,1,0
467,7,104.69,7,0
1066,1,6.65,1,0
1066,2,49.69,2,0
1066,2,98.62,2,0
1066,1,33.33,1,0
307,7,40.07,4,0
433,2,8.3,2,0
1066,2,41.31,2,0
1066,1,0.45,1,0
1055,5,82.16,5,0
423,12,106.56,12,0
1066,1,17.11,1,0
291,5,24.43,5,0
1066,1,27.57,1,0
1066,1,8.06,1,0
1066,2,46.84,1,0
1066,1,16.61,1,0
401,10,101.08,10,0
1066,2,12.78,1,0
1066,1,20.45,1,0
1066,3,22.14,2,0
1066,2,24.62,2,0
473,3,23.76,3,0
1066,1,4.14,1,0
1065,1,32.88,1,0
1065,1,20.66,1,0
1065,1,8.84,1,0
637,2,40.09,2,0
1065,1,35.93,1,0
1056,2,36.18,1,0
1065,1,20.7,1,0
1065,9,37.04,8,0
355,3,22.69,3,0
403,2,59.12,2,0
677,90,752.75,49,3
1059,4,50.65,3,0
1064,1,10.73,1,0
809,3,6.58,3,0
1065,1,34.99,1,0
1064,2,13.88,1,0
1065,1,-78.29,1,0
